Time,Subtitle,Translation
25:09,（小泉）ノセ上手～　あら,He's a great motivator.
25:12,（細野） 餌 多めにあげてもいいですか？,Can I give them some extra food?
25:13,（大戸） いや 細野くん 餌 多めにあげちゃダメだよ,"No, you shouldn't overfeed them."
25:16,（細野）そうなんですか？ （大戸）うん （細野）なんでですか？,Really? How come?
25:19,（美波） みーんな すごいねん,They're all amazing.
25:22,目標高くて ちゃんとしてて,They've got big goals and know what they're doing.
25:26,私なんか言われたことしか できへん,I can only do what I'm told.
25:29,あー ヤバい　このままじゃ なんも身につかんと終わりそう,This is bad. I probably won't take anything away from this camp.
25:35,（省吾） 美波 やっと電話してきた 思たら また愚痴か？,"Minami, you finally call me only to start complaining again?"
25:41,（美波）え？,What?
25:42,（省吾） 電話もラインもずっと無視 スタンプも返さんと,"You ignore my calls and instant messages, and don't even return my stamps."
25:47,（美波） あ ごめん ほんまに忙しかったから,"Sorry, but I really have been busy."
25:50,（省吾）ほんまか？,Really?
25:52,海外で養殖教えたいとかいう できる奴,You said there was a guy who wants to teach fish-farming overseas.
25:56,イケメンちゃうん？ 浮気しとんちゃうん？,"He's really handsome, right? Are you cheating on me?"
25:59,（美波）ちゃうよ！,Don't be stupid!
26:02,え そんな信用ない？,You've got so little trust in me?
26:05,（省吾）連絡せぇへんもーん,You never call.
26:08,心配になるわ,I worry about you.
26:10,（美波）ごめん 省吾,"Sorry, Shogo."
26:15,会いたいな,I wanna see you.
26:18,（省吾）土日帰れへんの？,Can't you come back for the weekend?
26:22,今週は飼育当番やから,It's my turn to take care of the fish this week.
26:41,（美波） クエの浮袋の調査データです,Here's the swim bladder study data.
26:44,（樋口）あっ お疲れ様でした,Nice work.
26:47,どうです　高山さん 慣れました？,"So, Takayama, getting used to things?"
26:51,（樋口） 研究所の印象どうですか？,What do you think of our institute?
26:54,（美波）印象ですか？,What do I think?
26:55,（樋口）正直にどうぞ,Be honest.
26:58,（美波） うーん…何ていうか…,How can I put this?
27:01,（樋口）うん,Go on.
27:03,（美波）地味ですね,It's kind of dull.
27:04,（樋口）ははっ　地味？,Dull?
27:06,（美波） 飼育作業も研究も,Both the fish raising and research.
27:08,（樋口）うむ （美波）あっ すいません いや なんか“世界初の完全養殖 近大マグロ”っていう,"Sorry! I had this exciting image in my head of Kindai Tuna,"
27:14,華やかなイメージだったんで,the world's first fully farmed bluefin.
27:15,（樋口） まあね なるほど 地味ですかぁ,"I see, so it's dull, is it?"
27:20,あのね この研究所はね 独立採算経営なんですよ,This institute is financially self-supporting.
27:25,マグロとか マダイ  ヒラメとかを養殖して販売して,"We farm and sell tuna, red sea bream, olive flounder, and other fish,"
27:30,で その収益で運営してるんです （美波）ふーん,and use that revenue to operate.
27:33,（樋口） でね その2002年に クロマグロの完全養殖に 世界で初めて成功したでしょ,"In 2002, we were the first in the world to fully farm Pacific bluefin."
27:38,その頃には 研究への支援も グッと増えました,That's when support for our research really took off.
27:44,まあ でも  あれから十数年でしょう,But that was already ten-odd years ago.
27:47,研究とか飼育環境の改善には,Improvements in research and farming will only come
27:50,もう少し 資金と人材が 必要な状況ですね,with more funding and personnel.
27:54,（美波）資金と人材？ （樋口）うーん,Funding and personnel?
27:58,あっ そうそう　 あのね 例えばね,"Here, take a look at this."
28:01,これ これの研究会,This is a research society.
28:03,希少生物の保護とか 繁殖の技術を,It's a group for protecting rare species
28:06,共有する会なんやけど （美波）はい,and sharing farming technology.
28:08,パンダの飼育を見学しますーて 案内したらね,"If I were to offer the chance to study panda rearing,"
28:12,申し込みが殺到したらしいです,we'd be flooded with applications.
28:14,（美波）あー （樋口）うん 特に若い世代がね マグロ見学の倍以上,Especially from younger people. More than double what tuna get.
28:18,あははは や まぁ パンダは人気モンですからね,"-People love pandas. -Right, that's just how it is."
28:22,そう 仕方ないんだけど やっぱり,"-People love pandas. -Right, that's just how it is. When something is popular, it attracts all sorts of things."
28:25,人気あるとこには 色んなもんが集まんのよね,"When something is popular, it attracts all sorts of things."
28:28,その…資金も人材も,"For instance, funding and personnel."
28:32,（美波）あ じゃあ （樋口）うん,I know!
28:34,（美波） マグロも パンダ並みに人気があれば,If tuna were as popular as pandas…
28:36,（樋口）無理 （美波）なんで～,-Impossible! -How come?
28:38,それはやっぱり ちょっとね 無理やけど ま 何かいいアイディアあったら 是非,"I don't see that happening, but if you have any good ideas…"
28:42,（美波）はい （樋口）うん,Okay!
28:43,（美波）あっ 水槽点検やった,I have a tank inspection.
28:45,いってきます （樋口）あ いってらっしゃい,-Excuse me. -Off you go.
28:48,あ 須藤くん,Sudo.
28:50,これね ちょっと私の代理で 行って欲しいねんけど,I want you to attend this meeting on my behalf.
28:56,（須藤）え…うちからは？,11TH ANNUAL JAPAN RARE SPECIES PROTECTION SEMINAR You want me to go?
28:59,君だけです,Just you.
29:01,研究所の代表として 行って欲しいんで,I want you to represent the institute.
29:06,あ 何か予定ありましたかね？,You have other plans?
29:11,（須藤） いえ　わかりました,"No, I'll go."
29:15,（樋口）うん　お願いします,"Great, thanks."
29:46,（美波）人気なぁ,Popular…
29:51,（大久保(おおくぼ)）どいて （美波）あっすいません （大久保）あー！,-Coming through. -Sorry.
29:53,（美波）すいません,I'm so sorry!
29:55,（大久保）ああー （美波）くっさ,That stinks!
29:57,（大久保）もう （美波）何すかこれ？　くっさ,What is that? It reeks!
30:00,（大久保） 濃縮クロレラやがえー,It's Chlorella extract.
30:02,（美波）クロレラ？,Chlorella?
30:05,（美波）あかん くっさ （大久保） もったいないがえ 大事なクロレラが,-What an awful smell. -What a waste of perfectly good Chlorella.
30:10,（美波）すいません （えずく声）,I'm really sorry.
30:12,（美波） うわっ あかん　無理や これ,I can't take it anymore.
30:14,（笹倉）また高山さんか フワフワしとんなぁ,Takayama strikes again. What a scatterbrain.
30:19,（樋口）大丈夫ですよ ここに来る子たちは みんな優秀ですから,"Don't worry, we only get the most outstanding students here."
30:24,２年のうちに単位そろえて,"They earn units over two years,"
30:26,バイトもサークルも あきらめて来てね,and forgo clubs and part-time jobs to come here.
30:28,（笹倉） ほやけど あの子 初日から遅刻やったやろ,But she was late the first day.
30:31,（樋口）フフフ あれねー,I remember that.
30:34,で 白浜(しらはま)過ぎたあたりから 話こじれたんです,"About the time we passed Shirahama, I started arguing with my boyfriend."
30:39,彼氏が“魚は養殖より天然もんが ええ”って言うて,"He said, ""Wild-caught fish are better than farmed."""
30:43,や 今から養殖の勉強する私に 何 言うねんって,"So I go, ""You do realize I'm off to study fish farming?"""
30:46,めっちゃ腹立って （樋口）うん,I was furious!
30:48,“牛も豚も養殖するやんか 何で魚は養殖より天然なんよ”って 言い返して （樋口）うん うんうん,"Then I go, ""Cows and pigs are farmed, so why are wild fish better than farmed?"""
30:53,でもなんか イマイチ 説得できんくって,But I wasn't able to convince him.
30:56,（樋口）うん （美波）で… 気付けば 串本駅すぎちゃって,"And before I realized it, we'd passed Kushimoto Station."
31:01,すいません,Sorry.
31:02,（笹倉） 彼氏とケンカして遅刻やったんか,She was late over a spat with her boyfriend?
31:06,（樋口） せやけど本質は突いてますよ 天然はすばらしい 養殖はあかん,"Yes, but she was right. Wild is wonderful, farmed is no good..."
31:12,これが世間のイメージですわ,That's people's general impression.
31:15,餌の餌から丹念に育てて 品質の向上に努めてもね,Even though we carefully raise them from eggs and strive to improve quality…
31:22,天然ものより養殖は 安う取引される,farmed fish still fetch a lower price than wild caught.
31:27,彼女はね 何かちょっとユニークな 視点持ってるかもしれませんよ,She just might bring a unique perspective to this whole thing.
31:32,（笹倉）懐 深いなぁ,You've got a ton of tolerance.
31:35,はは　ま 須藤くんが 頼りになるからええか,At least we can always count on Sudo.
31:43,（樋口）まぁ　ね…,I suppose so.
31:56,（美波） パンダにマグロは勝てんなぁ,Can tuna ever beat pandas?
32:00,（小泉）何の話？ （美波）え？,What?
32:02,マグロの人気アップ作戦,"Operation ""Boost Tuna Popularity."""
32:07,（晶）また ふざけて,Screwing around again?
32:09,（美波）ちゃうって,No!
32:11,教授が言うてん パンダぐらい マグロが人気やったら,"Professor Higuchi said if tuna became as popular as pandas,"
32:15,金も人材も集まるって,we'd attract more funding and personnel.
32:18,（細野）十分 話題でしょ？,Aren't people already interested?
32:20,“海のダイヤ”って 重宝されてるし,Bluefin are known as the diamonds of the sea.
32:23,ほら よくニュースにもなるし （美波） ああん 話題と人気はちゃう,-It's on the news too. -News and popularity are different.
32:27,“犬かわいい 猫かわいい  パンダかわいい 育てたーい”,There are plenty of young people who want cats and dogs
32:30,って若者はおっても,because they're so cute.
32:32,“マグロ美味しい 育てたーい 研究したーい” って若者はおらん,But none of them want to raise and research tuna because they are tasty.
32:37,（小泉）確かに （美波）な？,"-Good point. -I know, right?"
32:40,やっぱ ゆるキャラで 人気アップかなぁ,Maybe a cute mascot would boost popularity.
32:43,“マグロ人間”とか,"Like ""Tuna Man."""
32:44,（笑い声） （晶）“カツオ人間”のパクリやん （美波）カツオ人間？,"-That's a ""Bonito Man"" ripoff! -Bonito Man?"
32:48,（晶） 高知のご当地キャラ 頭はカツオ 体は人間,The local mascot in Kochi has a bonito head and a human body.
32:52,（小泉）ふ～ん　 （細野）シュール,Bizarre…
32:56,（小泉） おぉーはっはっは 切断面っ,Half his head is shaved off!
32:59,（美波）え キモかわ～,Creepy but cute!
33:00,え これグッズ売れてんの？ 晶ちゃん何で知ったん？ ＳＮＳ？,Has it been merchandised? Where'd you hear about it? Social media?
33:04,なあ マグロのゆるキャラやったら どんなんがええと思う？,Has it been merchandised? Where'd you hear about it? Social media? Any good ideas about a tuna mascot?
33:06,何かアイディアない？ （晶）知らんて,Any good ideas about a tuna mascot? How would I know?
33:08,なんでぇ？　カツオに 負けたら悔しいや～ん,Come on! We can't lose out to Bonito Man!
33:11,（小泉） ははっ なんか 美波ちゃん自身がマグロやなぁ,"Minami, you're kind of tuna-like."
33:17,（細野） TUNA(ツナ)の語源は“突進”なんだ,The word tuna comes from the Greek word for rush.
33:20,（美波）突進？,Rush?
33:24,ああ また～ 女やな？ （小泉）へへ～,Not again! A girl?
33:27,（細野）そうなんだ？ （美波）知らんけど フフフ,-Really? -Just guessing.
33:30,とにかく ゆるキャラなんかに 巻き込まんといてな,Leave me out of this mascot character business.
33:33,（美波）マ ジ メか～,You're so serious.
33:35,（晶）マジメで悪い？,What's wrong with that?
33:37,（美波）いいえ　フフフ,Not at all.
33:39,なぁ もう１回見せて （細野）いいよ,-Show me again! -Sure.
33:42,（美波）うわっ やっぱ可愛いな,It really is cute.
33:45,（美波）海と撮ったらええんか （小泉）ああ…そっか,"-We should include the sea. -Yes, I see."
33:49,うん,Yeah.
33:53,そうなんや　ああ,Right…
33:57,うん　そっかそっか,I see.
34:10,（笹倉）よっしょ よっし,PACIFIC BLUEFIN TUNA EGG COLLECTION
34:24,（樋口） クロマグロの卵はね 直径１ミリです,Bluefin tuna eggs are only about 0.4 inches in diameter.
34:28,で この水に浮いてる受精卵―,"We remove the fertilized eggs floating in this water,"
34:31,これを分離して オゾン消毒して 水槽に移します,"disinfect them with ozone, and place them in a tank."
34:36,でね 生存率のデータを 取るため 数量 数　これも確認します,"And to keep track of the survival rate, we record the quantity."
34:48,（笹倉）向こう終わりました,Done over there.
34:49,（樋口）あ 水温の設定をお願いします （笹倉）はい,-Set the water temperature. -Got it.
34:56,（樋口） これね 卵が均等になるように 優しく かくはんしてから,"To ensure an even distribution of eggs, gently stir and scoop, okay?"
35:02,すくう　ね？,"gently stir and scoop, okay?"
35:06,（美波）いっぱい入ってる （樋口）うん,You got a lot in there.
35:12,はい はい はい　 はい オーライ,"Good, all right."
35:36,（美波）かえってるー,EGGS HATCH They're swimming!
35:39,ちっちゃー,They're so tiny.
35:41,かわいいー,So cute…
35:43,え こんなんが ３メートルとかになるんですか？,They're going to grow up to 10 feet long?
35:47,はぁ～ すごーい,They're amazing!
35:50,（笹倉） 勝負は これからやからな,The real challenge is yet to come.
35:52,（美波）勝負？,Challenge?
35:54,（樋口） うん マグロは ほんまにデリケートでね すぐ死ぬんですわ,"Yes, the tuna are really delicate. They die all too easily."
35:58,これ ふ化率は95％あるねんけど ３日４日で半減,"About 95% of the eggs hatch, but after three or four days, half die."
36:03,１週間後に またそこから半減,"And a week later, half of that die."
36:05,で １ヵ月後  生け簀に沖出しできんのは せいぜい５％です,Only about 5% remain when we move them to the floating cages a month later.
36:11,（美波）５％？,Five percent?
36:12,（樋口） うん　でも完全養殖に 成功した当時は 0.1％ですよ,"Yes, but when we first started full farming, it was only 0.1%."
36:18,（美波）0.1？ （樋口）うん,-Zero point one? -Yep.
36:21,（須藤）マダイは60％だからね,"With red sea bream, it's 60%."
36:24,マグロは慎重に飼育しないと,You have raise tuna very carefully.
36:26,（美波）は はいっ！,Got it!
36:41,（美波）えっ 油膜って,ONE DAY AFTER HATCHING That's enough oil to make a film?
36:43,こんだけで いいんですか？,That's enough oil to make a film?
36:44,（笹倉） ああ ２～３滴でええんや,"Yeah, two or three drops does the trick."
36:59,（須藤）ほら,Look.
37:01,浮上死してる,Surface deaths.
37:32,沈降死 してますかね？,Any sinking deaths?
37:36,（須藤）してるね,There are.
37:39,もろいから溶けてしまうけど,"But they're so fragile, they dissolve."
37:50,（樋口） よいしょ　 とおとおとおとお （笹倉） はあ はあ はあ はあ,FIVE DAYS AFTER HATCHING
37:54,（樋口） いけますね　これね ね？,"Not bad, right?"
37:57,ほら これ,"Here, look"
38:09,ほんまに…,It's true.
38:11,すぐ死ぬんですね,They easily die.
38:19,（須藤）生き残った子を,We need more survivors.
38:21,１匹でも多く 大人にしてあげないとね,Even one more surviving to adulthood helps.
38:26,（美波） ここの皆さん 魚のこと “子”って言いますよね,You treat them like they're your kids.
38:31,（須藤）教授は,"The professor said when we ship them off,"
38:33,“出荷は箱入り娘を 嫁に出す気持ち” らしいよ,"The professor said when we ship them off, ""It feels like my darling daughter is leaving to get married."""
38:38,（美波） あはは ロマンチスト フフフ,What an old softy.
38:44,まだ マグロ 無理？,Still can't handle tuna?
38:50,いえ　可愛いです 海のダイヤ,"No, they're adorable. They're the diamonds of the sea."
39:09,須藤さんは 院 出たら ここで働くんですか？,"Sudo, will you work here after you graduate?"
39:18,あ すいません 立ち入ったことを,"Sorry, I didn't mean to be nosy."
39:23,それ…,That…
39:25,君には関係ないよね,is none of your business.
39:32,（事務員）高山さん,Takayama?
39:34,取材依頼が来てるんですけど,You received an interview request.
39:38,（美波）取材依頼？,An interview?
39:49,（小泉） TUNA(ツナ)ガール 大人気やん,"MINAMI, THE TUNA GIRL Tuna Girl is a major hit!"
39:53,（美波） マグロに必死で忘れてた （晶） なんでこんな フォロワー多いん？,"I was so busy with the tuna, I forgot. Why are there so many followers?"
39:58,（細野）美食マンかも,It's probably Gourmet Man.
40:00,（美波）グルメ芸人の？,The celebrity gourmet?
40:02,（細野） うん　え 覚えてないの？,Don't you remember?
40:06,（細野）ちょっと待ってね （美波）えっ？,One second.
40:10,（細野）ほら （小泉）あー,Look.
40:13,（小泉） “近大マグロ トロがとろ～り 美食マン ショーック！”,"""Kindai Tuna's fatty portion is so creamy. Gourmet Man is shocked!"""
40:19,（細野） うちのマグロを食べてくれたって 盛り上がって,He got excited after eating our tuna.
40:22,高山さん それにコメントして,Then you commented on his post.
40:25,（美波）うーわ 梅酒で記憶が,I forgot after all that plum wine.
40:27,（小泉）拡散してくれてる （美波）えっ,He's spreading the word!
40:30,（小泉）そんでバズったんか,That's that source of all the buzz!
40:32,（美波）はぁ～ 美食マ～ン,Gourmet Man!
40:35,（晶）取材どうするん？,What about the interview?
40:48,（晶）ノリノリ,She's owning it.
40:49,（小泉）突進しとんな,Tuna rush!
40:51,（細野） 番組カラーには合ってるよ,Perfect colors for the show.
40:58,（樋口）それは？,And that is?
40:59,（美波）借りてきましたー,I borrowed it!
41:00,イベント同好会の血が 騒いじゃって,My event club blood is really pumping!
41:06,（須藤） ちょっと ふざけすぎじゃ？,Isn't that a bit over the top?
41:09,（樋口） まあ 若者向けの 番組らしいんで,The show is geared towards a young crowd.
41:11,ですです～,That's right!
41:13,堅苦しい研究を 楽しく伝えんと,I have to make all that stuffy science fun!
41:16,マグロ人気の獲得,I'll make tuna a hit!
41:18,高山美波 頑張りまーす！,"I'm Minami Takayama, and I'll do my best!"
41:22,すいませーん,Excuse me!
41:24,今日は よろしく お願いしまーす,I'm here for the interview!
41:27,（ディレクター） おっ　ははっ いいっすね　完璧っす （美波）ほんとですか？ （ディレクター）はい,-Nice! It's perfect. -Really?
41:31,（樋口） あ 須藤くん フォローの方 お願いしますね,"Sudo, you're up next."
41:36,（須藤）フォロー…,I am?
41:39,（美波） で この配合飼料 魚粉が使われてるんです,And fish meal is used in this feed formulation.
41:44,マグロ育てるのに 他の魚を 使ってるわけです,So we're using other fish to raise our tuna.
41:48,なので― 将来的にマグロを ベジタリアンに しまーす,That's why we want to make them vegetarians.
41:55,大豆などの 植物性タンパク質の餌を （美波）研究開発中でーす,We're developing fish feed from soy beans and other plant proteins.
41:59,（笹倉）あがな格好せんでも,Does she have to act like that?
42:02,（樋口）説明はわかりやすいですよ,Her explanations are easy to understand.
42:04,（笹倉） 教授 懐深すぎやでー,You've got a ton of tolerance.
42:08,（美波）実はね…,Actually…
42:09,（晶）大丈夫かな　ふざけて,Is okay to be this silly?
42:11,（小泉）ウケはええで,It's going over well!
42:13,（美波） この配合飼料を 食べてもらうまでも 一苦労やった らしいですよ,Getting them to eat this feed formulation was a major challenge.
42:17,で 色々試した結果 一番食いついたんが アワビ味,"After all sorts of tests, the flavor they liked best was… abalone."
42:23,いや グルメかよって 感じでしょう？,Who knew they were such gourmets?
42:25,（ディレクター） はははは なるほどね,Imagine that!
42:27,（美波）次は―,Next up… operation anti-cannibalism!
42:28,共食い防止作戦！ イェーイ,Next up… operation anti-cannibalism! TUNA GIRL'S SO SOOTHING!
42:32,（ディレクター）共食いですか？,Cannibalism?
42:33,マグロって 成長率がスゴイんで すーぐ お腹空くんですよ,"Tuna have an incredible growth rate, so they get really hungry."
42:39,生後２週間ぐらいで なんと― 共食いが始まります,"In their second week after hatching, they start eating each other."
42:44,食べられた方は死ぬし 食べた方も―,"The eaten ones die, but the cannibals do too"
42:47,のど詰まらせて 死んだりします,if their victims get stuck in their throats.
42:49,アホでしょう？,Silly tuna!
42:51,アホですね,That's for sure.
42:52,（美波） サイズに差があると 共食いが起りやすいんで,Cannibalize is common when there is a size difference.
42:56,選別しまーす,So we sort by size!
43:01,１日たつと またサイズに差 出てくるから,"Differences in size develop each day,"
43:05,また選別するんですよ,so we keep separating them.
43:07,よいしょ,CANNIBALIZATION?!
43:10,触ると死んじゃうくらい 弱い魚なんで,"SURVIVAL OF THE FITTEST TUNA! They are so weak, they'll die if touched."
43:13,ここは慎重にやらないと,So you have to be really careful.
43:20,（笹倉）こらーっ,What the hell?
43:22,大事に育てやんのに 何しやんなぁ！,We lovingly raised them! What have you done?
43:24,（美波）すいません,I'm sorry.
43:26,（ディレクター） マグロ死んじゃいました やらかしました TUNAガール,The tuna have bit the dust! Tuna Girl totally blew it!
43:30,ピーンチ！,This is not good!
43:32,（笹倉） あーあー あかんな,DEAD TUNA!
43:34,（樋口） こっちもダメですね,These are dead too. FISH MURDERED! TUNA GIRL'S THE KILLER!
43:46,（笹倉） こっちも あーあー,All these are dead too.
44:57,（小泉）美波ちゃん,Minami?
44:59,そろそろ研究所 戻ったら？,How about heading back to the lab?
45:02,あれはアクシデントやで,It was just an accident.
45:06,美波ちゃんがマグロのＰＲ 頑張ろ思たん,You were trying hard to promote our tuna.
45:09,よぉわかってるし,We know that.
45:11,（美波）でも…,But…
45:13,みんな怒ってはる,They're all mad at me.
45:17,（小泉） 俺らは１ミリも怒ってへん,We're not the least bit angry.
45:19,（細野）そうだよ,That's right.
45:22,１ミリどころか １マイクロも １ナノも,Not even the tiniest little bit.
45:26,（小泉）な？ （細野）うん,-Right? -Yeah.
45:30,黒田さんは？,How about Kuroda?
45:34,ちょっと… 外してて,She... stepped out for a bit.
45:51,（細野） やっぱり 黒田さんからも,"So, Kuroda's mad too?"
45:53,（小泉）うーん　やねんけどなぁ,So it seems.
46:33,（省吾）はい,Hey.
46:35,（美波）省吾？,Shogo?
46:38,ごめん　心配かけて,Sorry to worry you like that.
46:41,（省吾）おまえ ふざけんなや,What were you thinking?
46:44,俺も たたかれてんねんぞ,I'm getting bashed too.
46:47,（省吾） イベント同好会の ホームページから,They took the stupidest-looking picture of me
46:49,俺がいっちゃんアホに 見える写真ぬかれて,"from the event club's homepage,"
46:53,“こいつが彼氏 そろってバカ”って さらされて,"then wrote that I was your boyfriend, which makes two idiots."
46:57,（美波）マジ？,Seriously?
46:58,うわっ ごめん 私 （省吾）もう ええ,"-Sorry, I-- -Whatever."
47:02,別れよう,Let's break up.
47:06,（省吾）だって 俺のこと全然 考えてへんやろ？,"I mean, you don't care about me, do you?"
47:11,ろくに連絡もせんと 水着でTUNAガール,"You never call, and you do that swimsuit Tuna Girl thing."
47:15,イラっときた ごめん,-I've had enough. -I'm sorry.
47:17,でも あれはマグロの ＰＲのために,But I was just promoting our tuna.
47:19,（省吾） どうせ自分から “やります やります”,You were more than eager to volunteer…
47:23,言うたんやろ？,weren't you?
47:30,ほな,Goodbye.
47:58,あ そうですか ありがとうございます,"Yes, I see. Thank you."
48:03,はい　はい 失礼します　はい,Understood. Goodbye.
48:08,（須藤）あの… 大学の事務局からですか？,Was that… the university administration office?
48:12,ああ はい　あのー 高山さんの件で,"Yes, it was about that incident with Takayama."
48:15,まあ悪意はないし 炎上も一時的なもんやろ,She didn't mean any harm. It should blow over without any lasting consequences.
48:18,ちゅうことで おとがめなしです,It should blow over without any lasting consequences.
48:21,すいません 何もフォローできなくて,I'm sorry. I wasn't able to help.
48:24,ああ いえいえ それはもう 私もですから,"Don't worry, I couldn't do anything either."
48:28,あ ちょっといいですか？,Please take a seat.
48:37,須藤くん,Sudo…
48:40,就職先…,about your career…
48:43,どう考えてますか？,Any ideas yet?
48:47,はい…,Yes.
48:59,（小泉）美波ちゃん,Minami.
49:02,大丈夫？,Are you okay?
49:04,食べよ 食べよ みんなで,Join us for dinner.
49:18,（美波）あの…,Everyone…
49:22,ごめんなさい,I'm so sorry.
49:24,なんか ひどい騒ぎに…,I caused quite a firestorm.
49:26,（小泉） あっ 気にせんでええ 炎上なんか じき収まる,Don't worry about it. The flames will subside.
49:30,（細野）そうだよ,He's right.
49:31,（美波）でも ほんまに私のせいで （晶）そや,But it really was my fault.
49:35,研究所の皆さんに よぉ謝り,The institute deserves a good apology.
49:39,（小泉）晶ちゃん 優しくしたって （晶）その呼び方やめて,"-Akira, cut her some slack. -That's Kuroda to you."
49:43,（細野） ま…まずは ご飯食べよう,Let's eat.
49:46,みんなで ね？ （小泉）そやそや,"-All of us. -Yeah, let's eat."
49:50,（晶）うち 後悔してるわ,I regret not acting.
49:53,変に空気読まんと とめるべきやった,I should've stopped you.
49:56,チャラチャラ出ても プラスにならんて はっきり言うたら良かった,There was nothing to gain from your antics.
50:00,ごめん 迷惑かけて 反省してる,I'm sorry for all the trouble. I feel awful.
50:03,口先だけやろ,You don't mean it.
50:08,なんでなん？,I don't get it.
50:10,黒田さん なんでいちいち 私につっかかるん？ （晶）だって不真面目やん,-Why do you always lash out at me? -You don't take things seriously!
50:14,うちは あんたみたいに 軽いノリで来てへんねん,I'm not here to play around like you.
50:17,あんたのせいで研究所まで 色眼鏡で見られて,This place seems different now because of you.
50:20,迷惑してんねん,You're a pest.
50:22,番組なんか出らんかったら 良かってん,Why'd you go on that show?
50:24,でも あの番組 若い子に人気やし マグロの宣伝になるかと思って,It's really popular with young people. I thought it would be good publicity.
50:30,（晶）ほら 開き直った ちゃうって,-That's just an excuse. -No it's not!
50:32,なんもせんよりトライしてみよ って時あるやんか,You can't just do nothing. You have to try!
50:34,慎重さに欠けんねん （細野）やめてよ,-You're too reckless! -Stop it!
50:41,同期でしょ,We're classmates.
50:42,困った時は 助け合おうよ,We're supposed to help each other.
50:47,誰が悪いとか 誰のせいとか,Who was wrong? Who was at fault?
50:50,そういうのやだよ,I don't want to hear it.
50:54,イジメみたいで,You're like bullies.
50:56,やめて,Stop.
51:00,（泣き声） （小泉）どした？,What's wrong?
51:04,おーい 細野,Hosono?
51:09,よっしゃ よっしゃ 落ち着いて　な？,"It's all right. Calm down, okay?"
51:13,（細野の泣く声） （小泉）ごめんな,Sorry about that.
51:15,（細野のしゃくり上げる声） （小泉）もう終わったから　な？,"It's over now, all right?"
51:33,ご迷惑おかけしました,I'm sorry for the trouble I caused.
51:38,研究合宿…やめます,I'm leaving… the research camp.
51:45,（樋口）やめます　ねぇ,You're leaving?
51:50,うーん　 クロマグロの完全養殖はね,Research on fully farmed bluefin tuna…
51:55,この園田(そのだ)教授が研究を 立ち上げて,was launched by Dr. Sonoda.
51:58,私が引き継いで,And I took up the torch.
52:01,実現までに32年かかってます,It took 32 years to make it happen.
52:06,私が参加したのはね,But the period I took part in…
52:09,“泥沼の11年”の間でした,was an 11-year quagmire.
52:12,（美波）泥沼？,A quagmire?
52:14,（樋口）ええ,Yeah.
52:16,卵が採れんかったんですわ,We couldn't harvest any eggs.
52:20,何の進展もない11年,Eleven years without any progress.
52:23,陰口も多くてね,And criticism from all sides.
52:26,“国立の機関があきらめたのに” “近大なんか できるはず ないやろ”とか,People said Kindai couldn't succeed where national facilities failed.
52:32,“魚売って稼いでるのなんか” “大学ちゃうやろ 魚屋やろ”みたいなね,They said universities don't sell fish. Fish markets do.
52:37,（美波）ひど… （樋口）うん,That's terrible.
52:40,でも まあ,I suppose…
52:41,研究っていうのは結果出さないと 認められませんからね,research isn't accepted until it produces results.
52:48,他の魚の売り上げも 研究費に当ててたんでね,We diverted profits from other fish to our research.
52:53,ここでも肩身 狭なって,We felt two inches small.
52:57,園田教授と２人で 頭下げに行きましたわ,Professor Sonoda and I went with our heads bowed to speak to the top…
53:05,総長に,the university's chancellor.
53:09,“研究やめます”って,We said we're halting research.
53:13,（総長）国立の機関なら 予算がなければ やめるでしょう,Public research institutes stop... when their budget runs dry.
53:21,しかし うちは私立です,But we're private.
53:25,そこに意義があるなら 研究費用は工面します,"If your research is important, we'll find you the money."
53:32,生き物 相手だから すんなりいかなくても 当然でしょうね,"You're working with living creatures, and that is never easy."
53:40,研究を続けてください,Please continue your work.
53:47,園田教授も私も たくさん失敗して,Professor Sonoda and I made plenty of mistakes.
53:53,たくさん許されて ここまできたんです,"But they were forgiven, and here I am now."
53:58,高山さんも やめんと 頑張ってください,"Takayama, you shouldn't give up either."
54:14,（小泉）うん,Yeah.
54:16,ええよ,Sure.
54:21,おやすみ,Good night.
54:40,ごめん,Sorry.
54:44,（美波）どしたん？,What's wrong?
54:53,（小泉）美波ちゃん,Minami…
54:57,俺…,I'm…
55:00,合宿 やめるわ,quitting camp.
55:04,おかん 長期入院になってな,My mom's facing a long hospital stay.
55:09,ひとり親やし,She's a single parent.
55:12,弟― まだ小学生やから,And my brother… is still in grade school.
55:16,（美波）そんな急に,It's so sudden.
55:18,（小泉）急でもないわ,No it's not!
55:21,俺がこっち来てすぐ 検査 引っかかって,One of her tests came back positive right after I got here.
55:25,ずっと相談しとってん,Been talking to her the whole time.
55:28,病院どうする？,What about the hospital?
55:30,大学どうする？,What about school?
55:32,奨学金どうする？,What about the scholarship?
55:35,あ 電話,I get a call.
55:38,女ってのは正解～,You say it's a girl.
55:40,（美波） もったいない 小泉くん 優秀やのに,"What a waste, Koizumi. You're a promising student."
55:44,辞めるなんか 絶対 私の方やのに,"If anyone should quit, it should be me."
55:47,（小泉）何 言うとん？ 美波ちゃん 結構イケてるで,What are you talking about? You've been doing pretty good.
55:51,一生懸命やし 元気やし,You've got drive and spirit.
55:54,突進みたいな　ははっ,Like a rushing tuna!
