Time,Subtitle,Translation
25:54,あるんですけど やっぱあんま 思いどおりにいかなかったりとか （ｴﾋﾞｱﾝ）ああ （ｴﾘｯｸ）うん うん,"I have, but it didn't work out the way I wanted."
25:57,彼女 欲しい？,Do you want a girlfriend?
25:59,まあ できたら,"-Yes, if it's possible -If it's possible?"
26:00,（ﾛｰﾚﾝ）できたら？ （悠介）できたら,"-Yes, if it's possible -If it's possible? -Yes. -Someone nice?"
26:02,めっちゃ弱腰じゃん （笑い声）,"Be more confident, man."
26:07,タイプとかいる？ （悠介）タイプですか？,-Do you have a type? -My type?
26:10,普通に明るい人だったら,Someone cheerful.
26:12,自分 昔すごい人見知りで 全然 何か 人に,I used to be really shy. I was uncomfortable talking to people I didn't know.
26:15,あんま慣れてない人に話すのも 苦手な性格だったんですよ だから,I was uncomfortable talking to people I didn't know. So I'm more attracted to women who can take the lead a little.
26:19,少しリードしてくれる女性のほうが やっぱ ひかれやすかったっていうのは… （ｴﾘｯｸ）ふーん （悠介）ありますね,So I'm more attracted to women who can take the lead a little.
26:26,（悠介）他の皆さんは どうっすか？,How about everyone else?
26:29,ちゃんと鍛えたりとかしてて ガタイがよくて,"Someone who works out, has a nice body..."
26:33,男らしくて,is manly...
26:35,優しくて （ｴﾋﾞｱﾝ）すごい いっぱい,-and sweet... -That's a lot.
26:37,（悠介）結構ありますね （ｴﾘｯｸ）ドン ドン ドンっていった,The list keeps getting longer.
26:39,で きれい好きな人,And someone clean.
26:42,私は… クリエーティブな人が好きです,I like people who are creative.
26:48,あと 落ち着いてる もっとクールな 大人っぽい人がいい,And I prefer someone calm and more mature.
26:55,で 尊敬してる人,Someone I can respect.
26:58,（奈緒美）うん うん （ﾛｰﾚﾝ）オーケー それ,That's it.
27:00,（ｴﾋﾞｱﾝ）私は 自分の夢もあって リードしてくれるような人かな,I like someone who has goals and can take the lead.
27:06,ああ そうだね,I see.
27:10,大体 分かった みんなの感じが （ﾛｰﾚﾝ）大体 分かった,-I have a grasp on everyone now. -You do?
27:28,（悠介）これ危ないかな？ ちょっと,This is a little dangerous.
27:34,明日 何時から？ 学校,What time does school start tomorrow?
27:35,８時からです （ｴﾘｯｸ）８時から？,-8:00 a.m. -8:00 a.m.?
27:38,普段 家 何時ぐらいに出てる？,What time do you usually leave the house?
27:40,普段は もう７時前に出ます,Usually before seven.
27:42,（ｴﾘｯｸ）７時前に出る？ （侑哉）早っ,You leave before seven?
27:44,（ｴﾘｯｸ）何か持ってきた （侑哉）デザート？,-Hey! -She brought something. -Dessert? -Dessert.
27:46,（ﾛｰﾚﾝ）デザートです,-Dessert? -Dessert.
27:47,あと リンゴも来るけど,"There are apples, too."
27:49,（侑哉）ありがとうございます,Thank you.
27:51,（侑哉）風呂 入った？ （悠介）風呂 入りましたよ,There's more coming.
27:55,おっ 来た 風呂あとのデザート,"Here it comes, late night dessert."
27:59,（ﾛｰﾚﾝ）いただきます,Let's eat.
28:00,こっち座りゃいいのに 届かないっしょ,"You want to sit here? You can't reach, right?"
28:03,（悠介）食べますか,Let's eat.
28:05,（奈緒美）何か すごいかわいい パジャマって感じ ありがとう,-Your pajamas are so cute. -Thank you.
28:08,何か弾ける？,Can you play something for us?
28:10,今ですか？ （ｴﾘｯｸ）今ちょっと何か弾いてよ,-Right now? -Will you play something?
28:12,何か弾いて （ｴﾋﾞｱﾝ）リラックスの,Play something. -Something relaxing. -Yeah.
28:14,（ｴﾘｯｸ）そうそう… （ｴﾋﾞｱﾝ）リラックス　うん,-Something relaxing. -Yeah.
28:16,聴きたい （悠介）今っすか？ いいんですか？ じゃあ… （奈緒美）ぜひ,-Right now? If it's okay... -Please.
28:20,じゃあ ちょっと しばらく お時間ください （ｴﾋﾞｱﾝ）はい （笑い声）,-...give me a few moments please. -Sure.
28:24,（侑哉）どうぞ （奈緒美）待ってまーす 入り込んでる,-We'll be waiting. -He's getting into it.
28:28,もう作り始めてる,He's getting into his zone.
28:31,（奈緒美）うわっ 来た,Here he comes.
28:36,（悠介）ちょっと あの 「Dearly」っていう曲が,-This song is called Dearly. -Dearly?
28:39,オリジナルであるんですけど （ｴﾘｯｸ）へえー,It's an original.
29:23,（一同）すごーい！,-Nice! -Amazing!
29:25,（拍手） （ｴﾘｯｸ）フー！ （侑哉）すごい,-Wow! -Amazing.
29:29,（ｴﾋﾞｱﾝ）ワーオ （侑哉）超カッコいい,-That was really cool. -Wow.
29:30,（奈緒美）めっちゃ すごい （侑哉）超カッコいい,-That was really cool. -Wow. -Really amazing. -Really cool.
29:33,（侑哉）超カッコいい （ｴﾋﾞｱﾝ）鳥肌がバーッて 私 立っちゃった,I got goose bumps!
29:37,（奈緒美） 思っていた以上に すごかった,He was way better than I expected.
29:40,（奈緒美）えっ すごい！ （ﾛｰﾚﾝ）ねー,-It was amazing! -Wasn't it?
29:42,（ｴﾘｯｸ） 悠介 ウクレレも弾いてよ,"Yusuke, will you play the ukulele, too?"
29:48,いきなりっすか？,Seriously? Suddenly?
29:50,（奈緒美）でも やってくれる （侑哉）演奏会だ 今日,-But he'll do it for us. -We're getting a show tonight.
29:52,女の子にモテるよ これ （侑哉）あれモテますよね 絶対 （奈緒美）ねー！,-He'll be popular with the ladies. -Right?
29:55,あれやったら一発やろ,-Definitely. -In one shot.
29:57,（侑哉）披露しないのが ちょっと （ﾛｰﾚﾝ）だけど 何か,-Definitely. -In one shot. -He doesn't show off. -Yeah.
29:59,言わないよね 何か （奈緒美）うん うん…,He doesn't say how good he is.
30:02,でも それがいい 言わないから,-But that's what's nice. -He doesn't say unless we ask.
30:04,（ｴﾘｯｸ）それを こう… （ｴﾋﾞｱﾝ）言わないから,"-But that's what's nice. -He doesn't say unless we ask. -Like he doesn't need to say he's good. -Yeah, totally."
30:06,（ｴﾘｯｸ）自分から… （ｴﾋﾞｱﾝ）僕はできる みたいな （ｴﾘｯｸ）分かる 分かる （ｴﾋﾞｱﾝ）ねっ,"-Like he doesn't need to say he's good. -Yeah, totally."
30:09,（ｴﾋﾞｱﾝ）それカッコいい （侑哉）他人から やれって言われて,-That's what's so cool. -It is cool.
30:12,あそこまで できるみたいな （ｴﾘｯｸ）なあ,That he can play at that level when asked.
30:14,たびたび すいません,Excuse me.
30:17,これが ウクレレ ちっちゃくなりました,My instrument has shrunk.
30:57,（一同）フー すごーい,Amazing!
31:01,ちょっと僕は失礼します （侑哉）すごい,"-Excuse me. -Wow, amazing."
31:03,ずっと聴いときたい めっちゃ すごーい,I can listen forever. It was super amazing.
31:07,サーッて来て サーッて帰る,He glides in and glides out.
31:10,（ｴﾘｯｸ）それがええねん （奈緒美）早い,-He's quick. -That's what's good about him.
31:13,これで急に 悠介 夜ばいとか行ってくれへんかな,I wish Yusuke would then go sneak into the girls' room.
31:17,１日目にですかー？,On the first night?
31:20,イヤですよ そんな悠介,I don't want Yusuke to be like that!
31:22,“さっきのウクレレ聴いたでしょ？” （YOU）やだ やだ！,"-""You heard my ukulele, right?"" -No!"
31:25,（徳井） “さっき ウクレレ聴いてたでしょ”,"You heard my ukulele, right?"
31:27,（YOU）“さっきのウクレレと こっちのウクレレ” “どっちがいい？” （馬場園）こら！,Do you prefer that ukulele or this one?
31:30,“俺のネック握ってよ”って言って （馬場園）バカなんじゃないの？,"-""Hold the neck."" -You're so stupid."
31:34,ねえ お父さん 見て （ﾄﾘﾝﾄﾞﾙ）信じられない,-Look at him. -I can't believe it.
31:36,（笑い声） （山里）アンビリーバブルですね,It's unbelievable.
31:38,トリちゃん ごめんね （ﾄﾘﾝﾄﾞﾙ）信じられない,-I'm sorry Torichan. -I can't believe it.
31:41,ハワイで培った信頼関係が （馬場園）あーあ,The trust you've built in Hawaii...
31:44,（YOU）もう崩れた （ﾄﾘﾝﾄﾞﾙ）信じられない,-it just crumbled. -I can't believe it.
31:46,（馬場園）信じられない （徳井）ハワイで株を上げたのに,All the points I earned in Hawaii...
31:48,あれ 女子が よく言うじゃないですか “あれ 絶対モテるよね” っていうのは,"The girls keep saying, ""He has to be popular with the ladies."""
31:52,カッコいいって言ってるのと 同じことですか？,Is that the same as saying he's hot?
31:55,同じですし もう 楽器ができる時点で もうモテます,It is. It's attractive if you can play an instrument.
32:01,そうなんだ…,Is that how it is?
32:04,チャラチャラしてて 楽器も弾けるんやったら モテそうで信用でけへん ってなるけど,"If you're a flirt who plays an instrument, you might be harder to trust."
32:09,あのピュアっぽい悠介が,"But if you're pure like Yusuke... To say, ""No, I've never had a girlfriend,"""
32:13,“彼女できたことないです” とかって言ってて,"To say, ""No, I've never had a girlfriend,"""
32:16,急にギター持ったら あんな なって,and then to suddenly play the guitar like that...
32:18,聴いてる時の 何かこう エビアンとかフランクとか,"As Avian and Naomi were listening,"
32:22,“すごい 絶対モテるよねー”とか 楽しそうに言ってるんですけど,"they were saying he's definitely popular with the ladies,"
32:25,ローレンだけ 味わうかのように,but Lauren was quiet and enjoying the music.
32:28,（健太郎）ありますよ （山里）えっ ある？,-Definitely. -You think so?
32:29,あります　最初 “弾いてよ”みたいな みんな “ウェーイ”とかなってたけど,"Yeah, in the beginning when everyone was having fun asking him to play,"
32:34,ローレンだけ何かちょっと “えー”みたいな ちょっと何か １人だけ雰囲気 違ったんですよね,only Lauren had a different air about her.
32:38,（山里）ウソでしょ？,No way!
32:40,聴いてて 何か…,"While she was listening, she was like..."
32:42,（山里）あっ やってましたね,She did do that.
32:45,もう取り入れてる,She's already taken him in.
32:47,なってたでしょ？ （YOU）なってました,-She was like that. -She was.
32:50,（山里）表情で語ってましたもんね,She was speaking through expressions.
32:51,え？ 奇跡 起きるんですかね？,So will a miracle happen?
32:54,（健太郎）なくはないと思います （YOU）なくはないね,-It's possible. -It's possible.
32:56,（山里）それは それでだな…,Even that's...
32:58,パジャマが かわいかったですもんね,His pajamas were cute.
33:00,何で あいつ あのパジャマなんやろ？ ねえ めちゃくちゃ パジャマかわいかった,-I wonder why he has those. -Right? They were so cute.
33:03,パジャマごと ずっと見ときたい （ﾄﾘﾝﾄﾞﾙ）眼鏡も かわいかった,"-I wanted to see more of it. -The glasses were cute, too."
33:05,大将が 持たせたんじゃないですか？,Maybe his master gave it to him.
33:08,“テラスハウスに行くなら” （山里）久兵衛の？,His master at Kyubey?
33:10,“俺が若え頃に着てたやつだ”,It's what I used to wear when I was young.
33:12,（馬場園）パジャマを？,Pajamas?
33:13,ちゃんと教え守って着て,That's why he wore them?
33:15,かわいい パジャマ,That's so cute!
33:16,（山里） いやいや “かわいいな”って,That's so cute! But you guys just made all that up!
33:18,勝手に作った話ですよ,But you guys just made all that up!
33:19,まず大前提 久兵衛の人じゃないです,"First of all, he's not from Kyubey."
33:25,明日はプールとか入るの？,Are you going in the pool tomorrow?
33:28,いやー 入りたいな,I want to.
33:30,どう？ その 女の子たちは,What do you think of the girls?
33:33,んー タイプ？,My type?
33:36,（ｴﾘｯｸ） この子ええなーみたいな,Which one seems interesting?
33:38,（侑哉）この子ええなって まあ… （ｴﾘｯｸ）ハハハ…,Which is interesting? Well...
33:41,何だろうなあ いや 何とも言えないですけど 別に,I'm not sure. I don't have an answer.
33:45,じゃあ 一番性格が合うなって 思う子は？,Then which girl's personality fits best with yours right now?
33:48,エビアンです （ｴﾘｯｸ）あー …は一番 合いそうだなと思って ずっと笑ってるじゃないっすか,Avian. I feel like I'd get along with her. She was smiling the whole time.
33:53,（ｴﾘｯｸ）そうやな （悠介）フフッ,You're right.
33:55,そうっすね でも本当に 好かれそうなタイプですよね （侑哉）そう だから一番合うかなって,But definitely... she seems likeable.
34:00,（ｴﾘｯｸ）ああ いいね,Nice.
34:03,いました？,What about you?
34:04,何か すごい ローレンが すごい 何か,"Well, Lauren... I've never met someone like..."
34:08,今まで会ったことのないような タイプの人間やから,"Well, Lauren... I've never met someone like... like her before."
34:14,どんな子なんかなとは思うな,So I'd like to get to know her.
34:18,いた？ 悠介,"What about you, Yusuke?"
34:19,これからっすよ （侑哉）これから （悠介）これから,-It's only the beginning. -Only the beginning.
34:22,ギター使ってけば,You should use your guitar.
34:24,（悠介）ギター使ってけば （侑哉）そう 弾き語りして,-Use my guitar? -Your sidekick.
34:28,まあ そうですね （ｴﾘｯｸ）ヒーローやから 悠介 いや全然 そんなことないっすよ （ｴﾘｯｸ）ハハハ,-Super Yusuke. -Not at all.
34:34,ギターすごい ギターすごい　天才と思った,-His guitar skills were amazing. -It was amazing. He's a genius.
34:37,（奈緒美）本当に すごい （ｴﾋﾞｱﾝ）ねー 本当に,-It was really amazing. -Seriously.
34:39,ずっと聴ける もう目が うわーって キラキラなっちゃった （奈緒美）キラキラ…,-I could listen forever. -He made my eyes sparkle.
34:44,すごかった,He was amazing.
34:45,（ﾛｰﾚﾝ）本当に音楽を感じてる,He really feels the music.
34:48,（ｴﾋﾞｱﾝ）でも 何か 自分を こう… こう 何て言うんだろう （奈緒美）下に…,-But he... How should I put it? -Humble?
34:53,（ｴﾋﾞｱﾝ）そうそう… （奈緒美）下にっていうか こう,He puts himself down. He doesn't...
34:55,“俺は うまいんだ”みたいな そういう感じじゃないから,He doesn't act like he knows he's good.
34:58,そこで また その性格は好きだなと思って （奈緒美）うん いい,I really like that personality.
35:02,（ｴﾋﾞｱﾝ）それは すごいいいなと （奈緒美）終わって すぐどっか行くし,And he disappears quickly after he's done.
35:04,そうそう！ “はい 終わりました”みたいな,"And he disappears quickly after he's done. Yeah, like, ""Okay, I'm done."""
35:07,何か ちゃんとやってる人みたい,He's committed to it.
35:10,真面目,Very serious.
35:12,今のとこ みんな 第一印象は,What are your first impressions?
35:14,すごい… （奈緒美）すごい いい すごい いいと思う みんな いい人,-They're good. Everyone's good. -Everyone's nice.
35:20,寝ますか,Shall we go to sleep?
35:22,（ｴﾋﾞｱﾝ）お疲れさまです （奈緒美）お疲れさまでした （ﾛｰﾚﾝ）お疲れさまでした,"-Good night, everyone. -Good night."
35:27,（ｴﾘｯｸ）オーケー （悠介）寝ますか,-I'm going to sleep. -Okay.
12s,（ﾄﾘﾝﾄﾞﾙ）こんばんは （一同）こんばんは,-Good evening. -Good evening.
13s,（YOU(ユウ)）テラスハウスは 見ず知らずの男女６人が,Terrace House is a show about six strangers living together
16s,共同生活する様子を ただただ 記録したものです,Terrace House is a show about six strangers living together and we observe how they interact.
20s,用意したのはステキなおウチと ステキな車だけです,All that we've prepared is a beautiful home and automobile.
23s,台本は一切ございません,There is no script at all.
26s,さて 「TERRACE HOUSE ALOHA STATE」が （ﾄﾘﾝﾄﾞﾙ）スタートしました （YOU）はーい,-Terrace House: Aloha State has begun. -Yes!
30s,おウチ すごかったですね （YOU）すごかったね,"-The house is amazing, isn't it? -Yes, it is."
32s,（YOU）プールもあって 大きい,It has a pool and everything.
35s,（ﾄﾘﾝﾄﾞﾙ）大きいおウチで （馬場園(ばばぞの)･YOU）ねっ,-It's very large. -A very large house.
37s,（ﾄﾘﾝﾄﾞﾙ） そして ６人のこの新メンバー,-It's very large. -A very large house. And the six new members...
40s,（山里(やまさと)） ちょっとずつ動き始めましたよね,Things are happening slowly.
41s,（徳井(とくい)）徐々に人が見えてきて,We're finding out what kind of people they are.
43s,（ﾄﾘﾝﾄﾞﾙ）まず１人目 ローレン･サイちゃん,"First, we have Lauren Tsai."
46s,（ﾄﾘﾝﾄﾞﾙ）18歳 （山里）きれいなんだよ,-She's 18. -She's beautiful.
48s,（ﾄﾘﾝﾄﾞﾙ）画家志望で 現在 モデルとしても活動中,She wants to be an illustrator and currently models.
51s,（ﾛｰﾚﾝ）私は１番目…？,Am I the first one here?
53s,（山里）好きなタイプ 才能でほれるタイプですからね,She likes talented men.
56s,画家志望だから 絵とかも見れたりするんですかね,"She's an aspiring artist, so maybe we'll get to see her art work."
58s,（YOU）ねっ 見たいよね （馬場園）ねっ 見てみたい,"She's an aspiring artist, so maybe we'll get to see her art work. I want to see them."
1:01,作品とか見てみたいですね,We'd love to see her work.
1:02,そして ２人目 澁澤(しぶさわ)侑哉(ゆうや)くん 18歳,"Second, we have Yuya Shibusawa, age 18."
1:06,（侑哉） アクティングスクール行きたくて,I wanted to go to acting school.
1:08,（ﾛｰﾚﾝ）ああ そうだね 俳優の （侑哉）そうそう…,"-Ah, to be an actor. -Yes."
1:10,そのために 英語学んでとかやってるから,I'm trying to learn English.
1:13,英語 教えてもらって 日本語 教えるみたいな,"You teach me English, I teach you Japanese."
1:15,オーケー オーケー お願いします お願いします （ﾛｰﾚﾝ）お願いします,"-Oh, okay, please do. -Please teach me, too."
1:17,（ﾄﾘﾝﾄﾞﾙ）カッコいいですね,He's attractive.
1:19,横須賀(よこすか)出身ですから いつか海軍カレーを作るかも 分からへんよ,He's from Yokosuka. He may make naval curry someday.
1:23,“横須賀仕込みの 海軍カレーなんだ”って,Here's Yokosuka's special naval curry.
1:25,ふるまってね みんなにね,He'll make it for everyone.
1:27,シーフードやっぱり 入れるんちゃう？,I'm sure he'll add some seafood to it.
1:29,（山里）いや 海軍カレーって シーフードカレーじゃないですよ,I'm sure he'll add some seafood to it. I don't think naval curry has seafood in it.
1:33,違うんですか？ （山里）違います,It doesn't?
1:34,海軍の方が金曜日を知るために 金曜日に毎週 カレーを食べてたってだけで,The American troops served curry on Fridays so they knew it was Friday.
1:38,（徳井）そういうこと？ （山里）はい システム上は,"-Oh, is that it? -Yes, it was a system."
1:40,何でも知ってるのね （山里）一応 そこらへんの 知識だけは ちょびっと,"-You know everything. -Yes, I do know a bit about some things."
1:46,そして３人目 エビアン･クー 26歳 （YOU）クーちゃん,"And third, Avian Ku, age 26."
1:49,（ｴﾋﾞｱﾝ）こっち生まれですね （侑哉）こっち生まれ,I was born here.
1:51,こっち生まれ こっち出身 はい,"-Oh, you were born here. -Yes, born and raised here."
1:53,私は… （侑哉）めっちゃ日本語 「88Tees」っていう （ﾛｰﾚﾝ）あっ 分かる （ｴﾋﾞｱﾝ）ワイキキのＴシャツの,"Right now, I work with 88 Tees, a T-shirt company in Waikiki."
1:59,ショップ 私のお母さんのなんですけど お手伝いして,"-I know it! -It's my mom's shop, but I help out."
2:03,（山里）友達でいそうなんだよな （馬場園）いや いるよ,I feel like I have a friend who looks like her.
2:06,高校の同級生にいるもん （徳井）あー いそう！,One of my high school classmates looks like her.
2:08,高校の同級生にいそう で 結婚式で再会してな,Yes! She looks like an old classmate you'd meet again at a wedding.
2:11,そうそう… そうなんですよ,Yes! She looks like an old classmate you'd meet again at a wedding. -Right? -What are you talking about?
2:12,“してな”って （笑い声）,-Right? -What are you talking about?
2:15,ハワイで有名な Ｔシャツ屋の娘さんでしょ？,The daughter of the owner of a famous T-shirt shop in Hawaii.
2:18,そして エリック 27歳,"And there's Eric, age 27."
2:21,（ｴﾘｯｸ）家具職人というか,I build furniture...
2:24,大工みたいな感じで,"A craftsman, I guess."
2:26,それとカフェの 立ち上げる仕事も今,I'm also starting a café with a friend.
2:29,（山里）全部をね 今まとめてる ちょっとリーダー的な感じで今,He's taken on the role of the leader.
2:31,もう お兄さんな感じやんね,"Yes, like a big brother."
2:33,そして奈緒美(なおみ)ちゃん フランク奈緒美ロレインちゃん,And Naomi... Naomi Lorraine Frank.
2:37,（奈緒美）出身がアメリカで,"I was born in America, but I've lived in Japan since I was seven."
2:38,７歳以降は ずっと 日本にいたんで,"I was born in America, but I've lived in Japan since I was seven. So I'm totally Japanese."
2:42,全然もう めっちゃ日本人,So I'm totally Japanese.
2:44,（山里） 結構 バシバシ言いますからね フランク奈緒美ロレインは （ﾄﾘﾝﾄﾞﾙ）今どきの,"She's pretty assertive, Naomi Lorraine Frank."
2:47,東京の子って感じですよね,She's the modern Tokyo girl.
2:50,そして 鮎澤(あいざわ)悠介(ゆうすけ)くん 18歳,"Finally, there's Yusuke Aizawa, age 18."
2:52,先週の主人公 （ﾄﾘﾝﾄﾞﾙ）ウクレレアーティスト,-Last week's star. -A musician who plays ukulele.
2:55,（悠介）18年いません （ｴﾘｯｸ）10… おー 18年 生涯いません １人も,"For 18 years, I've never dated anyone."
3:00,ここで初恋のチャンス （悠介）いろいろと危ないです そろそろ,-It's your chance for first love here. -It's bad. I really need...
3:04,行動を 行動力 ちょっとね 上げないと,to start being proactive.
3:26,（山里）すごいね 演奏一発で 女の心 全部持っていきましたからね,It was amazing. He stole their hearts in one performance.
3:31,（山里）結構 すごい子なんですね 鮎澤くんって　だって,He's actually a pretty impressive guy.
3:34,現役高校生の時に ＣＤもリリースして,He released an album while he was in high school.
3:37,（山里）結構 有望されてる （馬場園）そうやね （山里） ただ 18年間 恋人がいない,"He's a promising new musician, and he's also never had a girlfriend."
3:40,女子への免疫がないと 人見知りも激しい,He has no experience with girls and is shy.
3:43,（山里）これが どう出るかですよね （馬場園）ねえ,How will that play out?
3:46,今週もあるんですかね？ 演奏シーンみたいな （徳井）あんのかな？ （馬場園）毎週 欲しいね,Will we get another performance this week?
3:49,できれば （徳井）「今週の悠介」？,"-I want one every week. -Like ""This Week's Yusuke""?"
3:50,うん 「今週の悠介」,"Yeah, ""This Week's Yusuke."""
3:52,「今週の悠介」？,This Week's Yusuke?
3:54,「今週の悠介」 （馬場園）毎週 欲しい,This Week's Yusuke.
3:55,あのパジャマで出てきて （馬場園）かわいい！ （YOU）かわいい （山里）“どうも”って,-In his pajamas? -That'd be so cute!
3:58,色違いのね パジャマがあるんです （山里）持ってるんですか？,-In a different colored one. -So cute!
4:01,あの形が好きなんですね とにかく （YOU）あの形が安心するんです （馬場園）かわいい,"-So he likes that style. -Yes, that style is comforting to him."
4:27,これ… かな？,Is this... Is this it?
4:40,よし,Okay.
4:43,いってきます,Off to school! -Yusuke
5:18,（ﾛｰﾚﾝ）おーはよー （奈緒美）おはよう,-Good morning. -Good morning.
5:20,（奈緒美）何 飲んでるの？ （ﾛｰﾚﾝ）今は…,-What are you drinking? -Right now?
5:26,（奈緒美）牛乳 飲もう,I'll have some milk.
5:32,今日は 何時から行こうかな,When should we leave today?
5:34,何時から行こうか？,When should we leave?
5:38,お昼ご飯を食べに行くよね？ うん そうですね,"-We're going out for lunch, right? -Yeah."
5:41,（奈緒美）11時ぐらいに出る？ でも侑哉くん 起きてないのかな,Should we leave around eleven? But maybe Yu's not up yet.
5:44,（ｴﾋﾞｱﾝ）おはよう （ﾛｰﾚﾝ）おーはよー （奈緒美）おはよう,-Good morning. -Good morning.
5:48,（ｴﾋﾞｱﾝ） もう行かなきゃいけないんだ あと ちょっとで （ﾛｰﾚﾝ）オーケー オーケー,"-I have to leave in a bit. -Oh, okay."
5:52,今日 何するの？ みんな 今日は… えっと,-What's everyone doing today? -Today? Um...
5:57,暇の人と… （ｴﾋﾞｱﾝ）暇の人と…,-The free people... -The free people.
6:00,ちょっと ランチに行って コストコに行って スーパーに行く,We're going out for lunch and then to Costco.
6:04,オーケー じゃあ 楽しんできて,"-Okay, have fun then. -Yes."
6:06,（ﾛｰﾚﾝ）はい 仕事 頑張ってください,"-Okay, have fun then. -Yes. -Good luck at work. -Yeah."
6:08,（ｴﾋﾞｱﾝ）うん いってきます そしたら （奈緒美）いってらっしゃい （ﾛｰﾚﾝ）オーケー いってらっしゃい （ｴﾋﾞｱﾝ）じゃあね （奈緒美）気をつけてね,-I'll head out then. -Bye.
6:12,（ｴﾋﾞｱﾝ）ありがとう じゃあね （ﾛｰﾚﾝ）気をつけてね バイバイ （ｴﾋﾞｱﾝ）あとでね,-Be careful! See you later. -Thanks.
6:17,部屋でメークしてくる,I'll go put on makeup.
6:19,じゃあ ちょっと 何かする ここで （奈緒美）うん,I'll do stuff here then.
6:47,おはよう おー おはよう,"-Good morning. -Oh, good morning."
6:52,それ 自分で描いた絵？,Is that your drawing?
6:53,（ﾛｰﾚﾝ）うん （侑哉）めっちゃ うまいやん,-Yeah. -You're so good.
6:55,メークしてる間に…,I was drawing while Naomi's putting on makeup.
7:01,寝れた？,Were you able to sleep?
7:02,うん 寝れた 寝れた？,"-Yeah, you? -Yeah, I was."
7:04,（侑哉）寝れた （ﾛｰﾚﾝ）ああ よかった,"-Yeah, you? -Yeah, I was. That's good."
7:07,それ１個 描くのに どれぐらいかかるの？ 時間,How long did it take you to do that?
7:09,（ﾛｰﾚﾝ）ん？ これ？ （侑哉）うん,-This one? -Yeah.
7:11,これは何か 朝のスケッチ,This was my morning sketch.
7:14,朝のスケッチ？,-Morning sketch? -And it took...
7:16,多分 30分～１時間ぐらい,-It took between 30 minutes to an hour. -Seriously?
7:19,（侑哉）マジで？ すげえな,-It took between 30 minutes to an hour. -Seriously? -Wow! -Not at all.
7:21,（ﾛｰﾚﾝ）全然,-Wow! -Not at all.
7:23,すげえな 全然,-It's amazing. -Not at all.
7:26,だけど ありがとうございます,But thank you.
7:29,（ﾛｰﾚﾝ）おー メーク終わり,-You finished your makeup? -I did.
7:30,終わった　おはよう,-You finished your makeup? -I did. -Good morning. -Good morning.
7:32,（侑哉）おはよう,-Good morning. -Good morning.
7:33,じゃあ そろそろ…,Should we get going soon?
7:36,（奈緒美）まず着替えたりとか 用意してるから,We'll be making pasta! -Naomi We'll be at Costco. -Lauren
7:39,（侑哉）着替えます,I'll go change.
7:43,（奈緒美）何？ （侑哉）フフッ,What?
7:45,（侑哉）ウインカー,The blinker...
7:48,（侑哉）買い物したいな （ﾛｰﾚﾝ）買い物？ 買い物したい （奈緒美）買い物したいね,"-I want to go shopping. -Yeah, me too."
7:52,（ﾛｰﾚﾝ）夜に ワイキキ行こう,"-I want to shop, too. -We can go to Waikiki in the evening."
7:53,（侑哉）行きたいね 夜 （ﾛｰﾚﾝ）それは最高,"-Yeah, I'd love to go there at night. -It'll be great."
7:56,（奈緒美）多分 この３人が 暇なこと多いから また どっか行こう （ﾛｰﾚﾝ）そうだね,"The three of us will likely be free often, so let's go places."
8:00,10月の10日までは暇だよ 毎日,I'll be free every day until October 10th.
8:03,10日から…？,-The 10th? -That's when I start school.
8:04,（侑哉）学校がある （ﾛｰﾚﾝ）学校始まる　そうだね,"-The 10th? -That's when I start school. Oh, you start school. I see."
8:06,（奈緒美）うわー きれい 景色 （ﾛｰﾚﾝ）きれい （奈緒美）すごい　幸せ,-Such a pretty view. I'm so happy. -It's beautiful.
8:11,（侑哉）ハワイって感じ,It's very Hawaii.
8:14,（奈緒美）気持ちいい けど２人の声が全然 聞こえなーい,"It feels so good, but I can't hear you two at all!"
8:17,（奈緒美･侑哉）ハハハ （ﾛｰﾚﾝ）聞こえない？,-You can't hear? -Nothing at all!
8:18,（奈緒美）聞こえない （侑哉）聞こえない？,-You can't hear? -Nothing at all! -Can you hear me? -What?
8:20,（奈緒美）えっ？ （侑哉）聞こえない？,-Can you hear me? -What? -Can you hear me? -What?
8:22,（奈緒美）えっ？ （侑哉）聞こえない？,-Can you hear me? -What?
8:23,（奈緒美）聞こえる！,-Can you hear me? -I can hear you!
8:26,（ﾛｰﾚﾝ）あっ これ ここからワイキキ,This is where Waikiki starts.
8:29,（奈緒美）おー！ （侑哉）おー いいね　きた,"Wow, nice."
8:31,（奈緒美）入った！ （ﾛｰﾚﾝ）入った （侑哉）きた きた きた,"-We're here! -We're here, we're here."
8:33,（奈緒美）はい きた　ワイキキ （侑哉）はい～,-We're in Waikiki! -Yes.
8:35,（侑哉）すげえ （奈緒美）すごい,"-Wow. -Wow, it's a city."
8:36,（侑哉）街だ （奈緒美）人通りが多い,"-Wow. -Wow, it's a city. -There's a lot of people. -We're in the city."
8:38,（侑哉）街に来たぞ （奈緒美）来たね,-There's a lot of people. -We're in the city. -We are. -Wow.
8:40,（侑哉）すげえ,-We are. -Wow.
8:42,（奈緒美）うわ うわ うわ…！,"Wow, wow, wow!"
8:45,ここはワイキキビーチ （奈緒美）うおー！ （侑哉）うおー！,-And this is Waikiki beach. -Wow!
8:47,（奈緒美）これが そうなんだ！,So this is it?
