Sentence,Translation
・テストの時に辞書を使ってもいいですか。,Can I use a dictionary when I take a test?
・なんで、田中は結婚しているくせに合コンに参加しているんだよ。,Why is Tanaka participating in a blind date even though he's married?
・この鳥は絶滅のおそれがあると言われています。,This bird is said to be in danger of extinction.
・１２月は１年でいちばん忙しいです。,December is the busiest month of the year.
・毎日残業ばかりで、自分の時間がないので、会社を辞めることにしました。,"I was working overtime every day and had no time for myself, so I decided to quit the company."
・何回もの手術ものあげく、結局、病気は治りませんでした。,"After many surgeries, the disease could not be cured in the end."
・お酒の飲み過ぎや、タバコの吸いすぎは病気の原因になり得ます。,Drinking too much alcohol and smoking too much can cause illness.
・バスは15分ごとに来ます。,The bus comes every 15 minutes.
・どうしたの？そんなに疲れきった顔して。,What's wrong with you? You look so tired.
・急いでいたので、歯を磨かないで来てしまった。,"I was in a hurry, so I came without brushing my teeth."
"・わぁ。財布の中を見たら、12,000円も入ってた。","Wow. I looked in my wallet and found 12,000 yen in it."
・この後、どうしようかなあ。,I wonder what I should do after this.
・キムさんは詳しい理由を話すことなく、学校を辞め国へ帰ってしまった。,Mr. Kim quit school and went back to his country without giving any detailed reasons.
・先生の言う通りに勉強した結果、成績がよくなった。,"As a result of studying according to the teacher's advice, my grades improved."
・遅いなぁ。本でも読みながら待つか・・・。,You're late. I'll wait while reading a book...
・猫がベッドの上で気持ちよさそうに寝ている。,The cat is sleeping comfortably on the bed.
・教室の壁には、色々な日本のポスターが貼ってあります。,There are various Japanese posters on the wall of the classroom.
・私は毎日ジョギングしてから、学校に行きます。,I go jogging every day before going to school.
・こんな物、いくら安くても買いません。,I won't buy such a thing no matter how cheap it is.
・え、田中さんは毎月20冊も本を読むの？,"What, Mr. Tanaka reads 20 books a month?"
・彼は何か事件について知っているようだ。,He seems to know something about the case.
・のび太のくせに生意気だぞ。,You're too cocky for Nobita.
・高尾山は子供でも楽しく登れるくらいの山だ。,Mt. Takao is such a fun mountain that even children can climb it.
・こちらは３万円ですよ。,"This one is 30,000 yen."
・よし、来週からダイエットを始めることにします。,"Okay, I'll start my diet next week."
・たくさん人が集まってる。これから何か始まるようだ。,There are a lot of people here. It looks like something's about to happen.
・彼女へのプロポーズの言葉は今でも忘れがたいものです。,The words I proposed to her are still unforgettable.
・あまりJLPTの勉強してないんだけど、試しに受けてみようかな。,"I haven't studied much for the JLPT, but I think I'll give it a try."
・日本人の友達が欲しいんだったら、交流会に参加してみたらどう？,"If you want to make Japanese friends, why don't you join a social event?"
・事務室へレポートを出しに行きます。,I am going to the office to submit a report.
・今日のテスト難しすぎて、全然わからなかった。,"Today's test was too difficult, I couldn't understand it at all."
・久しぶりに友達にあったので、つい話し込んでしまった。,"I hadn't seen my friend in a long time, so we got to talking."
・いつでも出発できるように、タクシーを止めてあります。,The cab has been parked so that we can leave at any time.
・いろいろと考えた結果、会社を辞めて国へ帰ることにしました。,"After much thought, I decided to quit my job and go back to my country"
・昼休みの間はゲームをしてもいいです。,You can play games during the lunch break.
・いくらお金を積まれても、その仕事はお受けできません。,"No matter how much money you pile up, I can't accept that job."
・君たちは学生である限り、たくさん勉強しなければならない。,"As long as you're a student, you have to study a lot."
・学校を卒業した後も、先生に会うことがある。,I sometimes see my teachers even after I graduate from school.
・人生は一度きりなので、後悔のないように生きたい。,"You only live once, so I want to live my life with no regrets."
・野菜を茹でている間に、ソースを作りましょう。,Let's make the sauce while the vegetables are boiling.
・よろしければ、お伺いしましょうか。,Can I come to you if you like?
・薬の効果もあって、よくなって来ていると思います。,"I think I am getting better, thanks to the medication."
・次の電車が何時に来るか知ってる？,Do you know what time the next train is coming?
・私の彼に限って、浮気するなんてあり得ないよ。,It's impossible for me to have an affair with my boyfriend.
・どうしたの落ち込んで。田中さんらしくないよ。,"What's wrong with you, you're so depressed. It's not like you, Mr. Tanaka."
・対応が遅れると大問題にはなりかねないよ。まずは早急に今の状況を報告しよう。,"If we don't take action soon, we could be in big trouble. Let's report the situation as soon as possible."
・ダイエットのは、食事を減らすんじゃなくて、しっかり運動したほうがいいよ。,"If you want to lose weight, you should not eat less, but exercise more."
・この店には安っぽい商品しかありません。,There are only cheap products in this store.
・明日、雨が降れば、遠足は中止です。,"If it rains tomorrow, the excursion will be cancelled."
・大学を卒業したら、国へ帰って働きます。,"After graduating from university, I will go back to my country to work."
・グルメ番組を見ながら作ったんだけど・・・どう？,I made this while watching a gourmet show... What do you think?
・近くに寄ったので、先日のお礼かたがた挨拶に伺いました。,"As I was in the neighborhood, I came by to say thank you for the other day."
・私は部長の意見には賛成いたしかねます。,I do not agree with your opinion.
・オリンピックは３年おきに開催される。,The Olympics are held every three years.
・日本に来て以来、国の家族と連絡していない。,I haven't been in contact with my family in my country since I came to Japan.
・午後から雨が降るでしょう。,Rain will fall in the afternoon.
・このようなエラーが出るのは、どうやってもあり得ないことなんですが・・・。,It's impossible for this kind of error to occur in any way...
・結婚式の前に、しなければならないことがたくさんあります。,There are many things to be done before the wedding.
・ベトナム料理は野菜が豊富でヘルシーなので、たくさん食べても太りにくいそうです。,"I heard that Vietnamese food is rich in vegetables and healthy, so it is hard to gain weight even if you eat a lot."
・鈴木先生の授業はちょっとわかりにくくて、眠いです。,Mr. Suzuki's class is a little difficult to understand and I feel sleepy.
・侍ってもう日本にいないんだね。,"Samurai are no longer in Japan, aren't they?"
・この川で泳いではいけません。,Do not swim in this river.
・まだ就職活動は始まったばかりだし、そんなに焦ることはないよ。,"The job hunting process has just begun, so don't be in such a hurry."
・先週友達にNARUTOの漫画を全て２日で読み終えてしまいました。,"Last week, I read the entire Naruto manga to my friend in two days."
・プロでも失敗することもある。,Even professionals sometimes make mistakes.
・ドライブがてら、新しくできたモールに行ってみた。,I took a drive to a newly built mall.
・この先は工事中なので、通ることができません。,You cannot go through this area because it is under construction.
・あ、財布が落ちてる。誰のだろう。,"Oh, there's a wallet on the floor. I wonder whose it is."
・このパンはコーヒーの味がします。,This bread tastes like coffee.
・この本、どこかで読んだことがあるようなないような。,I don't know if I've read this book somewhere before.
・（お店で）すみません、ちょっと着てみてもいいですか。,I want to go to Hawaii at least once in my life.
・彼は震えながら事件について警察に話した。,He was shaking as he told the police about the incident.
・スクールは高いので、代わりに参考書を買って自分で勉強した。,"Schools are expensive, so I bought reference books and studied by myself instead."
・このゲームの遊び方を知っていますか。,Do you know how to play this game?
・レポートを書いたり、メールを送ったりで、今日は忙しい。,"I've been busy today, writing reports and sending emails."
・すみませんが、お水をください。,"I'm sorry, but I need some water."
・チンさんは今晩のパーティーに参加しないそうです。,Mr. Chin will not be attending tonight's party.
・図書館へ勉強に行きます。,I'm going to the library to study.
・男のくせに泣くんじゃないよ。,Don't cry for a man.
・３年前に、日本に来ました。,I came to Japan three years ago.
・山に登っているとき、滑って死にかけた経験がある。,"When I was climbing a mountain, I slipped and almost died."
・あー、もう図書館閉まってる。今日本を返さなくちゃいけな買ったのに。,"Oh, the library's closed. I just had to return my book."
・ねぇ、今度2人きりで飲みに行かない？,"Hey, do you want to go out for a drink with me sometime?"
・明日は漢字テストですね。もう、勉強しましたか？,You have a kanji test tomorrow. Have you studied for it yet?
・どうぞ靴を履いたままお上りください。,Please come upstairs with your shoes on.
・ドアを開けなさい！何しているの。,Open the door! What are you doing?
・田中先生はぽっちゃりした体型とひげが濃いことから、「熊先生」と呼ばれている。,"Mr. Tanaka is called ""Mr. Bear"" because of his chubby figure and thick beard."
・この料理は美味しい上に、とってもヘルシーだ。,This food is delicious and very healthy.
・友達が仕事を紹介してくれたおかげで、無事就職できました。,"Thanks to my friend who introduced me to a job, I was able to find one."
・宿題を手伝ってくれたら、その代わりに晩ご飯をご馳走するよ。,"If you help me with my homework, I'll treat you to dinner in return."
・子供ができたら、一緒にサッカーをしたり、料理をしたりするのが夢なんだ。,"When I have a child, my dream is to play soccer and cook together."
・ちょっと残業で遅れるので、先に始めてください。,"I'm running late for work, so please start first."
・この参考書は高い上に、内容がわかりにくい。,This reference book is expensive and the contents are difficult to understand.
・先生すみません。金曜日に国から両親が来るので、休ませてください。,"Excuse me, Doctor. My parents are coming from Japan on Friday, so please let me rest."
・スマートフォンは私たちの生活を便利にしました。,Smartphones have made our lives more convenient.
・なんかこの料理、変な味がしますよ。腐ってないですか。,Something tastes funny in this dish. Isn't it rotten?
・初めてのフルマラソンで不安だったけど、なんとかゴールまで走りきった。,"I was worried about running my first full marathon, but I managed to finish it."
・試験までにやっておかなければいけないことは何ですか？,What do I have to do before the exam?
・雲が多いから、もうすぐ雨が降ると思います。,"There are a lot of clouds, so I think it's going to rain soon."
・仕事のストレスで病気になるくらいなら、辞めたほうがいいと思うよ。,"If the stress of the job makes you sick, you might as well quit."
・チャイムが鳴るが早いか、生徒たちは教室を飛び出した。,The students ran out of the classroom as soon as the chime rang.
・暑いので、扇風機をつけてもいいですか。,"It's hot, may I turn on the fan?"
・お母さん、ちょっと友達と遊んでくるね。,"Mom, I'm going to go play with my friends."
・次の会議では私が発表することになりました。,I will be the presenter at the next meeting.
・ご出張かたがだ、ぜひ観光もなさってください。,"If you are traveling on business, be sure to do some sightseeing."
・ゴールド免許を持っているからといって、事故を起こさないとは限らない。,Just because you have a gold driver's license doesn't mean you won't cause an accident.
・やっぱり高級レストランは、食器からして違うね。,The tableware is different from that of a high-class restaurant.
・兄は家族に何もメッセージを残すことなく、消息を絶った。,My brother disappeared without leaving any message to his family.
・遠くから女性のすすり泣くような声がして怖い。,I'm afraid to hear a woman's sobbing voice from afar.
・同僚の久保田さんは毎年7回も海外旅行します。,My colleague Mr. Kubota travels abroad seven times every year.
・何か美味しそうなもの食べてるね。それ何？,You're eating something that looks delicious. What is it?
・授業中に日本語以外の言葉を話してはいけません。,Do not speak any language other than Japanese in class.
・シャワーを浴びている間に電話がありました。,I received a phone call while I was taking a shower.
・お掃除ロボットを買ったから、今後、掃除機をかけなくてもいいです。,You don't have to clean up because we will use it in the next class.
・作文が書き終わった人は帰ってもいいですよ。,"If you have finished writing your essay, you may leave."
・知らない間に、こんな時間になっていた。,I cook dinner while my children are playing outside. - It's getting late before I know it.
・一度タバコを吸うと、なかなかやめることができません。,"Once I start smoking, it's hard to quit."
・もっと、よく噛んで食べなさい。,Chew your food more thoroughly.
・子供でも食べられるように、少し甘く作っています。,I make it a little sweet so that even children can eat it.
・先生、手伝いましょうか。,"Sir, can I help you?"
・傘２本あるから、１本貸しましょうか。,"I have two umbrellas, can I lend you one?"
・転勤で彼女と遠距離恋愛になるくらいなら、いっそ会社を辞めてやる。,I'd rather quit my job than have a long-distance relationship with my girlfriend because of my job transfer.
・講義の間、彼はずっと寝ていました。,He slept through the lecture.
・スピーチの時、スラスラ話せるように家で練習しておきます。,I will practice at home so that I can speak smoothly during speeches.
・忙しいからこそ休みがあるのは嬉しいものだ。,I'm happy to have a day off because I'm busy.
・３時間も並んだあげく、売り切れで食べたかった料理が注文できなかった。,"After standing in line for three hours, I couldn't order the food I wanted to eat because it was sold out."
・日本で生活する以上、日本の法律や規則に従って生活しなければならない。,"As long as I live in Japan, I have to follow Japanese laws and regulations."
・あれ、スプーンがないですね。ちょっと取ってきます。,"Oh, there's no spoon. I'll go get it."
・ジェシカさんはまだ10歳なのに、難しそうな本を読んでいます。,"Jessica is only ten years old, but she's reading a difficult-looking book."
・この問題は子供でもわかります。,Even a child can understand this problem.
・キムさんは彼氏がいるかどうか知ってますか。,Do you know if Ms. Kim has a boyfriend?
・夏休みの間、ずっと実家にいるつもりです。,I'm going to stay at my parents' house for the whole summer vacation.
・上着を着ないで出かけたことを今、後悔している。,I regret now that I went out without wearing a jacket.
・死ぬまでに、一度でいいから世界一周してみたいなあ。,I'd like to go around the world at least once before I die.
・何度もノートに書いて練習しているのですが、なかなかこの漢字が覚えられません。,"I've practiced this kanji many times in my notebook, but I can't remember it."
・毎日残業で疲れたよ。あぁ、ビールでも飲みたいなぁ。,"I'm tired of working overtime every day. Oh, I want to drink beer."
・この会社では朝礼の時に、誰かがスピーチをしなければなりません。,"In this company, someone has to give a speech at the morning meeting"
・トムさんはパーティーが好きだが、もちろん参加しないこともあります。,"Tom likes to party, but of course he sometimes doesn't participate."
・グループごとに話し合った結果を発表してください。,Please present the results of your group discussion.
・お黙りなさい！,Shut up!
・昨日のテストは簡単すぎて、３０分も時間が余ったよ。,Yesterday's test was so easy that I had half an hour extra time.
・東京タワーはテレビでしか見たことがありません。,I have only seen the Tokyo Tower on TV.
・バンドが演奏し始めると、周りの客が踊り始めた。,"When the band started to play, the people around me started to dance."
・将来は色々な国を旅行したり、色々な国の人と交流したりしたい。,"In the future, I want to travel to different countries and interact with people from different countries."
・学生の間に、一度でいいから海外へ行ってみたい。,I want to go abroad at least once while I'm still a student.
・約束の時間に遅れないように急いで来てのに、他の友達はみんな遅刻して来た。,"I hurried to arrive at the appointed time so as not to be late, but all my other friends came late."
・ジョンさんはいつも元気ですね。,"You're always so cheerful, John."
・私は体が動く限り、いつまでも働きたいと思っている。,I want to work as long as I can.
・ちょっと手伝ってあげたらどう？,Why don't you help her out a little?
・大きな声で読んでください。,Please read out loud.
・誤ってガムを飲み込んでしまった。,I accidentally swallowed a piece of gum.
・賞味期限切れの牛乳を飲んで、お腹を壊してしまった。,I drank expired milk and had a stomach ache.
・この飴はりんごの味がします。,This candy tastes like apples.
・いつも喧嘩ばかりなので、彼とは別れることにしました。,I decided to break up with him because we were always fighting.
・３月の中旬から５月にかけて桜が見られるでしょう。,The cherry blossoms will be seen from the middle of March to May.
・JLPTに合格したいなら、しっかり勉強することね。,"If you want to pass the JLPT, you should study hard."
・日本で働くために、一生懸命日本語を勉強しています。,I am studying Japanese hard in order to work in Japan.
・息子は怪我が完治して、走れるようになりました。,My son is now able to run after his injury is completely healed.
・車を運転しながら、スマホを触ってはいけませんよ。,Don't touch your phone while driving a car.
・彼は３か国語話せることから、海外のお客さんと取引のある部署へ配属となった。,"Because he can speak three languages, he has been assigned to a department that deals with overseas customers."
・ちょっとコンビニへ水を買いに行ってきます。,I'm going to the convenience store to buy some water.
・もう遅いし、家まで送りましょうか。,"It's late, shall I take you home?"
・社長がお待ちです。お急ぎください。,The president is waiting for you. Please hurry up.
・ジョンさん、作文は何について書くつもりですか。,"What do you plan to write about in your essay, Mr. John?"
・仕事のストレスに耐えかねて、僕は転職を決意した。,"I couldn't stand the stress of the job, so I decided to change careers."
・今日は、そろそろ終わりにしましょう。,Let's finish today.
・二年前から大阪に住んでいます。,I've been living in Osaka for two years.
・多かれ少なかれ、どんな人でも仕事に対してストレスがあるものだ。,"All people have stress at work, more or less."
・アラビア語は文字からして難しい。,The Arabic language is difficult to learn.
・アメリカへ旅行がてら、現地に住んでいる友達にあった。,"While traveling in the U.S., I met a friend who lives there."
・実際に試着してみないことには、似合うかどうかわからないよ。,I can't tell you whether it will look good on you or not until you actually try it on.
・私はジョンという犬と飼っています。,I have a dog named John.
・新しく公開された映画、面白いそうですよ。,I heard that the newly released movie is very interesting.
・日本にいる間に旅館に泊まってみたいです。,I'd like to stay at a Japanese inn while I'm in Japan.
・部長に相談の上、返信いたします。,I will reply to you after consulting with the director.
・明日の午後の会議の資料は今日中にコピーしておきます。,I'll make copies of the materials for tomorrow afternoon's meeting today.
・まだ信号は赤なのに、急に車が走り出した。,"The traffic light was still red, but the car suddenly started running."
・使い終わっても、電源はつけたままにしておいてください。,Please leave the power on when you are done using it.
・使い終わったら、元の場所に戻してくださいね。,"When you're done, please put it back where you found it."
・結婚記念日がいつか覚えてる？,Do you know when your wedding anniversary is?
・美味しいかどうかわからないけど、一生懸命作ったの。食べてみて。,"I don't know if it's good or not, but I tried my best to make it. Please try it."
・はい、美味しいですよ。,"Yes, it's delicious."
・明日のテスト、大丈夫かなあ。勉強したけど、不安になってきた。,"I wonder if I will be able to pass the test tomorrow. I've studied hard, but I'm starting to get worried."
・駅で１時間も待ったあげく、彼は結局来なかった。,"We waited for an hour at the station, but he never showed up."
・何その格好。ちょっと海へ行くだけなのに、まるでセレブかのような格好だよ。,What's with the outfit? We're just going to the beach and you're dressed like a celebrity.
・わからないことがあったら、まず自分で調べることにしています。,"If I don't understand something, I will look it up by myself first."
・値段から言えばこっちのパソコンの方がいいけど性能で言えばあっちの方がいいんだよな。,"In terms of price, this computer is better, but in terms of performance, that one is better."
・うーん、いくら考えても答えがわかりません。,"Hmmm, no matter how much I think about it, I can't figure out the answer."
・ジョンさん最近、遊びに誘っても断るし、彼女でもできたのかもしれない。,"John's been refusing my invitations to hang out lately, so maybe he's got a girlfriend."
・小さな地震が来たかと思ったら、すぐに大きな地震も来た。,"I thought there was a small earthquake, but soon there was a big one."
・海外に住んでいるからには、その国の法律に従わなければならない。,I have to obey the laws of the country I'm living in.
・この学校は貧乏なので、１台しか複合機がありません。,"This school is poor, so there is only one multifunction printer."
・いい匂いがする。この家の晩ご飯はカレーのようだ。,It smells good. Looks like curry for dinner in this house.
・借りていたDVDを見終わったので、友達に返します。,"I've finished watching the DVD I borrowed, so I'll return it to my friend."
・波にのまれて、溺れかけた。,I was almost drowned by a wave.
・後で田中さんとデートだから、シャワーを浴びておこう。,"I have a date with Mr. Tanaka later, so I should take a shower."
・別れて以来、ずっと彼女がいない状態だ。,I haven't had a girlfriend since we broke up.
・書き方をきちんと読んだ上で、こちらの用紙にご記入ください。,Please read the instructions carefully before filling out this form.
・帰省がてら、地元の友達にあった。,I met a local friend on my way home.
・犬も歩けば棒に当たる。,"If a dog walks, it will hit a pole."
・何か手伝わせてください。,Please let me help you with something.
・君がミスしてくれたおかげで、今日は残業だよ。,"Thanks to your mistake, I have to work late today."
・ギターのブランドの中だったら、Fenderがいちばんいいです。,"Of all the guitar brands, Fender is the best."
・着物の着方を教えて欲しいです。,I want you to teach me how to wear a kimono.
・何も知らないくせに、適当なこと言わないでよ。,"You don't know anything about him, but don't say random things."
・あ、もう５時ですね。そろそろ帰りましょうか。,It's already five o'clock. Let's go home soon.
・デートの最中に会社の上司から電話がかかってきた。,I got a phone call from my boss during a date.
・日本で仕事をする以上、ビジネスレベルの日本語力が必要だ。,"As long as I work in Japan, I need to have business-level Japanese."
・お金持ちになれるかどうかはあなたの努力次第です。,It is up to you to make the effort to become rich.
・私はよくご飯を食べた後で、コーヒーを飲みます。,I often have a cup of coffee after eating.
・ふりがなを見ないで、文章が読めますか。,Can you read a sentence without looking at the furigana?
・ジョンさん、眠そうですね。昨日、何時に寝たんですか。,"John, you look sleepy. What time did you go to bed last night?"
・どうぞつまらないものですが、食べてください。,"I know it's a little boring, but please eat it."
・図書館の中ですから、携帯電話はマナーモードにしたほうがいいですよ。,"You're in the library, so you'd better put your cell phone on silent mode."
・このあたりは高いビルがたくさんあるし、うるさいし、住みにくそうです。,I like this pen because it is cheap but hard to break.
・この本は漢字にルビが振ってあるので読みやすかったです。,This book is easy to read because the kanji characters are written in ruby.
・今年はJLPTを受けようと思います。,I'm going to take the JLPT this year.
・努力のかいあって、１年でJLPT N1に合格できた。,"Thanks to my efforts, I was able to pass the JLPT N1 in one year."
・シャワーを浴びている最中に、地震が起きた。,An earthquake occurred while I was taking a shower.
・遠慮しないで食べてください。,Please don't hesitate to eat.
・母は孫を見ることなく、この世を去ってしまった。,His mother passed away without seeing her grandchildren.
・契約内容を確認の上、こちらにサインをお願いします。,Please sign here after confirming the contents of the contract.
・僕は外国人の女の子と付き合ったことがあるよ。,I've been with a foreign girl once.
・このプロジェクトは技術的に実現が困難な上に、費用も莫大にかかる。,This project is technically difficult to realize and the cost is enormous.
・うん、頑張って作ったんだ。美味しいでしょう？,"Yeah, I worked really hard on it. It's good, right?"
・色々あって、離婚することになりました。,"Due to various reasons, I'm getting a divorce."
・現物を見てからでないと、買うかどうか決めることはできません。,You can't decide whether to buy it or not until you see the actual product.
・この参考書は高い上に、わかりにくい。,This reference book is expensive and difficult to understand.
・トラブルがあったら、すぐに上司に報告したほうがいいですよ。,"If you have a problem, you should report it to your boss immediately."
・冷蔵庫の中に食べかけのケーキがあるけど、これ誰の？,There's a piece of cake in the fridge. Whose is it?
・誰もリーダーをやりたがらないので、結局ジャンケンで決めることになった。,"No one wanted to be the leader, so we had to decide by rock-paper-scissors."
・この成績から言えば、国立大学は無理だと思う。,I don't think I can get into a national university based on my grades.
・「私にやらせてください」と言ったからには、途中でやめるわけにはいかない。,"I've said, ""Let me do it,"" and I can't stop halfway."
・学校にいる間は、スマホを使っていけません。,You are not allowed to use your phone while you are at school.
・勉強は好きですが、試験のために勉強するのは嫌いです。,"I like to study, but I don't like to study for exams."
・疲れすぎて、食欲もありません。,I'm too tired and I have no appetite.
・これは上手なプレゼンのし方の本です。読んでおくと役に立ちますよ。,This is a book about how to give a good presentation. It's useful to read.
・友達がおもしろいと言っていた本を読んでみたけど、全然おもしろくなかった。,"I tried to read a book that my friend said was interesting, but I didn't find it interesting at all."
・明日、天気がよかったら、出かけます。,"If the weather is good tomorrow, I will go out."
・２時間考えて答えを出した問題を、彼は５分で解いてしまった。,"I had to think for two hours to answer a question, but he solved it in five minutes."
・母の誕生日プレゼントは財布にしました。,My mother's birthday present was a wallet.
・多くの学生がこの種の問題を間違いがちだ。,Many students tend to make mistakes in this kind of problem.
・あ、あのバスに乗りましょう。,"Oh, let's take that bus."
・仕事も終わったことだし、そろそろ帰るか。,"Now that work is over, let's go home."
・床は滑りやすいので、注意してください。,"The floor is slippery, so please be careful."
・シャワーを浴びてから、晩御飯を食べます。,I take a shower and then eat dinner.
・私は日本語を勉強するのが好きです。,I like to study Japanese.
・私は夜早く寝る代わりに、朝早く起きで勉強している。,"Instead of going to bed early at night, I wake up early in the morning to study."
・みなさん、今日は６時半まで勉強しましょう。,"Everyone, let's study until 6:30 today."
・彼の話し方からして、少し怒っているのがわかる。,I could tell from the way he was talking that he was a little angry.
・部長はいつも怖いが、娘のことになると優しくなる。,"The director is always scared, but when it comes to his daughter, he becomes kind."
・学生なんだから、アルバイトばかりしてないで、学生らしく勉強したらどう？,"You're a student, why don't you study like a student instead of working part-time all the time?"
・新しく公開された映画、面白いから絶対に見たほうがいいよ。,You should definitely see the newly released movie because it's interesting.
・聞こえるようにもっと大きい声で話してください。,Please speak louder so that I can hear you.
・リーさんの国では18歳になったら、お酒が飲めるそうです。,"In Lee's country, you can drink alcohol when you turn 18."
・いいえ、そのままで大丈夫です。,"No, you can leave it as it is."
・日本では２０歳になってからでないと、お酒を飲んではいけない。,"In Japan, you are not allowed to drink alcohol until you are 20 years old."
・借りたものはきちんと返さなければなりませんよ。,You must return what you borrow.
・公園で子供たちが楽しげに遊んでいます。,Children are happily playing in the park.
・最近、いくら寝ても疲れがとれません。,I can't get rid of fatigue these days no matter how much I sleep.
・来月から転勤で沖縄に住むことになりました。,I'm going to live in Okinawa next month due to a job transfer.
・ちょっと約束があるので、私は先に帰ります。,"I have an appointment, so I'm going home first."
・病院へ健康診断を受けに行きます。,I am going to the hospital for a medical checkup.
・明日は集合時間に遅れないでくださいね。,Please don't be late for the meeting tomorrow.
・コーヒーを飲んだせいで、なかなか寝られません。,I can't sleep very well because of the coffee I drank.
・今日、授業が終わったら、カラオケにでも行きませんか。,"After class today, why don't we go to karaoke?"
・大切なことは忘れないうちにメモするようにしてください。,Try to write down the important things before you forget them.
・単語の意味がわからなかったら、辞書で調べてください。,"If you don't know the meaning of a word, please look it up in the dictionary."
・このペン使ってみてください。とっても書きやすいですよ。,Please try using this pen. It's very easy to write with.
・ジョンさんが来たら、飲み会を始めましょう。,"When Mr. John comes, let's have a drink."
・前に比べて、よくなったと思うよ。,I think it's better than before.
・お前、俺よりJLPTのレベルが低いくせに、なんで俺より話すのがうまいんだよ。,Why are you a better speaker than me when your JLPT level is lower than mine?
・東京までいくらかかるか知ってる？,Do you know how much it costs to get to Tokyo?
・いくら悩んでもわからないなら、先生に聞いたほうがいいんじゃない？,"If you can't figure it out no matter how much you worry about it, you might as well ask your teacher."
・雨が降ってきたかと思ったら、すぐに止んだ。,"I thought it was raining, but it stopped immediately."
・そうね。でも、もうすぐ帰ってくると思うけど。,"Yeah, I know. But I'm sure he'll be back soon."
・毎日の長時残業のあげく、体を壊し入院することになった。,"After working long hours of overtime every day, she broke down and had to be hospitalized."
・この文法の間違いは初級者にありがちだ。,This grammar mistake is common among beginners.
・どこからか赤ん坊の声がしますね。,There's a baby's voice coming from somewhere.
・忘年会シーズンなので、なかなかお店が予約できません。,"It's the season for year-end parties, so it's hard to make reservations at restaurants."
・肩から背中にかけてすごくかゆい。,My shoulders and back are very itchy.
・放課後、図書館で一緒に勉強しましょう。,Let's study together in the library after school.
・このビールちょっとぬるいですね。冷蔵庫に入れて冷たくしましょう。,This beer is a little lukewarm. Let's put it in the refrigerator to cool it down.
・わぁ、何それ？美味しそうだね。一口もらってもいい？,"Wow, what's that? It looks delicious. Can I have a bite?"
・イケメンの外国人を見つけて、国際結婚するために交流会に積極的に参加しています。,I am actively participating in social events to find a handsome foreigner and get married internationally.
・遅れてごめん。もう飲み会始まってる？,Sorry I'm late. Has the party started yet?
・きちんと証拠を掴んでからでないと、あの男を逮捕することはできない。,You can't arrest the man until you have the proper evidence.
・今日は晴れる予定だから、傘を持って行かなくてもいいです。,"It's going to be sunny today, so I don't need to bring an umbrella."
・飛行機の中でタバコを吸ってはいけません。,Do not smoke on the plane.
・私は子供のとき、人前で話すことができませんでした。,"When I was a child, I could not speak in public."
・彼は私の顔を見ると、急にどこかへ向かって走り出した。,"When he saw my face, he suddenly started running somewhere."
・結婚して以来、一度も合コンしていない。,I haven't had a single blind date since I got married.
・冬になると鍋が食べたくなりますね。,"In winter, I want to eat hot pot."
・空が暗くなり始めたので、帰りましょうか。,"The sky started to darken, so let's go home."
・私はアクション映画しか映画は見ません。,I only watch action movies.
・私はあまり会社の飲み会が好きではありません。,I don't like company drinking parties very much.
・郵便局へ切手を買いに行きます。,I am going to the post office to buy stamps.
・明日は何を着て行こうかなあ。,I wonder what I'll wear tomorrow.
・僕が病気の間、彼女がそばで看病してくれました。,She took care of me while I was sick.
・日本人なら、相撲を見たことがありますか。,"If you are Japanese, have you ever seen a sumo wrestler?"
・出張で東京に来る折には、ぜひご連絡ください。,Please let me know when you come to Tokyo on business.
・電話またはインターネットでお申し込みの上、当時参加をお支払いください。,"Please apply by phone or internet, and pay the fee at that time."
・漫画を読んでいる最中に話しかけないでください。,Please don't talk to me while I'm reading a comic book.
・教科書を持ってくるのを、忘れてしまった。,I forgot to bring my textbook.
・すみません、昨日休んだので、ノートをコピーさせてください。,"I'm sorry, I took a day off yesterday, so let me copy your notes."
・部長に承認をもらってからでないと、見積書を提示することはできません。,You can't present a quotation until you get approval from the general manager.
・親にお金を出してもらって試験を受けるからには、絶対に合格してみせるつもりだ。,I'm going to do my best. I'm going to pass the exam because my parents paid for it.
・頑張って勉強したのに、試験に受からなかった。,"I studied hard, but I couldn't pass the exam."
・ベルの音が聞こえる。誰か来たようだ。,I hear a bell. I think someone's here.
・鼻水が出るし、咳も止まらないし、風邪をひいたようだ。,"My nose is runny, I can't stop coughing, I think I've caught a cold."
・海外で働いてみたいなあ。,I want to work abroad.
・中学生以下は無料ですから、お金を払わなくてもいいです。,"Junior high school students and younger are free, so you don't have to pay."
・春になれば、桜が咲きます。,"In spring, the cherry blossoms bloom."
・来週、クリスマスパーティーをやろうと思っているんですが、先生も来ませんか？,"I'm thinking of having a Christmas party next week, would you like to come?"
・あ、あそこで人が倒れている。,"Oh, there's a man down there."
・ご挨拶かたがた、伺わせていただきます。,I'd like to come and say hello to you.
・テストは５０分あるのに、キムさんは１０分で全て解いてしまった。,"I had 50 minutes for the test, but Mr. Kim solved it all in 10 minutes."
・ちょっと先生と話してくる。,I'll go talk to the doctor.
・まだ十分時間があるから、そんなに急ぐことはないよ。,"There's still plenty of time, so don't be in such a hurry."
