Script,Translation
試合の取材とかに行くから 土日 多いじゃん,But often there are soccer matches on weekends.
で 振替休日することが 多いかも,Then I take a day off during the week.
（悠里子）ふーん （雄基）そうなんだ,I see.
でも 野球が好き？,But you like baseball.
（美月）も 好き （達也）さっきも…,-I also like it. -Earlier you said...
達也は好きな人いないの？,"Is there someone you like, Tatsuya?"
（達也）何？ 好きな人？ （みのり）ぶっ込んできたね,-What? -All of a sudden.
（雄基）ここは言っとかないとな 達也には （達也）好きな人って…,"-We have to make sure we ask you. -What do you mean, someone I like?"
（雄基）美容師って 何かモテそうじゃん,A hair stylist would be popular.
今は好きな人はいないよ,There's no one right now.
恋人募集中？ （達也）募集中だね 恋人,"So you're recruiting? Yes, I'm recruiting a girlfriend. That's why I'm here."
そのために来てるからね （雄基）そのために来てる？,"Yes, I'm recruiting a girlfriend. That's why I'm here. -That's why you're here? -Whoa!"
（一同）おおー！ （雄基）すごいね,-That's why you're here? -Whoa! Amazing.
えっ みんな 彼氏と彼女はいるの？,Does everyone here have a significant other?
私いない 今は,"No, I don't right now."
ちなみにだけど どんなタイプの男性が…,"So, just casually, what is your type?"
（一同）おおー！ （達也）ちなみね （雄基）ここで俺ら,Just casually...
飲み物 取りに行くの ちょっと違うかもな,Maybe it's not a good time to get a drink right now. He heard. He can hear.
（美月）聞こえてる （達也）聞こえてるほうが いいんじゃない？,He heard. He can hear.
聞いてます 聞いてます （雄基）聞いてはいるよね,I'm listening.
でも 何か頑張ってる 尊敬できる人がいいかも,"Well, someone who tries hard and someone I can respect."
尊敬ね （達也）大事だね それは,"-Respect, yes. -That's important."
ちなみに外見的な容姿では？ （悠里子）外見？,-What about appearance? -Appearance?
外見 かわいい系が好きかも,I like cute-looking guys.
（美月）似合いそう,-Cute-looking? -Cute-looking guys?
かわいい系？,Aren't you a cute-looking guy?
好きになったら 分かんないよね,It's hard to tell once you begin to like them.
（達也）まあ でも 頑張ってればいいってこと？,You can't tell. -Someone who tries hard. -Yes.
（悠里子）うん,-Someone who tries hard. -Yes.
（悠里子）彼氏はいない？ （みのり）いない,-Are you with someone now? -No.
（雄基）全員フリー？ （美月）かな？ で いいのかな？,So everyone is single? Everyone is single?
全員フリーだ,Everyone is single.
（美月）見た目は？ それこそ （みのり）背 高い人,And what are you into? Tall people.
（美月）ふーん 背 高い人？ （みのり）うん,"-Oh, really? -Tall people?"
（悠里子）あっ そっか みのりちゃんが高いもんね,"Right, you are tall."
（美月）そうだよね そうだよね,That's right.
（雄基）野球は やっぱ 身長 高いほうがいいの？,Do baseball players tend to be tall?
（慎）いや そんなんはさ それぞれ ポジションがあるから,-It depends on their position. -Right.
（雄基）ポジション 聞いたっけ？ （美月）ピッチャー,"Did we ask you what position you play? -Pitcher. -Yes, pitcher."
ピッチャー,"-Pitcher. -Yes, pitcher."
（悠里子）縫ったの？ （美月）手術？,-You got stitches? -My elbow. Surgery?
伸びないんすよ （雄基）えー,It won't extend. What?
（美月）それ何？ 野球ひじ？ （慎）そうっすね,-Is that baseball elbow? -Yup.
よく知ってる,You know your stuff.
（みのり）野球ひじ？ こうならないの？,"-Oh, it stays like that. -It won't extend."
伸びない （みのり）えー,"-Oh, it stays like that. -It won't extend. -What? -That's crazy."
（達也）すごいね,-What? -That's crazy.
（悠里子）てか言ってないよね？,"Wait, you haven't told us, right?"
ウッチー 言ってないよね？ まだ タイプとか,You haven't told us yet what your type is.
見た目は まあ かわいらしいほうが,As for appearances... cute...
タイプですね,is my type.
（美月）合いそうだね （達也）あんま興味ないよね？,"-I could see that. -It's not very interesting, is it?"
（美月）え？ そんなことないよ （達也）みんな食べ始めた,"-What? No, it is. -Everyone's started eating now."
みんな食べ始めたけど,Everyone started eating.
話す気なくなったもん 一気に みんな手つけだしたからさ,I lost interest in talking. Everyone put their hands out at the same time.
（雄基）大丈夫？ 飲み物 大丈夫？,Everyone put their hands out at the same time.
（山里）いや でも もう ああやって言ってますね,So they're already talking about what type they're into.
“どんな人が好きなタイプ？” とか,So they're already talking about what type they're into. -Yes. -So...
で 美容師で あんだけの容姿 持ってたら,-Yes. -So... He's a hair stylist and has many qualities.
めちゃくちゃモテるかと思ったら そうでもないですね,"You would think he would be popular, but it's not the case."
致命的に 達也君 若干 声が高いっていう,"Unfortunately, Tatsuya has a high voice."
わりと いじられる人の 要素 持ってるからね,He has the tendency to get picked on.
今 どんなふうに見えてるの？ 今の状態,How do you see them?
えっと 達也さんが 医学部の… みのりさんでしたっけ？ （YOU）悠里子ちゃん,"I think Tatsuya is... The medical student, was it Minori?"
悠里子さんを思ってるなと 思います 僕は,"-Yuriko. -Yes, Yuriko. I think he's into her."
（YOU）本当だよね ガンガン… （山里）やっぱそれ 分かるんだね,"-Really? -Right, he keeps at it. I guess he can tell."
俺 何か近い将来 あの,I think in the near future...
長谷川君は （YOU）まこっちゃん？,Hasegawa... Makocchan?
あの 悠里子ちゃんのことを 気になんねやけど,...seems interested in Yuriko.
バリスタが やっぱりスポーツに 関わったりとかしてるから,"But the barista, because she works in the field of sports,"
長谷川君のこと好き,-is into Hasegawa. -Right.
でも バリスタは わりと この… 何て言うの 女の部分とか スッと出せへんタイプやから,But the barista isn't the type that reveals her interests easily.
好きやけど言えへんみたいな,"So, even if she likes him, she won't say it."
同じスポーツをしてる者を こう 何か好きになってしまう,Like they've got this common sport thing and she has this attraction as a team assistant or something.
マネージャー的な気持ちに なってしまうみたいな,and she has this attraction as a team assistant or something. -Right. -A-ha!
あー,-Right. -A-ha!
（徳井）でも 自分の気持ち 言えへん,But won't say how she's feeling.
相手は悠里子ちゃんを見てる みたいなことが,"Although Makoto is checking out Yuriko now,"
俺 近い将来 起こるんじゃないかと,it will eventually happen.
すごいな 徳井先生ぐらいになってくると,Your prediction is amazing!
っていうか そうなってほしい,"Well, I want that to happen."
自分のひじのこととかも 名称を知っててくれた時,He seemed kind of happy that she knew what his injury was.
ちょっと うれしそうでしたね 野球ひじって言った時に,"He seemed kind of happy that she knew what his injury was. -Baseball elbow, right? -She did know it well."
“よく知ってるね”みたいな そういうので グラッとくるんですね,"-Baseball elbow, right? -She did know it well. It's also attractive."
友達から 恋愛に発展しそうな感じの…,I think they'll get closer by being friends.
分かる 分かる… （馬場園）いい関係性というかね,"-Yes, that's right. -Right? -Like, through a mutual connection. -Oh!"
（徳井）いったん 悠里子いくけど,"It's like he'll go for Yuriko,"
“ちょっと待てよ 気づいてみたら” “いつも そばにいてくれたんは バリスタやったな”みたいな,"but realize, ""The barista was always by my side."""
職業で言うの やめてもらっていいですか？,Can you stop referring to her by her job?
（馬場園）ちょっと１個だけ 気になったんですけどいいですか？,-There's one thing that concerns me. -Right.
悠里子ちゃん ずっと お腹すいたって言ってるんですけど,Yuriko keeps saying she's hungry.
あいつ 多分ワガママですね （山里）あいつ…,-That girl's probably selfish. -That girl?
もう引っかかりましたか 馬場ちゃん,Has she already been caught on your radar?
あれ 多分ワガママ,"Yes, selfish."
新しいシーズンになっても 結局 同じぐらい楽しいっすね,"You know, it's a new season, but it's already quite fun."
なっ 初回から わりと もう楽しいな,"Yes, it's been fun since the very beginning."
あんだけ 前回が 濃いメンバーだったから,"The last group made such an impression,"
あれ超えんの難しいかなと思ったら やっぱ超えてきますね,"I thought it would be difficult to match, yet this group is beginning to distinguish itself."
何かすっげー あいつらのこともう 過去のヤツだなって思ってます 僕,-Really. -I am already thinking that the previous group is history.
まあね まあね,"Well, maybe."
（美月）埋まってるな どっかに,It's buried somewhere.
何か いっぱい入ってるね いろいろ,You've got a lot of things there.
（美月）いやあ 何かさ どれが必要か分かんなくてさ,"Yeah, I just couldn't decide what to take."
ドドドッて入れたけど 足りないもんもあるね,"I put a bunch of things in, but I'm still missing something."
ってかさ （美月）何？ 何？,-Your shoes! -What?
靴が… （美月）雑？ （美月）性格 出るよね,"-Those shoes. -Sloppy? It shows my personality, right?"
意外とグイグイだったね 達也君,Tatsuya was pretty determined.
初日だったから 結構 そろ～りそろりかなと思ったけど,"Yeah, I thought things would be a little gentler. ""Well, that is why I came here."""
“そのために ここへ来たんで” （みのり）本当かな？,"""Well, that is why I came here."""
（美月）潔いね 潔いよね （悠里子）潔いよね,-I wonder if that's true. -He's so open. He is really open.
（悠里子）てか みんなさ 話しやすいよね,Everyone is so easy to talk to.
何かもっとさ 奇抜な人 来るかと思った,Everyone is so easy to talk to. I thought people would be more eccentric here.
向こう どう思ってんだろ？ （美月）えっ 何？ 向こうは どう思ってるんだろうね （美月）分かんない,I wonder what they're thinking over on their side.
絶対 向こうも話 してるよね 女子どうだった的なね,-I'm sure they're talking about us. -Yeah.
かわいいね,Cute.
（慎）僕 入る前に,"She's cute. Before we arrived, I was more concerned about the dynamics with the guys..."
あの 女の子より,"Before we arrived, I was more concerned about the dynamics with the guys..."
一緒に寝泊まりする 同性のほうが心配してたけど,that I was going to share the room with than the girls.
そうね 全然 気使わなそうだね,It doesn't seem like we need to worry about that.
（雄基）そうだね （達也）この感じだったら,Yeah.
めっちゃよかった,I am so glad.
かわいかった？ （達也）かわいかったです,So she's cute? She's cute.
さっきも結構 言ってたもんね １人でね,"Well, it was mentioned a lot."
もう この子がいいみたいなの あるの？,"Like, you're into this girl."
だったら美月ちゃんかな,It would be Mizuki.
美月ちゃんね　ほお,"Right, Mizuki."
（雄基）お姉さん係 （達也）お姉さん係,"-Like, the mature woman. -The mature woman."
（雄基）おおー （慎）おー！,-Whoa. -The mature woman.
悠里子ちゃんに めちゃめちゃ質問してたから,"You were hammering questions at Yuriko, though."
“うわー 分かりやす”とか 思ってたけど,I thought it was obvious.
そうかと思わなかった？ （慎）いや 思いますよ,"-Didn't you think so? -Yes, I did."
まあ でも ちょっと こっからだね,"Well, we start from here."
（雄基）こっからね （達也）こっから,-From here. -From here.
（ﾄﾘﾝﾄﾞﾙ）こんばんは （一同）こんばんは,-Good evening. -Good evening.
（YOU）テラスハウスは 見ず知らずの男女６人が,"Terrace House is a show about six strangers, men and women,"
共同生活する様子を ただただ 記録したものです,"living together, and we observe how they interact with each other. 6 STRANGERS, MEN AND WOMEN, SHARE A HOUSE."
用意したのはステキなおウチと ステキな車だけです,All that we've prepared is a beautiful home and automobile.
台本は一切ございません （山里）ございません,There is no script at all. That's right.
さて ついに先週から,"So as of last week, Terrace House began its new season."
テラスハウスの新シーズンが スタートしました,"So as of last week, Terrace House began its new season. Yes, yes."
舞台は東京に移りまして,Our location moved to Tokyo
そして ６人の新メンバーが 入居しました,where six new members moved in.
１人目は 長谷川慎さん,The first one was Makoto Hasegawa.
（慎）誰もいない,No one's here.
クソッ 俺かよ,"MAKOTO HASEGAWA, 21 YEARS OLD, 4TH YEAR AT MEIJI GAKUIN UNIVERSITY"
いやあ,Well...
（ﾄﾘﾝﾄﾞﾙ） 野球部に所属する 21歳,He's on the university baseball team. He's 21 years old.
まだ所属はしてんだね 何か ひじやっちゃってね,"Oh, he's still on the team? His elbow is injured."
（ﾄﾘﾝﾄﾞﾙ）そうですね ピッチャーです ピッチャー,-Yes. -He's a pitcher.
（徳井）彼は 今んとこ 女子ウケ すごくいいよね,"He seems popular among the girls. Yes, he does."
気は優しくて 力持ちのパターン,He seems to be a mighty man with a tender heart.
（ﾄﾘﾝﾄﾞﾙ） そして 中田みどりさん,And then we have Midori Nakada.
（山里） 中田みのりちゃんですね,That's Minori Nakada.
ウフフじゃなしに,That was close.
（慎）初めまして （みのり）初めまして,-Nice to meet you. -Nice to meet you.
慎です 中田みのりです,-I am Makoto. -I am Minori Nakada.
（ﾄﾘﾝﾄﾞﾙ）モデルさんで 21歳ですね,"She's a model, and she's 21 years old."
（山里）なかったことになった,"MINORI NAKADA, 21 YEARS OLD, MODEL"
そして 安達雄基さん （山里）出た,-And then Yuki Adachi. -There it is.
（みのり）社会人ですか？ （雄基）社会人…,Do you work? Work... I tap dance.
タップダンスを やっていて,Work... I tap dance.
その インストラクターとか,I've been active as an instructor and a performer.
プレーヤーとしても 活動してたり,"I've been active as an instructor and a performer. YUKI ADACHI, 27 YEARS OLD, TAP DANCER"
すごい　初めて会った,Amazing. I've never met one before.
（雄基）今度 ぜひ 見に来てください,-Please come see my performance. -I will.
（みのり）見たいです （雄基）まあまあ うまいから,-Please come see my performance. -I will. My dancing is all right.
（ﾄﾘﾝﾄﾞﾙ） プロタップダンサー,-A professional tap dancer. -Yes.
27歳で この中では 一番 お兄さんですね,He's 27 years old. He's the oldest out of all of them.
そして 信太美月さん,He's the oldest out of all of them. And then Mizuki Shida.
（美月）新卒の 23になります,I'll be 23 soon.
（みのり）アパレルとか ですか？,I'll be 23 soon. In clothing?
（美月）いや あの… 何かサッカー系の会社で,"No, it's a company related to soccer. MIZUKI SHIDA, 22 YEARS OLD, OFFICE WORKER"
社長が いろんな会社をやってて （みのり）へえー,"The president of the company runs various enterprises,"
カフェも１つやってるので そっちでバリスタを週２ぐらいで,and one of them is a cafe. I also work as a barista there twice a week.
でも バリスタさん 22歳…,"Well, the barista here is 22--"
バリスタさんじゃないですよ 信太さんです,"Her name isn't ""barista."" It's ""Ms. Shida."""
ソフトバンクの助っ人外国人 みたいになってますよね,It sounds like a foreign baseball player.
バリスタ？,Barista!
そして 内原達也君 出た （ﾄﾘﾝﾄﾞﾙ）美容師さん,"-Then Tatsuya Uchihara, the hair stylist. -There he is."
（達也）こんにちは （４人）こんにちは,-Hello. -Hello.
（みのり）えっ ミシン？,"TATSUYA UCHIHARA, 23 YEARS OLD HAIR STYLIST"
（美月）何か持ってるよ （達也）ミシンです,-He's holding something. -It's a sewing machine.
（達也）よろしく お願いします お願いします,-I look forward to living with you. -Likewise.
今 美容師やってます 代官山で,I'm a hair stylist at Daikan-yama.
何で ミシンなんですか？,Why the sewing machine?
（達也）最近 趣味で洋服を…,I've recently got into sewing. So the machine is for clothes.
また カッコいいんすよね で 代官山で美容師ですから もう,So he's pretty hip. And he works at Daikan-yama.
非の打ち所がないかなと 思ったら,Not a single bad trait.
徳井さんが 少しお気づきになられた 若干 声が高いっていうですね,But Mr. Tokui pointed out his voice is a little high.
（徳井）まあ でも今んとこ 彼が わりと,"Yes, he's been rather active with opening things up."
率先して動いてたけどね （山里）好きな人 聞いたりとかね,"Yes, he's been rather active with opening things up. Yes, he's been asking some pertinent questions."
もう この子がいいみたいなの あるの？,"Like, you're into this girl."
だったら美月ちゃんかな,It would be Mizuki.
そして 早田悠里子ちゃん 医学部の４年生,"And finally, Yuriko Hayata, a fourth-year med student."
お医者さんですから （馬場園）お医者さんでね,"Yes, that's right. She'll be a doctor."
早田悠里子 23歳です,"I am Yuriko Hayata. I'm 23 years old. YURIKO HAYATA, 23 YEARS OLD, MED STUDENT 4TH YEAR AT TEIKYO UNIVERSITY"
何系の大学なの？ 勉強は,What type of university?
（悠里子）医療系の大学で,-It's a medical university. -Wow.
（みのり）お医者さんに？,A doctor?
（悠里子）そう 目指してる （美月）お医者さん？,"Yes, I aspire to be one."
（徳井）悠里子とか そういう系の名前の,"You know girls with names like ""Yuriko,"""
〝悠〞の字が あの〝悠〞の…,"where the Chinese character ""Yu"" is--"
阿久悠さんの“悠”ですね （徳井）阿久悠さんの“悠”,Like the famous lyricist.
僕ん中で あの “悠”の字の子 ちょっと気をつけろっていうのが あるんですよね,"I've been told to watch out for girls with that character ""Yu"" in their name."
どうもこう 一筋縄では いかない感じあるんです,Something tells me things will be tricky with her.
あの感じの子 （YOU）あっ そう,Something tells me things will be tricky with her. You think?
（山里）今週ぐらいから ちょっと また動きそうですよね,Things will move a bit this week.
だって 宣言もしましたから,"Things will move a bit this week. People have stated their interests. ""Oh, I like her."""
“私は あれが好きだよ”みたいな （ﾄﾘﾝﾄﾞﾙ）動きますね,"People have stated their interests. ""Oh, I like her."" -Things should move. -Yes."
（山里）動くの？ 動くの？,-Things should move. -Yes.
（美月）来るって？,She's coming?
何飲む？,What do you want to drink?
（みのり）オレンジ （美月）オレンジでいい？,-Orange juice. -Orange juice is fine?
（みのり） コーンフレーク食べたい,I also want some cereal.
（美月）いただきます （みのり）いただきます,-Thank you for this meal. -Thank you for this meal.
（みのり）起きた,There she is.
（悠里子）おはよう （美月）おはよう,"-Good morning. -Oh, hey..."
（悠里子）あれ？ 女子しかいないんだ,"-Good morning. -Oh, hey... Only the girls?"
（美月）そう あと だって残ってるの 雄基君だけだよね,The only one left is Yuki.
（悠里子）ありがと コーンフレーク （みのり）うん,-Thanks for the cereal. -Anytime.
（悠里子）大変だね 何時ぐらいに終わる？,That's so difficult. What are your hours?
定時は７時,Usually until 7:00 p.m.
ふーん　あっ ７時？,-Oh. 7:00 p.m.? -10:00 a.m. to 7:00 p.m.?
（みのり）10時 ７時？ （美月）うん,-Oh. 7:00 p.m.? -10:00 a.m. to 7:00 p.m.? Yes.
休み幸せだね,It must be nice to have a day off.
プールでしょ？ 今日は,"You'll go into the pool today, right?"
（未希）えっ 女子は？,What about the girls?
（達也）女子は みんな かわいいっす （未希）ほお,The girls are pretty cute.
笑ってる ニヤニヤしてる,He's laughing. He's smiling.
（達也）まあ （未希）そうなんだ,I see.
（未希） 内原の好みはいたの？,"MIKI TAKEUCHI, DIRECTOR OF THE SALON"
（達也）まだ始まった ばっかなんで,"-So is there someone you like? -Well, we just started, so..."
アレですけど まあ いましたね,"-So is there someone you like? -Well, we just started, so... Yes, there is."
（未希）見た目が？ （達也）見た目… 外見的な好みは,"Just by looks? Yes, just appearance."
まだね,It's still early.
１ヶ月後 何て言ってるか 分かんないけど,We'll see what you say in a month.
誰かと付き合うとかね あるかもしれないですからね,I might start going out with someone or something.
（未希）髪切ってあげたら いいんじゃない？,You should cut their hair for them.
全員から好かれたいという ワガママな野望が…,And they will all like me. I am greedy.
（達也）はい じゃあ どうぞ こちらで,"Yes, right this way, please."
（美月）イベントの集まりが あんま よくなくて,The event attendance is not very good.
宣伝って… 集客したいんですけど,I want to increase the exposure.
選手とか…,Will the athletes be there?
（美月）選手は来ないです （男性）来ないんだ,"No, they won't."
（男性）会社 通してみたら？ （美月）うん,Why don't you make a proposal?
お願いしていいですか？,Can I ask? Sure.
（雄基）これは洗濯機？,This is for the washing machine.
（雄基）地下だっけ？ （みのり）うん,Is it in the basement?
（雄基）地下 置いとく？ 隣に （悠里子）うん,-Should we put them by it in the basement? -Yes.
（慎）ただいま,I'm home.
（雄基）帰ってきたよ 帰ってきました,He's home.
（みのり）おかえり （悠里子）おかえり,-Welcome back. -Welcome back.
（雄基）いるよ みんな （みのり）おかえり （慎）オイッス,-We're here. -Hey.
（みのり）めっちゃ野球だ （慎）あっち,Baseball from head to toe.
（悠里子）あっ おかえり （慎）オイッス お疲れっす,-Hey. -Welcome back.
（慎）暑い,It's hot.
（悠里子）早かった？ （慎）早いっすね 早い,"You're home early. Yes, I am."
（みのり）今 何時？ （慎）え？,It's early. What?
（みのり）今 何時？ （慎）１時,-What time is it? -1:00 p.m. 1:00 p.m.
（慎）あっつ,It's so hot.
何してたの？,What were you doing?
（みのり）買ってきた いっぱい （悠里子）いろいろね 買ってきた,-We bought stuff. -We bought a bunch of stuff.
（みのり）何かタッパーとか （悠里子）そう スリッパとか,"Like containers and stuff. -Ah, I see. -Slippers and stuff."
（雄基）まこっちゃん （慎）はい,-Makocchan. -Yes. Can I use my hand?
あちっ,How's the taste?
（悠里子）めっちゃ聞こえる （みのり）膨らましてる音,-It's so loud. -The inflating sound.
（雄基）あっ おいしそう いただきまーす,-That looks good. -Thanks for the meal.
うん　おいしい おいしい,"Delicious, delicious."
うまい,Yummy.
今日 練習 午前だけだったの？,Was your practice just in the morning?
午前だけ （悠里子）あっ そうなんだ,"-Just the morning. -Oh, right."
（慎）でしたら もらいます,"Okay then, I will eat that."
（雄基）こんなに食えない,I can't eat any more.
（慎）シソよけていいっすか？ （雄基）うん,-Can I leave the shiso leaf? -Yes.
いつも こんな感じ？,Is this how you eat normally?
（雄基）食べる時は食べるけど 大体 このままタップして,"I eat well when I do eat. But, generally, I... dance and then I eat a lot in the evening."
夕方ぐらいに ガッツリ食うかな （慎）食い過ぎると やっぱ重い？,dance and then I eat a lot in the evening. You're heavy if you eat too much?
そうかな,I guess so.
全部いいっすか？,Can I eat all of it?
（雄基）お願いします,Please.
よし じゃあ 俺ら 洗い物係やる？,So I'll tidy up.
（慎）そうっすね その間に 女性陣が用意を,"Right. Meanwhile, the women will get ready."
（慎）お願いします,Please.
（みのり）お願いしていいですか？ （雄基）もちろん,"-Are you sure, it's okay? -Of course."
（みのり）ありがとうございます （雄基）はーい,Thank you.
行こう,Then I'll go.
（雄基）よし オーケー,Okay.
気になってんの？ （慎）何が？,-Are you curious? -About what?
おっぱい？,Tits?
（雄基）そうだね　何？,Yeah.
でも俺 おっぱいより お尻のほうが好きなんだよ,I like asses more than tits.
（雄基）お尻が好き？ （慎）うん,-You like asses? -Yes.
（雄基）ウソ？ 俺 胸のほうが好きだわ,-Really. -Yeah. I like tits.
どういうお尻がいいの？,What kind of ass do you like?
プリッとしたやつ,Really perky.
って 何か変な感じに なっちゃうからさ これ,It'll get all weird.
（雄基）どっちがいいかとか ちょっと,"Then tell me which one you like,"
パッと何か 俺だけに分かるやつ…,-just quick so I can understand. -Okay.
水着の色で言うわ （雄基）え？ 水着の色で言う,-I'll say the color of the bathing suit. -Hey?
（雄基）じゃあさ まあ 青とかだったら “青！”とか,"If it's blue, let's say like, ""Cool!"""
（慎）“ブルー！”って言う （雄基）ブルーって言う？,"-I'll say, ""Blue!"" -Blue!"
（雄基）いいよ,You're good.
（慎）最高,It's awesome.
（雄基）来た 来た！ （慎）待ってました,Here they are. We've been waiting.
（雄基）うわっ もう楽しい もう楽しいわ,It's fun already.
（慎）確かに,For sure.
（悠里子）えっ これさ つかんないかな？ 頭まで,I wonder if it's deep enough.
（慎）大丈夫でしょ,Should be okay.
（悠里子）冷た！ 冷たい,It's cold.
（慎）ブルー！,Blue!
（雄基）ブルー いいブルーだね,It's a nice blue.
わっ 冷たい！,It's cold. The look on your face...
（雄基）ブルーのあと 何ちゅう顔してんだよ,"after you said, ""Blue!"""
冷たーい,It's cold.
（雄基）出てきた 出てきた （悠里子）あっ 出てきた,Here comes the sun. It's out.
（みのり）イェーイ,Yeah!
（雄基）見て これ 見てよ これ,Look at this. -Look at my hair. -It looks like seaweed.
（慎）ノリみたいだね,-Look at my hair. -It looks like seaweed. Look.
ヤバい,Woops.
（雄基）これ ヤバいでしょ,Just great.
（みのり）何か昨日も ずっと家いたし,We just hung out yesterday too.
私 １人だけ 暇な人みたい,It's like we've got too much free time.
来週から普通に,Things will resume next week.
勉強 忙しい？,Are you busy with school?
テスト前が忙しいぐらい テスト いっぱい あるんだっけ？,-I'm busy before tests. -Do you have lots of tests?
テストね １～２ヶ月に１回ぐらい,I have one every month or so.
いつが忙しい？,When are you busy?
あっ でも 卒検… 卒論があるから,"I have my thesis,"
それが始まったら ちょっと,so I will be busy with that soon.
卒論って 何か読んで書くの？,"So for your thesis, do you research then write it?"
実験してるから 実験まとめて発表,"I do experiments in the lab, so I present the results."
何の実験？,What kind of experiments?
魚の実験,Fish experiments.
（悠里子）魚？ （みのり）魚,-Fish? -Fish.
メダカみたいな魚を いっぱい飼ってて 研究室でね （悠里子）うん,We keep a bunch of killifish at the lab.
で それに学習させて,And we make them learn to do things.
条件づけみたいな？,Like conditioning?
（みのり）あっ そうそう それ！ （悠里子）分かる 分かる,"-Yes, yes! -Yeah, I get it."
それやってるの （悠里子）へえー,-That's what it is. -I see.
初めて分かってもらえた （悠里子）本当？,You're the first person to get it.
“何何をしたらエサをもらえる” みたいなのだよね,"Like if they do something, they get food?"
実験する？ 動物で,Do you experiment on animals?
（悠里子）え？ （みのり）えっ 実験してる？,-What... -Do you?
解剖とかは （みのり）ああ ネズミ？,I've done dissections. On mice?
カエルとネズミ,Frogs and mice.
あと 人,And humans.
（みのり） 普通にみんな そういうの 医学部生 やってるんだなって思って,I guess everyone does that in med school.
うん みんなやると思う,"Yeah, I think so."
（雄基）ただいま！ （悠里子･みのり）おかえり,We're home! Welcome back.
（美月）あれ？ （雄基）起きてますね,-What? -It's hot. -He's awake. -Wait a minute.
（美月）あれ ２人？ （悠里子･みのり）２人,-He's awake. -Wait a minute. Just the two of you? -Just the two. -Everyone's awake.
何か ご機嫌？,Happy?
（美月）お疲れ （雄基）ご機嫌ですわ,I'm done for today. I'm in a good mood.
（美月）ねえ みのり丼ある？,I'm in a good mood.
（みのり）みのり丼あるよ （美月）よし 食べるわ,"-Is there a Minori bowl for me? -Yes, there is. I'm gonna eat."
（雄基）みのり丼って何？ （みのり）みのり丼,-What's a Minori bowl? -A Minori bowl.
ウッチーは寝たの？,Is Uchi asleep?
まだ帰ってきてない 多分 （雄基）帰ってきてないの？,-I don't think he's home yet. -He's not back?
遅いよね,It's late.
（雄基）今 何時？ （悠里子）今 12時前,-What time is it? -It's just before midnight.
（美月）いただきます,Thank you for the meal.
うん！ おいしい,"-Yum! -She's low on energy. -Yeah, low on energy. -Delicious!"
ねえ 本当 大丈夫？ 本当に野球やってる？,Are you okay? Are you really playing baseball?
やってるよ,I am.
（美月）あまりにも 気使わないなって思って,It doesn't look like you're being careful.
試合だったら… 野球のルール 分かんないでしょ？,-When you have the game... -Do you even know the rules of baseball?
（美月）分かるから！ だから… （みのり）好きだったでしょ 野球,"-I do. -Oh, really?"
野球部のマネージャーだったって 言ってるでしょうが,I told you I was an assistant for a baseball team.
マジで？ スコア書けんの？,Really? You can keep score?
スコア書けるよ （慎）マジで？,"Yes, I can. Yeah. Do you need me to?"
書きに行く？,Yeah. Do you need me to?
（美月）マネージャーいるでしょ だけど,But you probably have one already.
いるね,"Yes, we do."
何かやっぱ マネージャーが やってあげようっていうことが,-I think I'll go. -It's not that we need... It's different when someone wants to do it out of kindness.
ちょっと違うのもあるけどね,It's different when someone wants to do it out of kindness.
（雄基）無理せず （みのり）ん？,-No pressure. -Hmm?
（雄基）無理せず （みのり）無理せず,-No pressure. -No pressure.
（悠里子）向こう行きまーす,I'm off to bed.
（美月）お疲れー　おやすみ （悠里子）お疲れー （悠里子）ごめん （美月）いいよ いいよ,-Good night. -Good night. Sorry.
（慎）おやすみ （悠里子）おやすみ,-It's okay. -Good night. Good night.
野球に意外と携わってんだ？ 携わってたんだね,"So you're rather familiar with baseball. Yes, I am. That's why..."
（美月）だから…,"Yes, I am. That's why..."
野球 見に行くしね 今でも結構 （慎）マジで？,-I do still go to ball games. -Really?
俺らも本当 男子校だったから 何か うらやましいけどね,I went to boys' school. I envied teams with girl assistants.
いや だから… これ まこっちゃんでしょ？,"-Here, this is yours. -By the way..."
スコア書けないからね （美月）教えてあげよっか？,I don't know how to keep score. Want me to teach you?
書けるかな？ もう忘れてそう （慎）スコアは無理だね,"I'm not sure if I can remember exactly. -I might have forgotten. -Oh, I can't."
これなんだけどさ,Check it out.
大会の時か （美月）うん,A game?
マジか,Really?
制服 着てるでしょ？,I am in my uniform.
えっ これ写ってる？ （美月）写ってる 写ってる,"-Are you there? -Yes, I am."
どれ？ 一番右？ （美月）そうそう,-Furthest to the right? -Yes.
素朴でしょ？ メークしてないし,I'm sure you're judging. I'm not wearing any make-up.
10月31日だって （慎）どこに負けたの？,-It says October 31st. -Who did you lose to?
えーっとね 浦学 （慎）浦学か 埼玉の,-Let's see. Ura-Gaku. -Ura-Gaku? From Saitama?
浦学 強いよね （美月）強い,-They're really good. -Yes.
（慎）大丈夫？ 寝なくて （美月）そうだね,-Are you okay not sleeping? -I guess I will go.
（美月）これ 多分 一生しゃべれるね,We can talk forever about this.
（慎）うん （美月）から まただね,-Yeah. -So we'll do this again.
いいよ あそこの香りいいよ,"Yeah, there's a good vibe there."
（YOU）いいですか？ （徳井）うん,Yeah?
90年代後半の香りするね （YOU）後半ですね,"It's the late '90s... -Yes, the late '90s. -Kind of vibe."
