Sentence,Translation
・東京タワーはテレビでしか見たことがありません。,I have only seen the Tokyo Tower on TV.
・これまでに病気や怪我で入院したことがありますか。,Have you ever been hospitalized due to illness or injury?
・あれ、どこかでお会いしたことがありますよね。,Have you ever been hospitalized due to illness or injury? ・Have we met before?
・富士山に３回登ったことがあります。,I have climbed Mount Fuji three times.
・僕は外国人の女の子と付き合ったことがあるよ。,I've been with a foreign girl once.
・僕は海外留学したことがあるけど、英語が上手にならなかった。,"I've studied abroad, but my English didn't improve."
・中学生のころ、テニスの試合で優勝したことがある。,I once won a tennis match when I was in junior high school.
・この本、どこかで読んだことがあるようなないような。,I don't know if I've read this book somewhere before.
・たくさんの人の前で歌ったり、踊ったりしたことがありますか。,Have you ever sung or danced in front of a lot of people?
・皆さんは徹夜したことがありますか。,Have you ever stayed up all night?
・彼は私の顔を見ると、急にどこかへ向かって走り出した。,"When he saw my face, he suddenly started running somewhere."
・あ～、食べ出したら止まらない。ダイエット中だから抑えなきゃ。,"Oh, I can't stop eating. I'm on a diet, so I have to keep it down."
・雨が急に降り出したので、コンビニで雨が止むのを待った。,"It started to rain suddenly, so I waited for the rain to stop at the convenience store."
・電車の中で、赤ん坊が泣き出して、本当に大変だった。,"The baby started crying on the train, and it was really difficult."
・まだ信号は赤なのに、急に車が走り出した。,"The traffic light was still red, but the car suddenly started running."
・まだ乾杯してないのに、田中さんが急にビールを飲み出した。,Mr. Tanaka suddenly started drinking beer even though we hadn't toasted yet.
・仕事中なのに、ジョンさんが急に歌い出して、みんな驚いた。,"We were all surprised when John suddenly started singing, even though he was working."
・授業中にジョンさんがいきなり大きな声で笑い出した。,"During the class, John suddenly started laughing out loud."
・友達は家に入ると、すぐにゲームをし出した。,"When my friend entered the house, he immediately started playing games."
・ジョンさんはいきなり怒り出した。,Mr. John suddenly became angry.
・日本で働くために、一生懸命日本語を勉強しています。,I am studying Japanese hard in order to work in Japan.
・来年、車を買うために貯金しています。,I am saving up to buy a car next year.
・イケメンの外国人を見つけて、国際結婚するために交流会に積極的に参加しています。,I am actively participating in social events to find a handsome foreigner and get married internationally.
・君はなんのために、日本語を勉強しているの？,What are you studying Japanese for?
・私は家族の生活費を稼ぐために、日本へ働きに来ました。,I came to Japan to work in order to earn money for my family.
・幸せになるために、一番必要なものは何ですか？,What is the most important thing for you to be happy?
・漢字を覚えるために、ノートに繰り返し書いています。,I'm writing kanji repeatedly in my notebook to memorize them.
・明日の試験のために、習った単語や漢字を復習しておきます。,I'm going to review the words and kanji I've learned for tomorrow's exam.
・この辞書は意味や発音がわからなくて、困った時に使うためのものです。,This dictionary is for when I have trouble understanding the meaning or pronunciation.
・彼女と結婚するために、一生懸命お金をためています。,I am trying hard to save money so that I can marry her.
・もし宝くじで１００万円当たったら、何をしますか？,"If you won one million yen in the lottery, what would you do?"
・明日、天気がよかったら、出かけます。,"If the weather is good tomorrow, I will go out."
・単語の意味がわからなかったら、辞書で調べてください。,"If you don't know the meaning of a word, please look it up in the dictionary."
・もしトムさんに会ったら、先生が探してたよって言っておいて。,"If you see Mr. Tom, tell him that the teacher was looking for him."
・もし早く終わったら、間違いがないか見直しをしてください。,"If you finish early, please check your work for mistakes."
・さすがに３万円は高すぎますよ。1万円だったら買います。,"I'll buy it if it costs 10,000 yen."
・海外でパスポートをなくしてしまったら、どうしますか。,What would you do if you lost your passport overseas?
・６時になったら、帰ります。,I go home at six o'clock.
・晩ご飯を食べたら、お風呂に入って、寝ます。,"After eating dinner, I will take a bath and go to bed."
・大学を卒業したら、国へ帰って働きます。,"After graduating from university, I will go back to my country to work."
・今日は家に帰ったら、国の家族とSkypeで電話する予定です。,"When I get home today, I'm going to have a Skype call with my family back home."
・ジョンさんが来たら、飲み会を始めましょう。,"When Mr. John comes, let's have a drink."
・今日、授業が終わったら、カラオケにでも行きませんか。,"After class today, why don't we go to karaoke?"
・考えてもわからないなら、先生に聞いたらどうですか。,"If you can't figure it out, why don't you ask your teacher?"
・熱がまだあるんだから、今日は学校を休んだらどう？,You've still got a fever. Why don't you take the rest of the day off?
・日本人の友達が欲しいんだったら、交流会に参加してみたらどう？,"If you want to make Japanese friends, why don't you join a social event?"
・やせたいんだったら、食べる量を減らしたらどう？,"If you want to lose weight, why don't you eat less?"
・ジェシカさんのことがきになるなら、デートに誘ってみたらどう？,"If you're interested in Jessica, why don't you ask her out?"
・ちょっと手伝ってあげたらどう？,Why don't you help her out a little?
・いい天気なんだから、外で遊んだらどう？,"It's a beautiful day, why don't you go outside and play?"
・昨日は家でゲームをしたり、本を読んだりしました。,"Yesterday, I played games and read books at home."
・トムさんは日本語を話したり、英語を話したりできます。,Tom can speak Japanese and English.
・暇なときは、たいてい本を読んだり、テレビを見たりします。,"In my spare time, I usually read books or watch TV."
・レポートを書いたり、メールを送ったりで、今日は忙しい。,"I've been busy today, writing reports and sending emails."
・将来は色々な国を旅行したり、色々な国の人と交流したりしたい。,"In the future, I want to travel to different countries and interact with people from different countries."
・夏はやっぱり、海で泳いだり、キャンプをしたりしたいね。,"In summer, I want to swim in the ocean and go camping."
・子供ができたら、一緒にサッカーをしたり、料理をしたりするのが夢なんだ。,"When I have a child, my dream is to play soccer and cook together."
・私は漫画を読んだり、アニメを見たりするのが好きです。,I like to read manga and watch anime.
・今日は雨が降ったり止んだりしています。,It's been raining on and off today.
・私は１０年以上、この鞄を使い続けています。,I have been using this bag for more than 10 years.
・色んな問題集で練習するのではなく、１つの問題集をやり続けることが大切です。,"It is important to keep working on one set of questions, rather than practicing with many different sets of questions."
・昨日の夜からずっと雨が降り続いている。,It's been raining since last night.
・私は一生、この街に住み続けるつもりです。,I'm going to live in this city for the rest of my life.
・ジョンさんはおしゃべりが大好きで、さっきからずっと話し続けている。,"Mr. John loves to talk, and he has been talking for a while now."
・娘は彼氏と電話で１時間以上も話し続けている。,My daughter has been talking on the phone with her boyfriend for over an hour.
・上司が締めの挨拶をしている時も田中さんは食べ続けていた。,Mr. Tanaka kept eating even when his boss was giving the closing remarks.
・努力し続けていると、いつかきっと成功しますよ。,"If you keep working hard, you will succeed one day."
・日本の若い人の数は減り続けている。,The number of young people in Japan continues to decrease.
・パソコンやスマホの画面を長時間、見続けるのはよくないですよ。,It's not good to keep looking at the screen of a computer or smartphone for a long time.
・どんなに辛くても前に向かって走り続けます。,"No matter how hard it is, I will keep running forward."
・さっき、山田って人から電話あったよ。,I just got a call from a guy named Yamada.
・納豆って美味しいの？,Is natto good?
・侍ってもう日本にいないんだね。,"Samurai are no longer in Japan, aren't they?"
・私の家には「タマ」って猫がいるよ。,I have a cat called Tama at home.
・「鬼滅の刃」って漫画を知ってる？,"Have you ever heard of the manga ""Onimei no Bako""?"
・日本語って本当に難しいね。,Japanese is really difficult.
・これってどう食べたらいいの？,How should I eat this?
・肉じゃがってどうやって作るの？,How do you make meat and potatoes?
・「ベルーズ」ってレストラン知ってる？,"Do you know a restaurant called ""Belle's""?"
・日本って本当にきれいだよね。道にゴミは落ちてないし。,"Japan is really clean, isn't it? There is no trash on the street."
・夏休みは国へ帰るつもりです。,I plan to go back to my country during the summer vacation.
・将来は弁護士になるつもりです。,I'm going to be a lawyer in the future.
・来週から１週間、会社を休むつもりです。,I'm going to take a week off from work next week.
・ジョンさん、作文は何について書くつもりですか。,"What do you plan to write about in your essay, Mr. John?"
・４月から中国語の勉強を始めるつもりです。,I'm going to start studying Chinese in April.
・来年、この会社を辞めるつもりです。,I'm going to quit this company next year.
・今、結婚願望はないですが、３０歳になるまでには結婚するつもりです。,"I don't want to get married now, but I plan to do so before I turn 30."
・トムさんは金曜日のパーティーに参加しないつもりです。,Mr. Tom is not going to attend the party on Friday.
・来週の月曜までにこのレポートを完成させるつもりで、今頑張っています。,I'm working hard to complete this report by next Monday.
・今日、課題を提出するつもりだったのに、家に忘れてきちゃった。,"I was going to turn in my assignment today, but I forgot it at home."
・朝５時に起きるつもりだったのに、目覚まし時計が鳴らなくて寝坊してしまった。,"I was supposed to wake up at 5:00 a.m., but my alarm clock didn't go off and I overslept."
・机の上にケーキが置いてある。あとで誕生日パーティーでもするのかな。,There's a cake on the desk. I wonder if they are having a birthday party later.
・皆さんの教科書には誰の本かわかるように名前が書いてありますか。,Do your textbooks have names written on them so that we can recognize whose books they are?
・教室の壁には、色々な日本のポスターが貼ってあります。,There are various Japanese posters on the wall of the classroom.
・そろそろ帰りましょうか。もうお金は払ってありますから、気にしなくていいですよ。,"Let's go home soon. I've already paid, so you don't have to worry about it."
・来週の出張、チケットとホテルはもう予約してありますから、心配いりません。,"Don't worry about your business trip next week, I've already booked your ticket and hotel."
・冷蔵庫に昼ごはんは用意してあるから、チンして食べてね。,"The lunch have been prepared in the fridge, so just chill and eat."
・あれ、机の上にメモが置いてあるなあ。,There's a memo on my desk.
・新入社員がすぐに仕事ができるように、もうパソコンの設定はしてあります。,I've already set up the computer so that the new employee can start working right away.
・もう店の予約はしてありますから、仕事が終わった人から各自店に向かってください。,"I've already made reservations at the restaurant, so those who have finished their work should head there first."
・いつでも出発できるように、タクシーを止めてあります。,The cab has been parked so that we can leave at any time.
・答えは２００ページに書いてあります。,The answer is on page 200.
・ビールはもう冷やしてありますよ。,The beer is already chilled.
・すみません、駅への行き方を教えていただけませんか。,"Excuse me, can you tell me how to get to the station?"
・すみませんが、もう少し静かにしていただけませんか。,"I'm sorry, but could you please be a little quieter?"
・電池がなくなってしまったので、すみませんが、電話を貸していただけませんか。,"I'm sorry, but I'm out of batteries."
・隣の部屋がうるさいので、部屋を変えていただけませんか。,The room next door is too noisy.
・すみませんが、少し手伝っていただけませんか。,"I'm sorry, but could you please help me a little?"
・もう少しゆっくり話していただけませんか。,Could you please speak a little more slowly?
・先生、もう少し字を大きく書いていただけませんか。,"Excuse me, but could you please help me a little?"
・先生、すみませんがもう一度説明していただけませんか。,"Excuse me, teacher, but could you please explain again?"
・財布を落として、家に帰れないので、５００円だけ貸していただけませんか。,"I dropped my wallet and I can't go home, can you lend me 500 yen?"
・少しの間だけ、荷物を置かせていただけませんか。,I lost my wallet and can't go home.
・来週、国から両親が来るので、アルバイトを休ませていただけませんか。,I lost my wallet and can't go home.
・先生、私のレポートの内容を確認していただけませんか。,Can you please check my report?
・先生、推薦状を書いていただけませんか。,Can you write a letter of recommendation for me?
・父は今、電話しています。,My father is on the phone right now.
・今、勉強しているので、ちょっと静かにしていただけませんか。,"I'm studying, so could you please be quiet?"
・あれ、鈴木さん、あそこで何をしているんだろう。,"Hey, Mr. Suzuki, what are you doing over there?"
・あ、もしもし。今？今はジョンさんと家でゲームしてるよ。,"Oh, hello. Now? I'm playing a game at home with John."
・私は結婚しています。,I'm married.
・二年前から大阪に住んでいます。,I've been living in Osaka for two years.
・あの黒い眼鏡をかけている人を知っていますか。,Do you know the man with the dark glasses?
・この辺で美味しいレストランを知っていますか。,Do you know any good restaurants around here?
・私はタブレットを３台持っています。,I have three tablets.
・毎週金曜日は英会話スクールで英語を勉強しています。,I study English at an English school every Friday.
・田中さんはパナソニックで働いています。,Mr. Tanaka works for Panasonic.
・Appleはコンピューターやタブレットなどを作っています。,Apple makes computers and tablets.
・Surfaceはヤマダ電機で売っています。,Surface is sold at Yamada Denki.
・鈴木さんはi-phone Xを使っています。,Mr. Suzuki is using an i-phone X.
・あれ、ドアが開いてる。誰かもう帰っているのかな。,"Hey, the door's open. I wonder if someone's already gone home."
・あー、もう図書館閉まってる。今日本を返さなくちゃいけな買ったのに。,"Oh, the library's closed. I just had to return my book."
・家に帰ると誰もいないのに、エアコンがついていた。,"When I came home, the air conditioner was on even though no one was home."
・このパソコンは壊れていますね。修理しますか。,"This computer is broken, isn't it? Do you want to repair it?"
・あ、あそこで人が倒れている。,"Oh, there's a man down there."
・あ、財布が落ちてる。誰のだろう。,"Oh, there's a wallet on the floor. I wonder whose it is."
・ジョンさん、服が汚れてるよ。,"Mr. John, your clothes are dirty."
・もうお湯が沸いてますよ。,The water's already boiling.
・遅れてごめん。もう飲み会始まってる？,Sorry I'm late. Has the party started yet?
・明日、試験があるので、今晩復習しておきます。,"I have an exam tomorrow, so I'll review this evening."
・お風呂を沸かしておきましたので、どうぞ入ってください。,"I've boiled the bath, so please take a bath."
・後でトムさんが来るから、部屋を掃除しておきます。,I'm going to clean my room because Mr. Tom is coming later.
・たくさん遊びたいから、夏休みの宿題は早く終わらせておきます。,"I want to have lots of fun, so I'll finish my summer homework as soon as possible."
・授業の前に、わからない単語は調べておきます。,I will look up the words I don't understand before class.
・バスに乗る前に、酔い止め薬を飲んでおきます。,I will take anti-sickness medicine before taking the bus.
・海外旅行する前に、パスポートを取っておかなきゃ。,I have to get my passport before I travel abroad.
・後で田中さんとデートだから、シャワーを浴びておこう。,"I have a date with Mr. Tanaka later, so I should take a shower."
・今晩ジョンさんの家でパーティーをするから、お酒を買っておこう。,"I'm having a party at John's house tonight, so I'll buy some alcohol."
・あとで、みんなで飲むためにビールを冷やしておきます。,I'll chill the beer for everyone to drink later.
・明日の午後の会議の資料は今日中にコピーしておきます。,I'll make copies of the materials for tomorrow afternoon's meeting today.
・最近、授業の内容が難しくなってきたから、しっかり予習しておきます。,"The content of the class has become more and more difficult lately, so I'll do my best to prepare for it."
・使い終わっても、電源はつけたままにしておいてください。,Please leave the power on when you are done using it.
・黒板は消さなくていいです。そのままにしておいて。,You don't have to erase the blackboard. Leave it as it is.
・宿題を全部やってから寝ます。,I do all my homework before I go to bed.
・私は毎日ジョギングしてから、学校に行きます。,I go jogging every day before going to school.
・シャワーを浴びてから、晩御飯を食べます。,I take a shower and then eat dinner.
・あと少し勉強してから、寝ます。,I study a little more and then go to bed.
・日本に来てから、日本語の勉強を始めました。,I started studying Japanese after I came to Japan.
・先にチケットを買ってから、お並びください。,Please buy your ticket first and then get in line.
・大学を卒業してから、田中さんに１度も会っていない。,I haven't seen Mr. Tanaka since I graduated from university.
・準備体操をしてから、練習を始めましょう。,"After doing some preparatory exercises, we start practicing."
・先に自分で考えてから、先生に質問します。,I'll think about it first and then ask the teacher.
・あ、もしもしお母さん。今日はちょっと図書館に寄ってから、帰るね。,"Oh, hello, mother. I'm going to the library today and then I'm going home."
・教科書の２０ページを見てください。,Please look at page 20 of the textbook.
・田中さん、次を読んでください。,"Mr. Tanaka, please read the following."
・パスポートを見せてください。,Please show me your passport.
・この薬を１日に３回食後に飲んでください。,Please take this medicine three times a day after meals.
・わかった人は手をあげてください。,Please raise your hand if you understand.
・大きな声で読んでください。,Please read out loud.
・すみませんが、この漢字の読み方を教えてください。,"I'm sorry, but could you tell me how to read this kanji?"
・すみませんが、あそこにある荷物を持ってきてください。,"I'm sorry, but could you please bring me the luggage over there?"
・すみませんが、鞄を持ってください。,"Excuse me, please take my bag."
・先生、すみませんがこの漢字の読み方を教えてください。,"Excuse me, teacher, but can you tell me how to read this kanji?"
・すみませんが、もう少しゆっくり話してください。,"Excuse me, but could you please speak a little slower?"
・どうぞつまらないものですが、食べてください。,"I know it's a little boring, but please eat it."
・遠慮しないで食べてください。,Please don't hesitate to eat.
・ちょっと残業で遅れるので、先に始めてください。,"I'm running late for work, so please start first."
・どうぞ、椅子に座ってください。,Please take a seat.
・どうぞ、ゆっくりしていってください。,Please take your time.
・ちょっとコンビニで水を買ってきます。,I'm going to the convenience store to get some water.
・ちょっと、トイレに行ってきます。,I'm going to the bathroom.
・お母さん、学校に行ってくる。,"Mom, I'm going to school."
・もしもし、お母さん？今日、家に帰る前に、図書館で勉強してくる。,"Hello, mother? I'm going to study at the library before I go home today."
・先輩、まだお昼ご飯食べていないので、ちょっと食べてきてもいいですか。,"Senpai, I haven't had lunch yet, can I go and have some?"
・田中さん遅いですね。ちょっと、様子を見てきます。,"Mr. Tanaka, you're late. I'll go check on him."
・あれ、スプーンがないですね。ちょっと取ってきます。,"Oh, there's no spoon. I'll go get it."
・ちょっと先生と話してくる。,I'll go talk to the doctor.
・キムさん遅いですね。ちょっと探してきます。,"Mr. Kim, you're late. I'll go look for it."
・お母さん、ちょっと友達と遊んでくるね。,"Mom, I'm going to go play with my friends."
・夏休みの宿題を３日で終わらせてしまいました。,I finished my summer vacation homework in three days.
・先週友達にNARUTOの漫画を全て２日で読み終えてしまいました。,"Last week, I read the entire Naruto manga to my friend in two days."
・テストは５０分あるのに、キムさんは１０分で全て解いてしまった。,"I had 50 minutes for the test, but Mr. Kim solved it all in 10 minutes."
・２時間考えて答えを出した問題を、彼は５分で解いてしまった。,"I had to think for two hours to answer a question, but he solved it in five minutes."
・うわぁ、もう８時。朝寝坊してしまった。,"Wow, it's already eight o'clock. I overslept."
・キムさんに嫌われてしまった。,Mr. Kim hates me.
・賞味期限切れの牛乳を飲んで、お腹を壊してしまった。,I drank expired milk and had a stomach ache.
・さっきホラー映画を見てしまって、寝られない。,"I saw a horror movie a while ago, and I can't sleep."
・なんだかやる気がなくて、授業をサボってしまった。,I skipped class because I felt unmotivated.
・どうしてもお金が欲しくて、人の財布を盗んでしまった。,"I really wanted some money, so I stole someone's wallet."
・教科書を持ってくるのを、忘れてしまった。,I forgot to bring my textbook.
・明日の朝は晴れるでしょう。,It will be sunny tomorrow morning.
・午後から雨が降るでしょう。,Rain will fall in the afternoon.
・明日は傘を持っていったほうがいいでしょう。,You'd better take an umbrella with you tomorrow.
・朝寝坊してしまったので、急いでも間に合わないだろう。,"I overslept in the morning, so I won't be able to make it in time even if I hurry."
・この問題は毎年出ているから、次の試験でも出るでしょう。,"I overslept this morning, so I won't be able to make it in time."
・ジョンさんは彼女とデートの予定だから、今夜のパーティーには来れないでしょう。,"Mr. John is going on a date with his girlfriend, so he won't be able to come to the party tonight."
・見て、このカバン昨日彼氏に買ってもらったんだ。いいでしょう？,"Look, my boyfriend bought me this bag yesterday. Isn't it nice?"
・たくさんお寺があったでしょう？,"There were many temples, weren't there?"
・うん、頑張って作ったんだ。美味しいでしょう？,"Yeah, I worked really hard on it. It's good, right?"
・ジョンさんも今夜のパーティーに来るでしょう？,"Mr. John will be at the party tonight, won't he?"
・飛行機の中でタバコを吸ってはいけません。,Do not smoke on the plane.
・未成年はお酒を飲んではいけません。,Minors are not allowed to drink alcohol.
・この公園でBBQをしてはいけません。,Do not BBQ in this park.
・この美術館では写真を絵に触れてはいけません。,Do not touch the pictures in this museum.
・映画館で撮影してはいけません。,Do not take pictures in the movie theater.
・試験中に携帯電話を見てはいけません。,Don't look at your cell phone during the exam.
・授業中に日本語以外の言葉を話してはいけません。,Do not speak any language other than Japanese in class.
・この川で泳いではいけません。,Do not swim in this river.
・子供は夜遅くまで外で遊んでいてはいけませんよ。,Children are not allowed to play outside until late at night.
・図書館の中でうるさくしてはいけません。,Don't be noisy in the library.
・それに触っちゃいけないよ。,Don't touch it.
・友達がおもしろいと言っていた本を読んでみたけど、全然おもしろくなかった。,"I tried to read a book that my friend said was interesting, but I didn't find it interesting at all."
・このペン使ってみてください。とっても書きやすいですよ。,Please try using this pen. It's very easy to write with.
・一生に一度はハワイに行ってみたいなぁ。,I want to go to Hawaii at least once in my life.
・わぁ、美味しそう。一口食べてみてもいい？,"Wow, that looks delicious. Can I try a bite?"
・（お店で）すみません、ちょっと着てみてもいいですか。,I want to go to Hawaii at least once in my life.
・日本にいる間に旅館に泊まってみたいです。,I'd like to stay at a Japanese inn while I'm in Japan.
・京都に行ったら、着物を着てみたいです。,"If I go to Kyoto, I want to try on a kimono."
・時間とお金がたくさんあったら、どこに行ってみたいですか。,"If you had a lot of time and money, where would you like to go?"
・ちょっと頑張ってケーキ作ってみたんだけど、食べてみてくれない？,I've tried my best to make a cake.
・あまりJLPTの勉強してないんだけど、試しに受けてみようかな。,"I haven't studied much for the JLPT, but I think I'll give it a try."
・雨が降っても、コンサートは行う予定です。,We will hold the concert even if it rains.
・必要じゃないものは、安くても買いません。,"I don't buy things I don't need, even if they are cheap."
・給料がいい仕事が見つかっても、自分がしたい仕事じゃなかったらその会社で働きません。,"Even if I find a job that pays well, I won't work there if it's not what I want to do."
・この問題は子供でもわかります。,Even a child can understand this problem.
・お金がなくても、私たち家族は幸せです。,"Even if we don't have money, our family is happy."
・宝くじに当たっても、誰にもおごりません。,"Even if I win the lottery, I won't buy anyone a drink."
・私はたくさん食べても、太らない体質なんです。,I have a constitution that allows me to eat a lot and not get fat.
・うーん、いくら考えても答えがわかりません。,"Hmmm, no matter how much I think about it, I can't figure out the answer."
・９時にお店が開くはずなのに、行っても開いていませんでした。,"The restaurant was supposed to open at 9:00 a.m., but it wasn't open when I got there."
・ベトナム料理は野菜が豊富でヘルシーなので、たくさん食べても太りにくいそうです。,"I heard that Vietnamese food is rich in vegetables and healthy, so it is hard to gain weight even if you eat a lot."
・先生、ちょっとトイレに行ってもいいですか。,"Sir, may I go to the bathroom?"
・可愛い犬ですね。写真を撮ってもいいですか。,It's a cute dog. Can I take a picture of it?
・暑いので、扇風機をつけてもいいですか。,"It's hot, may I turn on the fan?"
・外がうるさいので、窓を閉めてもいいですか。,"It's noisy outside, can I close the window?"
・田中さんも誘ってもいいですか。外国人と交流して見たいって言っていたので。,Can I invite Mr. Tanaka to join us? Can I close the window?
・先生、頭が痛いので、今日の授業を休んでもいいですか。,"I have a headache, can I miss class today?"
・この漢字アプリとても便利だから、ジェームスさんにも紹介してもいいですか。,"This kanji application is very useful, can I introduce it to Mr. James?"
・（デパートで）座りごごちを確かめたいので、ちょっと座ってみてもいいですか。,"I want to see how it feels to sit in a department store, can I sit down for a while?"
・ここでタバコを吸ってもいいですか。,Can I have a cigarette here?
・テストの時に辞書を使ってもいいですか。,Can I use a dictionary when I take a test?
・この本もう読み終わったらなら、借りてもいい？,Can I borrow this book when I'm done reading it?
・わぁ、何それ？美味しそうだね。一口もらってもいい？,"Wow, what's that? It looks delicious. Can I have a bite?"
・青いボールペンを忘れちゃったので、借りてもいい？,"I forgot my blue ballpoint pen, can I borrow it?"
・春になると桜が咲きます。,"In spring, cherry blossoms bloom."
・冬になると鍋が食べたくなりますね。,"In winter, I want to eat hot pot."
・この道をまっすぐ行くと、病院がありますよ。,"If you go straight down this road, you will find a hospital."
・このボタンを押すと、音が大きくなりますよ。,"If you press this button, the sound will get louder."
・お金を入れて、食べたい料理のボタンを押すと食券が出ますよ。,You can get a meal ticket by inserting money and pressing the button for the food you want to eat.
・毎日シャドーイングをすると、話すのが上手になりますよ。,"If you do shadowing every day, you will become a better speaker."
・部屋が綺麗だと気持ちがいいですね。,It feels good to have a clean room.
・７０点以上だと合格です。,"If you get a score of 70 or above, you will pass."
・成績が悪いと、卒業できませんよ。,"If your grade is not good, you will not graduate."
・私はバンドンという町で生まれました。,I was born in a town called Bandung.
・私はジョンという犬と飼っています。,I have a dog named John.
・これはポーターという日本の鞄です。丈夫で使いやすいですよ。,This is a Japanese bag called Porter. It's durable and easy to use.
・GWは鳥取県の大山という所にいってきました。,I went to a place called Daisen in Tottori Prefecture for GW.
・すみません、このあたりに小林という名前の人は住んでいますか。,"I'm sorry, but is there a person named Kobayashi living around here?"
・「鬼滅の刃」という漫画を知っていますか。,"Do you know a manga called ""Onimei no Bako""?"
・私は日本語の勉強するとき、「duolingo 」というアプリを利用します。,"When I study Japanese, I use an app called ""duolingo""."
・部長、鈴木さんという方からお電話です。,Mr. Suzuki is on the phone.
・雲が多いから、もうすぐ雨が降ると思います。,"There are a lot of clouds, so I think it's going to rain soon."
・この問題はテストに出ると思う？,Do you think this question will be on the test?
・トムさん、パーティーに来ると思っていたのに、結局来なかった。,"Tom, I thought you were coming to the party, but you didn't show up after all."
・そうね。でも、もうすぐ帰ってくると思うけど。,"Yeah, I know. But I'm sure he'll be back soon."
・薬の効果もあって、よくなって来ていると思います。,"I think I am getting better, thanks to the medication."
・前に比べて、よくなったと思うよ。,I think it's better than before.
・私はたいていエアコンをつけないで寝ます。,I usually sleep without turning on the air conditioner.
・コーヒーを飲むときは砂糖を入れないで飲みます。,"When I drink coffee, I don't put sugar in it."
・昨日、シャワーを浴びないで寝てしまった。,I slept without taking a shower last night.
・目覚まし時計をセットしないで寝たので、寝坊してしまった。,"I went to bed without setting my alarm clock, so I overslept."
・ふりがなを見ないで、文章が読めますか。,Can you read a sentence without looking at the furigana?
・宿題は辞書を使わないでしてください。,Can you read a sentence without looking at the furigana?
・私は朝ごはんを食べないで学校に来ます。,I come to school without eating breakfast.
・明日はテストですから、パーティーに行かないで家で勉強します。,I'm going to study at home instead of going to the party because tomorrow is the test.
・傘を持たないで出勤してしまったせいで、どうやって帰ろうか考えている。,"I went to work without an umbrella, so I'm thinking about how I'm going to get home."
・急いでいたので、歯を磨かないで来てしまった。,"I was in a hurry, so I came without brushing my teeth."
・田中さんは寝るとき、電気を消さないで寝るそうです。,"I was in a hurry, so I came here without brushing my teeth. ・Mr. Tanaka said he sleeps without turning off the lights."
・上着を着ないで出かけたことを今、後悔している。,I regret now that I went out without wearing a jacket.
・私はサラダを食べるとき、ドレッシングをかけないで食べます。,"When I eat salad, I don't put dressing on it."
・色々大変ですが、諦めないで頑張ります。,"It's a lot of work, but I'm going to do my best and not give up."
・あまり大きい声で話さないでください。十分に聞こえていますから。,"Please don't talk too loudly, so we can hear you."
・図書館では大きな声を出さないでください。,Please do not shout in the library.
・この部屋には靴を履いたまま入らないでください。,Please do not enter this room without shoes on.
・明日は集合時間に遅れないでくださいね。,Please don't be late for the meeting tomorrow.
・医者：今日はお風呂に入らないでください。,Doctor: Please don't take a bath today.
・ここでタバコを吸わないでください。,Please don't smoke here.
・動物に餌をあげないでください。,Don't feed the animals.
・心配しないでください。必ず帰ってきますから。,"Don't worry about me. Don't worry, I'll be back."
・すみませんが、展示物には触らないでください。,"I'm sorry, but please don't touch the exhibits."
・すみませんが、黄色い線の内側には入らないでください。,"I'm sorry, but please don't go inside the yellow line."
・コーヒーを飲んだせいで、なかなか寝られません。,I can't sleep very well because of the coffee I drank.
・バスがなかなか来ませんね。,"The bus doesn't come very often, does it?"
・何度もノートに書いて練習しているのですが、なかなかこの漢字が覚えられません。,"I've practiced this kanji many times in my notebook, but I can't remember it."
・転んでできた傷がなかなか治りません。,I have a wound from a fall that won't heal.
・毎日ジョギングしているですが、なかなか痩せません。,"I've been jogging every day, but I can't lose weight."
・毎日オンライン英会話で25分英語を話しているんですが、なかなか上手になりません。,"I speak English for 25 minutes every day at an online English school, but I can't get any better."
・一度タバコを吸うと、なかなかやめることができません。,"Once I start smoking, it's hard to quit."
・こんなにお高い料理はなかなか食べることができません。,I can't afford to eat such expensive food.
・マイホームが欲しくても今の経済状況を考えるとなかなか買うことができないなあ。,"I want to buy my own home, but the current economic situation makes it difficult to do so."
・忘年会シーズンなので、なかなかお店が予約できません。,"It's the season for year-end parties, so it's hard to make reservations at restaurants."
・１０分以上考えているんですが、なかなか答えが出ません。,"I've been thinking about it for more than 10 minutes, but I can't come up with an answer."
・私はたいてい音楽を聴きながら勉強します。,I usually study while listening to music.
・スマホを見ながらご飯を食べるのは行儀がよくないですよ。,It's not polite to eat while looking at your phone.
・スターバックスでコーヒーを飲みながら本を読むのが私の習慣です。,It is my habit to read a book while having a cup of coffee at Starbucks.
・車を運転しながら、スマホを触ってはいけませんよ。,Don't touch your phone while driving a car.
・やっぱりポップコーンを食べながら映画を見ると楽しいよね。,"It's fun to watch a movie while eating popcorn, isn't it?"
・ギターを弾きながら歌えますか。,Can you sing while playing the guitar?
・話を聴きながらメモしてください。,Please take notes while listening to the conversation.
・お茶でも飲みながら話しませんか。,Why don't we talk over a cup of tea?
・遅いなぁ。本でも読みながら待つか・・・。,You're late. I'll wait while reading a book...
・グルメ番組を見ながら作ったんだけど・・・どう？,I made this while watching a gourmet show... What do you think?
・彼は震えながら事件について警察に話した。,He was shaking as he told the police about the incident.
・字幕を見ながら映画を見るのはちょっと疲れる。,It's a little tiring to watch a movie with subtitles.
