Time,Script,Translation
33:48,軽量にするなら生地の密度を 少なくしたものを使うとか,Or use a less dense type to make it lighter.
33:54,（南上）ダメね,No good.
33:56,これじゃ体操着だわ,It's gym clothes.
33:58,体操着だって 素材も進化してます！,Gym clothes are evolving too.
34:02,あなた 本当 負けないわね,You really are stubborn.
34:05,美しさにこだわるなら レーヨンベア天竺は,"If you want beauty, printed rayon bare jersey will have bright and beautiful colors."
34:08,例えば プリント生地にすると 柄の発色が鮮明で きれいです,printed rayon bare jersey will have bright and beautiful colors.
34:12,薄いシルクとは違う落ち感もあって ドレープの動きも出ます,It has a different feel from silk and drapes well.
34:16,伸縮性も吸湿性もあって 美しい,"Stretchable, hygroscopic, and beautiful."
34:20,これこそ 機能美です,This is functional beauty.
34:23,機能… 美,"""Functional beauty."""
34:27,はい,Yes.
34:28,貸して,Give it to me.
34:30,あ… はい,Yes.
34:34,（南上）なるほど,I see.
34:37,プリントって発想はアリね,Print is a good idea.
34:40,そっち？,That's your response?
34:44,出たぞ！,Here it is!
34:46,パターン 生地 カラーリング モチーフ,"Pattern, fabric, colors. All there!"
34:49,（史香） すぐに仕様書に起こします,I'll make a spec.
34:52,これは？,What's this?
34:54,（瑞希）レーヨンベア天竺って,Rayon bare jersey...
34:56,社長が こんな素材使うの？ しかも プリント？,She wants to use this material? And print?
34:59,とにかく急ごう あと１日しかない… って ウソでしょ〜!?,Let's hurry up. We only have one more day! Are you kidding?
35:19,どうぞ こちらへ,Here you go.
35:20,どうぞ,Please.
37:15,どう？,What do you think?
37:18,なんか… すごい世界です,This is an amazing world.
37:25,間に合ってよかった,Thank goodness we made it.
37:28,私 縮んでない？,Have I withered?
37:30,おきれいですよ 麗子さん,"Still beautiful, Reiko."
37:33,こうして見ると 今回 だいぶ攻めてますね,The number is much lower this time.
37:35,（麗子） 悩んでたからね 社長,The boss had a very hard time.
38:05,（繭子）これ すごく有名な ブランドですよね,This is a very famous brand.
38:09,このデパート知ってます,I know this store!
38:12,こっちは繊維会社,This is a textile company.
38:15,あっ これ…,And this...
38:17,どうした？,What's wrong?
38:19,就職活動で落ちた会社です,They rejected me when I was job hunting.
38:38,（修子）クラシカルで繊細で優美,"Classic, delicate, graceful."
38:42,それが南上マユミのデザイン,That's Mayumi Nanjo's design.
38:45,でも今回は“斬新”,"But this time, novel!"
38:48,出た 斬新 出た出た 斬新！,"There it is. ""Novel!"" She said ""novel!"""
38:53,何か ご不満でも？,Any complaints?
38:55,まさか,No way.
38:56,あなたが新しい流れを作れば マーケット全体が動く,"You make a new trend, and the whole market moves."
39:00,私の仕事も増える ありがたいわ,I'll get more jobs. Thank heavens.
39:04,じゃあね お疲れさま,See you later. Good night.
39:10,（史香）どうして 社長に 何も言わないんですか？,Why don't you say anything to her?
39:14,いや だって… やっぱり 社長には かなわないもん,"Well, because I can't compete with her."
39:18,そうかな,I doubt that.
39:20,私は瑞希さんのほうが センスあるんじゃないかなって 思いますけど,I think you have better taste.
39:25,え？,What?
39:31,（佐藤）ここがイヤなの,This is what I don't like.
39:34,色もデザインも ちょっと冒険してるって感じで とても好きなのよ,I love it because it's taking risks on colors and design.
39:38,でも ここだけが気に入らない,But... I just don't like this.
39:43,（佐藤）ジャージを 着けてるみたいでイヤ,It's like wearing a jersey.
39:46,ここ いつものように シルクにしてくださる？,Can you use silk here as usual?
39:49,あの この素材…,"-Excuse me, this material-- -Ms. Sato."
39:51,佐藤様 ここはシルクで お作りいたします,"-Excuse me, this material-- -Ms. Sato. I'll use silk here."
39:55,色は このままで よろしいですか？,Is the color okay as it is?
39:58,ちょちょちょっ… 何ですか？,"Wait, wait. What is it?"
40:02,納得しないものは 世に出せないんじゃないんですか,I thought we put out only what satisfies her.
40:05,そうだよ あそこで変えるなら 社長は あんなに悩む必要ないし,-That's right. -Then why did she agree to change it?
40:09,そもそも 瑞希さんが作ったもので…,And Mizuki's design--
40:11,（瑞希）お客様は無責任でいいの,Customers are allowed to be irresponsible.
40:13,どんなに最新で最高のものを 作ってるって自負があっても,"Even though we pride ourselves for making the best and latest,"
40:17,私たちが上から目線で 押しつけたら それはオーダーメードじゃない,"if we push our products to customers, it's no longer made-to-order."
40:21,社長は お客様のために,What the boss wants
40:24,世界に１つしかないものを 作りたいんですよ,is to make the one and only for our customers.
40:27,だから喜んで変える 見てごらん,That's what pleases them. Look.
40:34,楽しいでしょ このお店,"It's fun, isn't it?"
41:00,（南上）何やってんの？,What are you doing?
41:03,（繭子）あっ お… お疲れさまです,See you tomorrow.
41:07,すいません,Excuse me.
41:15,（繭子）あの…,Well...
41:18,社長は 本当は どう思ってらっしゃるんですか,What do you really think?
41:22,（南上）ん？,Hmm?
41:24,自分が美しいと思うものと 売れるものは違う,What you think is beautiful is different than what sells.
41:27,それは そうだと思います,I agree.
41:30,でも お客様の ご要望どおりにするのが正解だって,"But, do you really think it's the right thing to do,"
41:34,社長は 本心から思ってるんですか？,to make whatever customers want?
41:38,これが本心でございますって 見せる人がいると思う？,Does anyone show what their true thoughts are?
41:43,隠しておくから 本心なんでしょう？,It's a true thought because we hide it.
41:46,隠す美学が分からないって…,You really are a mismatch here
41:48,あなた とことん 下着屋に向いてないわ,if you don't understand the beauty of hiding.
41:51,そんなことないです,That's not true.
41:52,あら 意外な答え,A surprising response.
41:54,向いてるかどうかは 分かりません,"I don't know if I fit here,"
41:57,でも 面白いって思います 下着,but I find underwear fascinating.
42:04,いろいろ分からなくて 面白いです,It's fascinating because it's enigmatic.
42:07,社長も分からなくて 面白いです,You're fascinating because you're enigmatic.
42:10,光栄ね,I'm flattered.
42:12,それに私 これ好きです,"Plus, I like this."
42:15,これ すごくいいって思います 特に ここ！,"I think this is very good, especially here."
42:20,これ見た時 この仕事いいなあって,"When I saw this, I thought this job was nice."
42:27,ですが！ やっぱり ７万円の 下着セットは買えません,"However, I can never buy 70,000 yen underwear."
42:31,大体 ここいらにいる人たちが お金持ちすぎるんです,People here have too much money.
42:34,あらら？,What?
42:35,あなたは自分が 経済的に余裕がないから,Are you saying you're tacky
42:38,ダサいとでも言いたいの？,because you're poor?
42:40,貧乏 甘く見るんじゃないわよ （繭子）え？,Don't underestimate the poor.
42:41,あなたは“貧乏”じゃないの “貧乏くさい”のよ,You're not poor. You just look poor.
42:50,失礼します！,Excuse me.
30s,（繭子） 東京って何でもあるんだね,Tokyo has everything.
32s,（由梨）本当 銀座で山賊焼き食べるとは,I know! I never imagined
34s,思わなかったよね,I'd be eating sanzokuyaki in Ginza.
36s,（繭子） 私って貧乏くさいんだって,"Apparently, I'm too unsophisticated."
39s,やっぱ 由梨みたいな子じゃないと 銀座で働くなんて無理なんだよ,"It's impossible for someone to work in Ginza, unless that someone is you."
43s,また 金持ち差別する パパのお金だよ？,Stop being biased towards rich people. It's Dad's money.
49s,（由梨）あのさ,You know what?
51s,社長さんの言うとおり マユは貧乏なんかじゃないの,Don't listen to your boss. You're not poor and unsophisticated.
55s,ご飯だって食べてるし 住む所だってあるし,You eat three meals a day. You have a place to live.
59s,洋服も…,"Your clothes might show you lack taste,"
1:01,まあ センスはともかく 着てるわけだし,"Your clothes might show you lack taste, but at least you're wearing them."
1:04,センス！ イヤな言葉,Taste. I hate that word.
1:06,センスだよ センス 同じ安いもの買うにしても,"What do you mean? If you're buying the same cheap thing,"
1:10,センスがあるかないかで大違い センスの問題！,it makes a huge difference! It's a matter of taste.
1:14,その“センス”だけ 発音よくするのやめて,"Will you stop emphasizing ""taste""?"
1:18,言ってないし,I'm not!
1:19,大体 本当は “taste in fashion”ですから,"And besides, I mean ""taste in fashion."""
1:25,（由梨）私が一人前の ウエディングドレス アドバイザーになったら,"When I become a wedding planner,"
1:28,マユのドレスは最高にセンスよくて かわいいのにするからねー,"I'll plan yours, and it'll be tasteful and amazing!"
1:31,分かった 分かった 声大きい　シーッ （由梨）シーッ,You're being too loud.
2:00,（猿橋）だから いい加減 慣れろ！,You'd better get used to it.
2:03,俺なんか 右手にスマホ 左手にブラ,Me? I have my phone in one hand and a bra in the other.
2:05,これでも外 歩けるぞ,I can go outside like this.
2:07,（宗介）ぼ… 僕だって歩けます,"I, I can too!"
2:18,藤村さん すいません 今 通りまでお迎えにあがろうかと,Mr. Fujimura! I was just about to come and get you.
2:27,（藤村）お邪魔いたします,Thank you for meeting me.
2:31,（猿橋）藤村さん 大量生産はできません,"2015 STORE EXPANSION AND PRODUCT PLACEMENT Mr. Fujimura, we can't mass produce."
2:34,うちは オーダーメードしか やらないんです,We only do custom made garments.
2:35,それは もう十分 十分 承知しておりますよ,"Yes, I completely understand."
2:39,そこを何とか…,Is there a way we can work around it?
2:41,うちの南上(なんじょう)の性格 ご存じでしょう,You know how Ms. Nanjo is.
2:43,だから こうして 猿橋さんに お願いを,That's why I'm asking you.
2:45,（南上）あら 藤村さん 何のお話？,Mr. Fujimura. May I join the conversation?
2:51,あ… ああ… では 私はこれで,Well... I should be going now.
2:55,“将を射んと欲すれば 先(ま)ず馬を射よ”ねっ,"""He that would the daughter win, must with the mother first begin."" We plan to win you over soon enough."
2:59,（藤村）いえいえいえ いずれ 正面突破を目指しますよ,We plan to win you over soon enough.
3:03,私たち百貨店は どんなお客様にも,"Our motto is to provide all customers,"
3:06,等しく いい商品をご提供したい という思いで 仕事をしておりますので,"from all walks of life, with quality products."
3:11,いいお仕事ですわ,What a wonderful motto.
3:14,（藤村）失礼を承知で 申し上げますが 南上社長,"Excuse me for saying this, President Nanjo."
3:19,あなたは,You...
3:21,あのゴージャスなドアを 押し開けられるお客様しか,only deal with customers
3:24,相手にしておられません,that can afford to walk through that fancy door.
3:26,世の中の人で あのドアを 軽々と開けられる人は,There aren't many people in Yamagata
3:30,そうはいませんよ それは,who can afford to walk through that door.
3:32,不公平ではありませんか？,Don't you think that's unfair?
3:45,（史香）あのｳﾞｧﾝﾀﾞｰﾋﾞﾙｽﾞ ﾄｰｷｮｰに置けるなんて 最高なのに,He was from Vanderbilt's Tokyo.
3:49,たくさんの人に買ってもらうって 悪くないと思うけどなあ,Wouldn't it be great to have our products there?
3:53,（瑞希）オーダーメードは 社長のこだわりだからねー,The boss believes in doing things custom made.
3:56,（史香） でもオートクチュールだって,But even haute couture
3:58,プレタポルテっていう選択肢を 持ったわけじゃないですか,has the option of prêt-à-porter.
4:02,プレ… プリテ？,Pru... Pre?
4:04,（史香）プ･レ･タ･ポ･ル･テ,Prêt-à-porter.
4:06,高級既製服のことね,"High end, ready-to-wear."
4:08,銀座に路面店があるようなお店で 売られている服は,Clothing stores in Ginza generally all carry prêt-à-porter.
4:11,大体 プレタポルテ,generally all carry prêt-à-porter.
4:13,プレタポルテ プレタポルテ プレタ…,"Prataporte, prataporte."
4:17,ねえ プレタ始めたのって ピエール･カルダンだっけ？,Did Pierre Cardin coin the term?
4:21,うん 一点物だけ作ってたら,Everyone switched to ready-made
4:23,ビジネスとして 発展しないって気づいたから,because they realized custom made
4:25,みんな既製服に 行ったわけじゃないですか,didn't make for very good business.
4:28,でも ディオールや シャネルみたいな一流メゾンもさ,But top brands like Dior and Chanel
4:32,最初はオーダーメードの 仕立屋さんだったってことでしょ？,"all began as custom tailors, right?"
4:36,誇り持っていいのよ 私たち,We should have more pride.
4:38,（史香）まあ そうですけど,"Well, that's true but..."
4:40,（麗子）ちょっと お嬢さん方,Ladies.
4:42,今日は このあと ３組も ご予約が入ってるのよ,We have three more clients today.
4:45,やることやっちゃって,Get back to work!
4:47,（史香）麗子さん元気だな 私なんかもう クッタクタ,Reiko has so much energy. I'm so exhausted already.
4:52,今回のトランクショーは いつもより評判よかったからね,The trunk show did really well this time.
4:56,でも 注文増えすぎ 毎日 終電なんですけど！,But there are so many orders! I have to take the last train every night!
5:01,（南上）いいことじゃない？,That's wonderful.
5:03,お客様が増えてるんだから,It means we have a lot of customers.
5:07,お客様と言えば,"Speaking of customers,"
5:10,フミちゃん あの… ほらね 橋本様のパターン あれ…,"Fumi, don't we have to work on Mrs. Hashimoto's pattern?"
5:14,あー あれですよね あれは 確か…,"Yes, we do! Yes."
5:23,社長 私にも仕事ください,Boss! Please give me a project too!
5:26,コーヒーとお使いと ストックルーム以外にも何か,"But not getting coffee, running errands, or stocking up."
5:30,例えば お客様のお相手とか？,Something more like working directly with the customers?
5:33,（南上）じっとしてて,You can stand still.
5:35,今 あなたに教えてる 暇なんかないのよ,I have no time to be teaching you.
5:45,いらっしゃいませ 近藤様 お待ちしておりました,"Welcome, Ms. Kondou. We've been expecting you."
5:49,合わせるお洋服は お決まりですか？,Do you have a specific outfit in mind?
5:53,ドレスでしたら デコルテに合わせて ラインを お作りできますけれど,"If it's a dress, we can design it with a low neckline."
5:57,（近藤） ロングドレスを着るんですけど 前と後ろが 開いた感じなんです,"Yes, I do have a dress in mind."
6:04,まず サイズをお測りしますね,"Let's start by taking the measurements. Then, we can discuss the details."
6:07,そのあとに ご要望をお伺いします,"Then, we can discuss the details."
6:15,すみません,I'm so sorry.
6:17,中が ちょっと暑いので 空気を入れ換えます,It's a little warm in there. Let's air it out.
6:20,５分ほど お待ちいただけますか？,It'll be ready in five minutes.
6:24,お茶のメニューをお持ちして はい,"-Please, bring the tea menu. -Sure."
6:29,社長 お茶ぐらい 私も出せます,"Boss, I can bring the tea."
6:40,あなたに ぴったりの 仕事があったわ,I have the perfect job for you.
6:43,知ってる？ ホコリって 半分以上が繊維なのよ,Did you know that dust is mostly made up of fiber?
6:49,あなたの大好きな繊維,Your favorite.
6:51,それを集める仕事よ 最高でしょ,You get to collect it. Isn't that wonderful?
6:57,はい！,Yes!
7:02,社長の最終デザイン出ました,The final design is ready!
7:05,お願いします,Here you go.
7:07,お願いします,Here it is.
7:09,（史香）きたよ 変則パターン！,An irregular pattern!
7:58,カサブランカか…,Casablanca.
8:00,ストックあったかな,Do we have it in stock?
8:09,（瑞希）完璧ね （繭子）これしか仕事ないんで…,It's perfectly organized. It's the only thing I could do.
8:13,ごめんね 今 注文が殺到してるから,I'm so sorry. We're swamped with orders.
8:17,落ち着いたら いろいろ教えるからね,I'll teach you once things settle down.
8:19,はい,Okay.
8:21,（猿橋） ＡＧＮのベージュのエイトカン,The light beige fabric won't come in
8:23,あさってにならないと 入荷しないって,until the day after tomorrow.
8:25,明日の夜 取りに行くから それまでに何とかしてって,"I'll go pick it up tomorrow night, so tell them to make it happen."
8:28,了解,Sure thing.
8:36,俺 そんな汚してっかな？,Am I that messy?
8:47,（瑞希）お願いします,Please take a look.
8:49,ありがとう,Thank you.
10:20,まるでシンデレラだな,You're like Cinderella.
10:24,なんか かわいそうに なってくるよ,You're making me feel bad for you.
10:25,気にしないでください ホコリの半分は繊維なんで,"Don't worry about me. Dust is mostly fiber, you know?"
10:29,繊維が好きなら 最後まで面倒見てやらなきゃ,"If you love fiber, you have to take care of it."
10:33,フワフワ飛んで床の隅っこで ゴミと一緒に固まってるなんて,It shouldn't stay in the corner of a room with the rest of the dust.
10:38,そっちのほうが かわいそうです,That's way too sad.
10:41,（猿橋）繊維好きも そこまでだと ちょっと引くけど…,That's taking it a little too far.
10:44,なんで そんな好きになったの？,Why do you love it so much?
10:47,話長くなりますけど いいですか,It's going to be a long story.
10:50,手短にお願いできると ありがたいです,I'd appreciate a condensed version.
10:54,うちが長野で,I'm from Nagano.
10:55,父が 蚕から絹糸を作る 工場に勤めてて,My father worked for a company that made silk.
10:58,小さい頃 繭玉の糸に びっくりして できあがったシルクの生地に,"As a child, I was impressed by the cocoons of thread."
11:02,ハートをズキュンって 射ぬかれたのが きっかけです,I fell in love with the final fabric. That's how it all started.
11:11,あっ！ 大事なこと忘れてました,I left out the most important part!
11:13,補足してもいいですか,Do you mind if I go on?
11:15,どうぞ,Go ahead.
11:17,繭子のマユは 繭のマユからとった繭子です,"The ""Mayu"" part of my name... comes from the ""Mayu"" meaning cocoon."
11:22,なるほど それで繊維ラブか,I see. -That explains your love of fiber. -Yes.
11:26,はい,-That explains your love of fiber. -Yes.
11:26,きれいな糸が好きなら,If you love beautiful threads...
11:29,この業界も さほど悪くないはずですよ,then you're in the right field.
11:32,今はシンデレラでも,Even if you're Cinderella now.
11:33,大丈夫です,Not to worry.
11:35,私 掃除とか整頓も 実は…,Because cleaning and organizing...
11:40,大好きなんで,I love it.
11:43,何でかっていうと…,Let me tell you--
11:44,今度 聞くわ,Next time!
12:03,何？,-Yes? -That.
12:04,それ かっこいいですよね,-Yes? -That. That's so cool.
12:08,えっ これが？ そう？,What? This? Is it?
12:11,あの 胸のサイズを測るのって やっぱり難しいんですか,Is it very difficult to measure the bust?
12:17,難しいわよ,"Yes, it's difficult."
12:20,国家資格にすべきだって 思うくらい,It should require national certification.
12:24,国家資格？,National certification?
12:26,お医者さんも美容師さんも 他人の体に触れたり,"Doctors, hair stylists... jobs in which you touch another person"
12:30,何かしたりする職業には 必ず 国家資格がいるでしょ？,jobs in which you touch another person require national certification.
12:34,はい,Yes.
12:35,人様の体に触れる 人様の体の情報を知るって,"To have access to a person's body, as well as information pertaining to their body,"
12:39,それだけ重いことなのよ,is no small matter.
12:41,だから資格がいるし,So it requires certification.
12:43,資格を持った人には みんな安心して体を見せる,Customers can therefore have some peace of mind.
12:45,そうですね,You're right.
12:47,ランジェリーアドバイザーも,Being a lingerie consultant
12:49,それぐらいスキルとトレーニングが 必要な仕事なのよ,is a job that also requires skill and training.
12:52,麗子さん,Reiko.
12:54,何？,What is it?
12:56,（麗子）お客様の真正面に 立たないこと,Never stand directly in front of a customer.
12:59,真正面だと お客様も恥ずかしいでしょ？,It could make her feel uncomfortable.
13:02,半歩ずれて立つ,Stand a step off to the side.
13:04,で メジャーの持ち方は 左が０で右より短めに,"As for the measuring tape, the zero should be on your left, kept short."
13:09,メジャーは絶対 床につけちゃダメよ,The tape should never touch the floor.
13:12,お客様の体に 触れるものだから,You're going to use it on your customer.
13:15,まずはトップから 後ろに手を回して滑らせる,"First, start with the bust. Bring the tape around the back and slide it."
13:21,トップは胸の一番 高いとこ,You need to measure the highest point of the bust.
13:24,次にアンダー,"Next, the lower bust."
13:27,ウエストは腰骨と あばらの間を測る,For the waist... the area between the hip bone and ribs.
13:32,さらに ヒップの４カ所よ,"And finally, the hips."
13:36,その間にさりげなく お客様の骨格や,"Meanwhile, subtly check the hip bones and bust."
13:39,胸の具合を確かめるの 触るのは最小限,"Meanwhile, subtly check the hip bones and bust. Keep touching to a minimum."
13:43,社長は一瞬で お客様の体の形を把握するわ,Our boss can instantly get a feel for a customer's body shape.
13:47,数字では表せない丸みや歪みを 頭の中に たたき込むの,Lines and curves. Those can't be expressed in numbers.
13:52,はい,Here.
13:55,あとは実地で学ぶしかないわね,You can only learn from experience.
13:58,実地…,Experience.
14:03,やっと興味 出てきたのに,It's finally becoming interesting.
14:05,まだ当分 まともな仕事 させてもらえそうにない,But they won't let me do anything yet.
14:08,そっかー,That's too bad.
14:12,ブラックベルベット ご用意できたので置いておきますね,"The Black Velvet. It's ready, so I'll put it here."
14:15,（繭子）ありがとうございます,Thank you.
14:17,社長のコーヒー これしか飲まないの,Coffee for the boss. This is all she drinks.
14:23,でも落ち着くよね,It's so comforting here.
14:24,田舎のじいちゃんたち こういうとこにいたよね,"Grandfathers used to hang out in places like this back home, right?"
14:28,夜になると カラオケに変わるんだよね,And it would turn into a karaoke bar at night.
14:36,すいません お客様 当店 夜10時を過ぎますと このようになります,This is how we set up after 10:00 p.m.
14:44,（店員）いらっしゃいませ,Welcome.
14:53,で… 何？,"So, what's the news?"
14:56,あのね 私ね （繭子）うん 明日 花嫁さんのドレス選びに 同席させてもらうことになったの,"So tomorrow, I get to help shop for a bride's dress."
15:02,それで来月には 私一人で ドレスの見立てまで させてもらうことになったの,"And next month, I get to do it all on my own."
15:07,もう？,-Already? -Yes!
15:08,うん　うちの会社 新人は実地で学んでいくんだって,The company wants the newbies to learn from experience.
15:12,実地？,Experience?
15:14,でも突然 そんな責任のある仕事 任されても困っちゃうよね,But it's overwhelming to suddenly have so much responsibility.
15:19,まだ 何にも教わってないのに,I haven't learned anything yet.
15:22,いいなあ 実地,You're so lucky. Experience.
15:28,えっ 留守番ですか？ 私一人で？,You want me to hold down the fort on my own?
15:31,（麗子）大丈夫よ,Don't worry.
15:33,うちのお客様は みんな ご予約をしていらっしゃるから,We have no appointments scheduled for today.
15:36,今日は どなたも来ないわ,There shouldn't be anyone coming in.
15:39,でももし もしお客様がいらしたら 電話してちょうだい,"But if anyone does comes in, just call me and I'll come right over."
15:43,すぐに戻ってくるから 絶対よ？,just call me and I'll come right over. Got it?
15:45,分かりました,Understood.
15:46,（瑞希）あっ そうだ これ お店の鍵,Here. The key to the shop.
15:51,時田(ときた)さんの,For you.
15:53,私の？,For me?
15:56,いいんですか,My own key.
16:05,ありました！,It's here!
16:06,ハーディー･マリアージュの 新作のドレス,The dress from the new line.
16:08,お客様がお探しのデザインです すぐに教会にお持ちします！,It's the design you wanted. I'll bring it to the church right away!
16:12,絶対に間に合わせます！,I'll make sure it's there on time!
16:18,本当に誰も来ない,It's so empty.
16:22,暇だあ〜！,I'm so bored!
16:29,い… いらっしゃいませ,Welcome...
16:34,あの… ご予約のお客様ですか？,Do you... Do you have an appointment?
16:37,いえ 初めて来たんですけど,No... it's my first time here.
16:40,ああ そうですか,Really?
16:42,どうぞ 中 ご覧になってください,"Please, feel free to look around."
16:44,今 担当の者を…,I'll get my manager.
16:49,麗子さん 麗子さんは…,Reiko. Reiko.
16:51,（ひろみ）すみません,Excuse me.
16:53,この中から 選べばいいんですか？,Do I just choose something from here?
16:57,あ… えっと,Well... That...
16:59,それは商品ではなくて,That section is not for sale.
17:01,教えてもらえますか,Can you help me?
17:04,あ… はい,Of course.
17:11,どのようなものを ご希望ですか？,What are you looking for?
17:14,ブラジャーとショーツの セットを,A bra and panties set.
17:17,何か合わせるお洋服は お決まりですか？,Did you have a specific outfit in mind?
17:22,えっと…,If...
17:24,ドレスとかなら デコルテに合わせたラインを お選びできますが,"If it's a dress, we can design it with a low neckline."
17:29,いえ このお店のものを一度 試してみたかったので,"No, I was just curious about trying something from this store."
17:34,サイズとかは 測ってもらえるんですか？,Do you take measurements?
17:38,はい！,Yes!
17:40,ぜひ サンプルも 着けてみてください,"And please, try on the sample."
17:42,着けていただいたら 違いが分かりますから,You'll feel the difference.
17:47,中 広いんですね,It's so spacious.
17:51,ありがとうございます,Thank you.
17:55,じゃあ 失礼します,If you'll excuse me.
18:00,お好みのお色とかありますか？,Do you have a specific color in mind?
18:05,普段の着け心地で 気になることとか,Are there any particular concerns with your normal wear? Changes you wish for?
18:09,ご不満とかは？,Changes you wish for?
18:11,どうぞ,"Please, take a look."
18:14,こちらをベースに ご要望をお伺いいたしますので,We can start with these.
18:23,じゃあ それでお願いします,I guess I'll go with that.
18:26,ありがとうございます では こちらで お作りいたしますね,-Great! Then we'll proceed with this. -All right...
18:35,（繭子）あっ なんか変わったレースですね 張りがあって,That's an unusual lace.
18:40,シルクのオーガンジーですか？,Is it organza?
18:43,チュールレースも… 凝ってますね,"And the lace, it's very detailed."
18:46,ああ… 娘の衣装を 作った時の残りで,It was left over from when I made my daughter's costume.
18:50,この近くで バレエを習ってるんです,She takes ballet nearby.
18:54,じゃあ,Goodbye.
18:59,（繭子）どうぞ （ひろみ）すいません,Thank you.
19:04,ありがとうございました,See you again soon.
19:18,（繭子）新規のお客様に ご注文いただきました〜,I got an order from a new customer!
19:23,時田さんが接客したの？ １人で？,You helped the customer on your own?
19:26,お客様いらしたら 電話してって言ったでしょ,I told you to call me if anyone came in.
19:28,大丈夫です,It wasn't a problem.
19:30,ちゃんとサイズお測りして サンプルのフィッティングもして,"I took her measurements, fitted her with samples."
19:33,サイズって だって まだ何も…,Measurements? But you never...
19:36,麗子さんに習いました,Reiko taught me.
19:40,（瑞希）ねえねえ どんな方？,What kind of person was she?
19:42,なんか 前から Emotion(エモーション)のランジェリーに,It was someone who already had an interest
19:45,興味を持って いただいていたみたいで,in trying out Emotion Lingerie.
19:47,これは 結構な額ね,This is a pretty expensive order.
19:51,トランクショーの これ！ ご注文くださいました,She ordered this from the trunk show.
19:57,（留守番電話） ３分以内で伝言をどうぞ,Please leave a message after the tone.
20:01,（繭子）由梨？ 繭子 今日どうだった？,"Yuri, it's Mayuko. How did it go today?"
20:04,仕事はさ やっぱり実地で学ぶんだね,"You were right, one learns from experience."
20:08,それが一番の トレーニングなんだよ,It's the best kind of training.
20:10,ああ 誰か 胸 測らせてくれないかな,I wish someone would let me measure their bust.
20:22,（店員）お待たせしました,Here you go.
20:29,もう食べなよ,Why don't you go and have some?
20:39,（繭子）お願いします,Please.
20:40,突然 こんなお願いして 変なヤツだって思われるのは 分かってます,I know it's a very strange request.
20:45,でも どうしても今日中に おさらいしておきたいんです,But I really want to review what I learned today.
20:52,あっ いや これは別にいいんです 私も食べたかったし,This was no problem. I wanted to have some anyway.
20:57,本当 よく知りもしない人が,I know it sounds crazy
20:59,突然 胸のサイズを測らせろって,to have a complete stranger
21:01,無理なことは 分かってるんですけど,ask to take your bust measurements.
21:04,別にいいですけど,I'm fine with it.
21:06,え？,What?
21:07,いや 女同士だし,"I mean, we are both women."
21:09,こういうの全然 お仕事では普通ですから,This is totally normal for work.
21:12,あっ でも今 お腹いっぱいだから お腹は見逃してね,"But I just ate, so don't pay attention to my stomach."
21:16,いやー おいしかったなー,The food was so good.
21:19,（繭子）えっ ちょちょちょっ… ちょっと あの,Wait... Wait a second! I want to start from the beginning.
21:22,お客様をお迎え入れるとこから やりたいから,I want to start from the beginning.
21:25,あっちで入って来るとこから お願い,"So, you can walk in through that door."
21:43,なんか おかしいですか？,Is there something wrong?
21:47,きれい,Beautiful.
21:50,同じ人間とは思えない,It's like we're different species.
21:58,人の体の形って面白い！,The human body is so interesting!
22:01,しかも この 女性の胸の辺りって,Especially women's breasts.
22:04,最高に複雑で変な形,It's such a complex and strange shape!
22:07,でも すごくきれい,"And yet, it's so beautiful..."
22:10,この形に ぴったり合うものが 作れるって,that we can make something that fits this form so perfectly.
22:13,やっぱ生地ってすごい,Fabric is so amazing!
22:15,そもそも糸がすごい 繊維って最高！,"No, thread is amazing! Fiber is wonderful!"
22:19,時田さんって変な人,"You're very strange, Ms. Tokita."
22:23,（瑞希）ああー やっと ひと山越えたね,We finally overcame this hurdle.
22:28,とりあえず 注文分は 全部作ったし,We got through all of our orders for now.
22:31,（史香）今回 きつかったー ヒー！,This round was really rough.
22:35,（瑞希） トランクショーも お疲れさま,Thanks for your help with the trunk show.
22:37,（史香） それは こっちのセリフですよ,That's my line.
22:39,瑞希さん デビューのチャンスだったのに,It was your chance to shine.
22:41,いいのよ Emotionは やっぱり,Don't worry about it! Emotion is Emotion
22:44,南上マユミのデザインだから Emotionなのよ,because of Mayumi Nanjo's designs.
22:47,ふーん？ そうかな？,Is it?
22:51,１人でやれることって 案外 限られてますよ？,You can only do so much on your own.
22:55,アイデアだって才能だって,"Ideas, talent..."
22:57,１人に頼ってたら いつか枯渇しませんか？,"If it all depended on only one person, wouldn't it just run dry someday?"
23:03,私 フミちゃんのそういうとこ 実は好きなんだよね,"That's what I really like about you, Fumi."
23:08,なんですか 急に,What do you mean?
23:10,フミちゃんってさ そんな顔で こう,"From the way you look,"
23:13,サラッと的を射たこと言うのよ,one wouldn't expect you to speak so frankly.
23:15,そんな顔って どんな顔ですか,"What do you mean, from the way I look?"
23:18,かわいいって言ってるの,I mean you look so cute.
23:21,でもさ 実際 フミちゃんみたいな人なんだよね 古い体制を壊す人って,"But really, it's people like you who can overturn tradition."
23:28,え？ そんな 大げさな…,Sounds like quite a feat.
23:38,（南上）このような生地を ここの部分にお使いになると,How about if we use this kind of fabric.
23:42,（瑞希）いや パターンの段階で 形が見えないとさ,If you can't see the form at the pattern stage...
