Time,Subtitle,Translation
18:07,（侑哉）プール繋がってるんですもんね 窓１枚で,-It's connected to the pool. -Wow.
18:11,俺はもう どこでも寝れるから みんな決めて,"I'm good sleeping anywhere, so you guys decide."
18:14,（悠介）自分も別に どこでも かまいませんよ,I don't mind any of them.
18:17,（侑哉）じゃあ （ｴﾘｯｸ）ほんまに？ （侑哉）じゃあ俺 ここで （ｴﾘｯｸ）じゃあ俺 ここで,-Really? Then I'll take this one. -I'll take this.
18:21,（悠介）もう２人とも速攻 これで みたいな,You guys both immediately chose.
18:24,じゃあ僕 ここで,You guys both immediately chose. I'll take this one.
18:26,（ｴﾘｯｸ）いい？ 大丈夫？ （悠介）大丈夫っす,-You okay with it? -I'm good.
18:28,ここやったら あれ… ギターとか練習できるんちゃう？,You could practice guitar here.
18:32,（悠介）迷惑じゃなければ （ｴﾘｯｸ･侑哉）全然,-If it doesn't bother you guys. -Not at all.
18:35,（悠介）本当にもう うるさいって思われるぐらい,-If it doesn't bother you guys. -Not at all. Sometimes I play until the noise bothers people.
18:37,弾く時もあるんで,Sometimes I play until the noise bothers people.
18:39,それを子守歌だと思って寝る （悠介）フフフ,I'll think of it as a lullaby and sleep.
18:42,寝れたらうれしいです 逆に,"If you're able to sleep to it, I'll be happy."
18:45,こっちの 例えば女の子とか,The girls out here...
18:50,日本の女の子に比べたら 何か どう？,how are they compared to girls in Japan?
18:54,ガツガツ来る感じ いいっすね,They're more assertive. It's nice.
18:57,いいですか （ｴﾘｯｸと侑哉の笑い声） （ｴﾘｯｸ）確かに,-Is it? -That's true.
19:00,（侑哉）こっちからガツガツ行って 引かれるよりも,Better than me being pushy and getting turned down.
19:02,ちょっとグッて来られて グッて返すみたいな…,I want them to come strongly so I can respond strongly.
19:06,なるほどね （侑哉）感じのほうが かみ合うかなっていう,-I get it. -I feel like that works better.
19:10,けど ずっとフリーですね もう （ｴﾘｯｸ）ああ （悠介）へえー,But I've been single for a while.
19:13,俺も一緒やな ３年ぐらいはおらん,"Me too, for about three years."
19:15,（侑哉）３年も？ （ｴﾘｯｸ）うん,-Three years? -Yeah.
19:18,（ｴﾘｯｸ）いる？ （悠介）18年いません,-Are you with anyone? -Not for 18 years.
19:20,（ｴﾘｯｸ）10… おー （悠介）18年 生涯いません １人も,"-Are you with anyone? -Not for 18 years. For 18 years, I've never been with anyone."
19:24,（ｴﾘｯｸ）ヤバいな （悠介）ヤバいっす,-That's critical. -Yeah.
19:25,ここで初恋のチャンス （悠介）いろいろと危ないです そろそろ,-It's your chance for first love here. -It's bad. I really need...
19:29,何か行動を,-It's your chance for first love here. -It's bad. I really need... to start being proactive.
19:31,行動力 ちょっとね 上げないと,to start being proactive.
19:35,（ｴﾘｯｸ）プレールーム （悠介）プレールーム,"-The playroom. -The playroom, wow."
19:36,（ｴﾘｯｸ）おほほ… （侑哉）もう遊び場,"-The playroom. -The playroom, wow. -A place to hangout... -Wow!"
19:39,（悠介）あっ すっごい,-A place to hangout... -Wow!
19:40,（ｴﾘｯｸ）めっちゃ くつろげる感じやな （侑哉）マジすげえ ここ,-Looks comfortable. -This is seriously amazing.
19:42,（悠介）おしゃれ 本当に,It's so stylish.
19:46,（侑哉）ハアー これいい,This is great.
19:49,（ｴﾋﾞｱﾝ）ノックノック トントン （ｴﾘｯｸ）はーい （悠介）はい,"-Knock, knock. -Yes?"
19:52,（女子たち）お邪魔します,-Excuse us. -Excuse us.
19:55,（ｴﾋﾞｱﾝ） 男子部屋どうなのかなと思って,We were wondering what the guys' room was like.
19:57,（ｴﾘｯｸ）男子… （奈緒美）え？ これ男子部屋？,-The guys... -Wait? Is this it?
20:00,え？ これだけ？ （男子たち）これ プレールーム,-This is it? -This is the playroom.
20:02,（ﾛｰﾚﾝ）あっ オーケー （奈緒美）これ プレールームなんだ これは男子部屋なのかと思った,"Oh, okay. I thought this was the guys' room."
20:05,（奈緒美）そうなんだ,I see.
20:06,これ男子部屋やったらキツいやろ （奈緒美）何か全然…,It'll be a little tight if this was our room.
20:09,（侑哉）それ結構ヤバい （奈緒美）全然違う,It's so different then.
20:11,（ｴﾘｯｸ）どうやった？ 部屋 すごいよ,-How's the room? -It's pretty amazing.
20:14,最高ですよ ヤバい,-Seriously? -It's perfect.
20:16,（ｴﾋﾞｱﾝ）ベッド決めたよね,It's insane. We chose our beds.
20:18,男子部屋も なかなかいいから,"The guys' room is pretty nice, too."
20:20,（ｴﾋﾞｱﾝ）本当？ （奈緒美）見に行きたい （ｴﾋﾞｱﾝ）あとで 行こう （奈緒美）あとで 見に行こう,-I want to see it. -Let's go see it later.
20:25,このあと 何したいんですか？ みんな,What does everyone want to do after?
20:28,（ｴﾘｯｸ）スーパー行きたい （奈緒美）やっぱそうだ 私たちもスーパー行きたかった （奈緒美）スーパー行きたい,"-I want to go the supermarket. -Me, too."
20:32,（ｴﾘｯｸ）飯 食いたいし （奈緒美）スーパー行こっか,-I want to make food. -Should we go to the market then?
20:34,飯 食いたい （ﾛｰﾚﾝ）オーケー,-Let's go. -Okay.
20:36,（奈緒美）シャンプーとか買って ご飯とか買って,I need to buy shampoo and food...
20:39,ビールとか買おうかな （奈緒美）あっ,Maybe some beer?
20:41,（ﾛｰﾚﾝ）18　18　18 （奈緒美）いい いい,We're 18 over here.
20:43,参加します！ （悠介）ジュースで,-I'll participate! -I'll drink juice.
20:46,見てるよ,I'll be watching you.
20:48,（悠介）見ててください ちゃんと,Please do.
20:52,出そろいましたな,They're all there.
20:53,（山里）いい家でしたね いろいろ出てきましたけど,They're all there. It's a nice house and everybody's been revealed.
20:56,ついに全容が 明らかになりましたけど,It's a nice house and everybody's been revealed.
20:57,（馬場園）うーん （山里）あのハンモックの広さは,The spaciousness of that hammock...
21:00,この先 何か 事件が起こりそうな感じが,I feel like things might happen there.
21:02,そこで２人で星見ようとか なったりするんですかね？,Maybe they'll want to see the stars together there.
21:04,２人ハンモックいってほしいな （山里）ありえますよ,I want to see two of them on the hammock.
21:07,（ﾄﾘﾝﾄﾞﾙ） ちなみに間取り５ＬＤＫで 広さが 375平米,"The place has five bedrooms and is 4,000 square feet."
21:11,おお デケえなー！ （YOU）デッカ！,-That's huge! -It's so huge!
21:13,（徳井）うーわー！ （ﾄﾘﾝﾄﾞﾙ）そして,-That's huge! -It's so huge! And there are three and a half baths.
21:14,バスルームが３つありまして トイレは４つあるそうです,And there are three and a half baths.
21:18,でも鮎澤くん ２人ハンモックなんかしたら ドえらいこと なっちゃいそうですね,"If Aizawa got on the hammock with someone, it might cause a problem."
21:21,18年間 恋人なし,Eighteen years old and never had a girlfriend.
21:23,しっかりしてた,He seems very mature.
21:25,上品ですよね すごく,He's very classy.
21:26,（YOU）すごく品がよくて （徳井）“はい　はい”って,"He's very classy. -Yes, he is. -He's very classy."
21:29,銀座 久兵衛の若手みたいな,He's like an apprentice at the fancy restaurant Kyubey.
21:33,見習いで 何かずーっと “はい　はい”,"-That's true. -An apprentice saying, ""Yes, sir."""
21:38,（徳井）彼のウクレレが 突然 変わってきたら ちょっと あれ こいつ 何かあったな みたいな,"When the tune of his ukulele changes, we'll know something happened."
21:43,彼のウクレレっていうのは ウクレレのことですよね？,"When you say his ukulele, you really mean his ukulele, right?"
21:47,そうです,Yes.
21:50,俺のバットが… みたいな ことじゃないですよ,"I didn't mean it like ""my 'baseball bat'."""
21:52,違います 最低の例え,"-No, I didn't mean it like that. -The worst euphemism."
21:55,（YOU）彼が弾く （徳井）ウクレレのね 感じが急に ツヤっぽくなってきたらみたいな,I just meant if the sound quality changes when he plays.
21:59,（YOU）なるほど　びっくりしました （馬場園）何かあったんじゃないか,-I see. -Then something may have changed him.
22:01,（山里）いや これ 鮎澤が ローレン落としたら 夢ありますよ,"If Aizawa can get Lauren, that'll be a dream."
22:04,（徳井）あー （YOU）そうだね,That's true.
22:06,意外とそれ あると思うんですけど （山里）ウソ!?,-I think that's possible. -No way!
22:09,（徳井）何かちょっと ありそうな気配するよね？,-It does seem to be possible... -Right?
22:18,（ｴﾘｯｸ）車の鍵 （悠介）１人１人 違う物とか？,-The car keys... -We each have our own.
22:21,（奈緒美）え？ 名前あるの？,Do they have our names?
22:24,（侑哉）名前… （悠介）おっ 一発で当てた,"Oh, I got mine on the first try."
22:26,エビアン （ｴﾋﾞｱﾝ）ありがとう,-Avian. -Thank you.
22:28,（奈緒美） え？ どこに書いとうと？ （ｴﾋﾞｱﾝ）専用のあるんだ （ﾛｰﾚﾝ）これ　これ,"-Where does it say? -Wow, we each get our own."
22:32,（奈緒美）あっ 私の！ （ｴﾋﾞｱﾝ）かわいい,-This one's mine. -It's so cute!
23:00,（ｴﾘｯｸ）買い物 （侑哉）お腹すいた,-Shopping time! -I'm so hungry!
23:03,（奈緒美）お腹すいた,I'm hungry.
23:05,（侑哉）みんなでバーッて買って （ｴﾘｯｸ）バーッて買って （侑哉）みんなでバーッて食べる？ （ｴﾘｯｸ）そうやな,We can all pick stuff out and eat it together.
23:11,（奈緒美）今日 作らない？ 作る？ …らない？,Are we cooking today or not?
23:14,作ると結構 時間…,"-If we cook, it'll take time. -Yeah."
23:16,そうやね （ﾛｰﾚﾝ）ここで もう,"-If we cook, it'll take time. -Yeah. They have ready-made food here, so we can just pick up stuff today."
23:18,作った食べ物あるから 好きな食べ物… （ｴﾘｯｸ）そうやね （ﾛｰﾚﾝ）今日は適当に,"They have ready-made food here, so we can just pick up stuff today."
23:23,（侑哉）ザ･アメリカって感じですよね （ｴﾘｯｸ）それでいこう （侑哉）これ （ｴﾘｯｸ）それでいこう,-It feels so American. -Let's go with that.
23:28,（ｴﾘｯｸ）よっしゃ （侑哉）よっしゃ,That's good.
23:30,あっ ありがとう （悠介）もういい感じっすか？ 押しといて　疲れた （侑哉･悠介）ハハハ,-Is that enough? -Let me know if you get tired.
23:35,（悠介）お疲れさまです,Good work.
23:36,（ｴﾘｯｸ）他は？ （ｴﾋﾞｱﾝ）行こう,-Anything else? -Well...
23:39,（奈緒美）ちょっと入れすぎかな？ （侑哉）どうぞ どうぞ,-Let's go. -Is that too much?
23:41,（奈緒美）ほい （ｴﾋﾞｱﾝ）行こう 行こう,"Let's go, let's go."
23:43,（ｴﾋﾞｱﾝ）行こう 行こう… （奈緒美）うわっ ステーキ大きい,"-Let's go, let's go. -The steaks are so big."
23:51,（ｴﾘｯｸ）食べよう （侑哉）食べますか （ｴﾘｯｸ）食べよう （奈緒美）じゃあ,-Let's eat. -Shall we eat?
23:53,（一同）いただきます,-Time to eat! -Time to eat!
23:57,（奈緒美）よいしょ （ｴﾘｯｸ）とりあえず 乾杯で （ｴﾋﾞｱﾝ）おっ,-Let's toast. -Cheers.
23:59,（ｴﾋﾞｱﾝ）乾杯 （奈緒美）乾杯,-Let's toast. -Cheers. -Cheers! -Cheers!
24:03,（奈緒美）チアーズ （ﾛｰﾚﾝ）お疲れさまでした,-Thanks for the great day. -Thank you.
24:08,（ﾛｰﾚﾝ）みんな明日 何する？,What's everyone doing tomorrow?
24:10,俺は仕事 （ｴﾋﾞｱﾝ）私もお仕事,"-I have work. -I have work, too."
24:12,（ｴﾘｯｸ）７時から５時くらい （悠介）学校,-From seven to five. -I've got school.
24:15,（奈緒美） おお みんな意外と忙しい （悠介）学生なんで （侑哉）ヤバ,"-Everyone's surprisingly busy. -Yeah, I'm a student."
24:19,暇なの 俺だけ？,Am I the only one who's free?
24:21,あっ 暇？ （奈緒美）暇,"-You're free, too? -I'm free."
24:24,じゃあ ここ３人で何か しようか 暇な…,Should the three of us do something then?
24:28,うんうん 何かしよう （奈緒美）何かね,"-Yeah, let's do something. -Yeah."
24:30,みんな 休みの日とか 何する？,What do you guys do on your day off?
24:32,アラモアナかワイキキに行く,I usually go to Ala Moana or Waikiki.
24:36,（ｴﾘｯｸ）ああ 買い物とか？,Shopping?
24:37,（ﾛｰﾚﾝ）だけど家で ゴロゴロすることが一番好きです,But my favorite thing to do is lounge at home.
24:41,分かる （ﾛｰﾚﾝ）休みの日だったら,I understand.
24:44,すごい分かる （ｴﾘｯｸ）ハハハ,I totally understand.
24:46,（ｴﾘｯｸ）日本の男と アメリカの男 比べたら どっちのほうが楽？,"Between Japanese and American men, which is easier to get along with?"
24:53,どっちが好き？,Which do you like better?
24:56,（ﾛｰﾚﾝ）まあ 本当に人による （ｴﾘｯｸ）ああ,It really depends on the person.
24:59,（ﾛｰﾚﾝ）何か 国籍は そんなに関係ないと思う,I don't think nationality matters.
25:03,日本で育った人と アメリカで育った人やったら どっちがいい？,Do you prefer someone who grew up in Japan or in America?
25:08,やっぱり人による （ｴﾘｯｸ）ああ,It depends on the person.
25:10,みんな違うから （ｴﾘｯｸ）まあね,-Everyone's different. -That's true.
25:12,（侑哉）みんな違ってみんないいってやつ （ﾛｰﾚﾝ）あんまり関係ないと思う,-Everyone's different. -That's true. I don't think it matters.
25:15,じゃあ アメリカ人と 付き合ったこととか… ない？,Have you gone out with an American before? No?
25:20,ずっと… （ｴﾘｯｸ）ずっと日本人？ ずっと日本にいたから ずっと日本人ですね,"I lived in Japan, so I've only dated Japanese men."
25:24,でも モテるん違う？ 日本にいると,You must have been popular in Japan.
25:28,まあ…,Well...
25:30,そういう時期もありましたね （ｴﾘｯｸ）ああ,there was a time like that.
25:33,やっぱ そうやんな,I see.
25:35,もう付き合いとか やっぱ経験あるんですね,Everyone is experienced.
25:39,え？,What?
25:41,（ｴﾘｯｸ）ああ 言ってたね,"-It's amazing. -Yes, you mentioned that."
25:43,（悠介）俺はいないんですよ 全然 ずっと 今までだから,I've never been with anyone before.
25:46,（奈緒美）えっ 今まで一度も？ （悠介）いないっす （奈緒美）彼女ちゃん できたこと… （悠介）ない,-You've never had a girlfriend? -No.
25:51,好きな子は できたことある？ （悠介）それは,But you've liked a girl before?
25:54,あるんですけど やっぱあんま 思いどおりにいかなかったりとか （ｴﾋﾞｱﾝ）ああ （ｴﾘｯｸ）うん うん,"I have, but it didn't work out the way I wanted."
25:57,彼女 欲しい？,Do you want a girlfriend?
25:59,まあ できたら,"-Yes, if it's possible -If it's possible?"
26:00,（ﾛｰﾚﾝ）できたら？ （悠介）できたら,"-Yes, if it's possible -If it's possible? -Yes. -Someone nice?"
26:02,めっちゃ弱腰じゃん （笑い声）,"Be more confident, man."
26:07,タイプとかいる？ （悠介）タイプですか？,-Do you have a type? -My type?
26:10,普通に明るい人だったら,Someone cheerful.
26:12,自分 昔すごい人見知りで 全然 何か 人に,I used to be really shy. I was uncomfortable talking to people I didn't know.
26:15,あんま慣れてない人に話すのも 苦手な性格だったんですよ だから,I was uncomfortable talking to people I didn't know. So I'm more attracted to women who can take the lead a little.
26:19,少しリードしてくれる女性のほうが やっぱ ひかれやすかったっていうのは… （ｴﾘｯｸ）ふーん （悠介）ありますね,So I'm more attracted to women who can take the lead a little.
26:26,（悠介）他の皆さんは どうっすか？,How about everyone else?
26:29,ちゃんと鍛えたりとかしてて ガタイがよくて,"Someone who works out, has a nice body..."
26:33,男らしくて,is manly...
26:35,優しくて （ｴﾋﾞｱﾝ）すごい いっぱい,-and sweet... -That's a lot.
26:37,（悠介）結構ありますね （ｴﾘｯｸ）ドン ドン ドンっていった,The list keeps getting longer.
26:39,で きれい好きな人,And someone clean.
26:42,私は… クリエーティブな人が好きです,I like people who are creative.
26:48,あと 落ち着いてる もっとクールな 大人っぽい人がいい,And I prefer someone calm and more mature.
26:55,で 尊敬してる人,Someone I can respect.
26:58,（奈緒美）うん うん （ﾛｰﾚﾝ）オーケー それ,That's it.
27:00,（ｴﾋﾞｱﾝ）私は 自分の夢もあって リードしてくれるような人かな,I like someone who has goals and can take the lead.
27:06,ああ そうだね,I see.
27:10,大体 分かった みんなの感じが （ﾛｰﾚﾝ）大体 分かった,-I have a grasp on everyone now. -You do?
27:28,（悠介）これ危ないかな？ ちょっと,This is a little dangerous.
27:34,明日 何時から？ 学校,What time does school start tomorrow?
27:35,８時からです （ｴﾘｯｸ）８時から？,-8:00 a.m. -8:00 a.m.?
27:38,普段 家 何時ぐらいに出てる？,What time do you usually leave the house?
27:40,普段は もう７時前に出ます,Usually before seven.
27:42,（ｴﾘｯｸ）７時前に出る？ （侑哉）早っ,You leave before seven?
27:44,（ｴﾘｯｸ）何か持ってきた （侑哉）デザート？,-Hey! -She brought something. -Dessert? -Dessert.
27:46,（ﾛｰﾚﾝ）デザートです,-Dessert? -Dessert.
27:47,あと リンゴも来るけど,"There are apples, too."
27:49,（侑哉）ありがとうございます,Thank you.
27:51,（侑哉）風呂 入った？ （悠介）風呂 入りましたよ,There's more coming.
27:55,おっ 来た 風呂あとのデザート,"Here it comes, late night dessert."
27:59,（ﾛｰﾚﾝ）いただきます,Let's eat.
28:00,こっち座りゃいいのに 届かないっしょ,"You want to sit here? You can't reach, right?"
28:03,（悠介）食べますか,Let's eat.
28:05,（奈緒美）何か すごいかわいい パジャマって感じ ありがとう,-Your pajamas are so cute. -Thank you.
28:08,何か弾ける？,Can you play something for us?
28:10,今ですか？ （ｴﾘｯｸ）今ちょっと何か弾いてよ,-Right now? -Will you play something?
28:12,何か弾いて （ｴﾋﾞｱﾝ）リラックスの,Play something. -Something relaxing. -Yeah.
28:14,（ｴﾘｯｸ）そうそう… （ｴﾋﾞｱﾝ）リラックス　うん,-Something relaxing. -Yeah.
28:16,聴きたい （悠介）今っすか？ いいんですか？ じゃあ… （奈緒美）ぜひ,-Right now? If it's okay... -Please.
28:20,じゃあ ちょっと しばらく お時間ください （ｴﾋﾞｱﾝ）はい （笑い声）,-...give me a few moments please. -Sure.
28:24,（侑哉）どうぞ （奈緒美）待ってまーす 入り込んでる,-We'll be waiting. -He's getting into it.
28:28,もう作り始めてる,He's getting into his zone.
28:31,（奈緒美）うわっ 来た,Here he comes.
28:36,（悠介）ちょっと あの 「Dearly」っていう曲が,-This song is called Dearly. -Dearly?
28:39,オリジナルであるんですけど （ｴﾘｯｸ）へえー,It's an original.
29:23,（一同）すごーい！,-Nice! -Amazing!
29:25,（拍手） （ｴﾘｯｸ）フー！ （侑哉）すごい,-Wow! -Amazing.
29:29,（ｴﾋﾞｱﾝ）ワーオ （侑哉）超カッコいい,-That was really cool. -Wow.
29:30,（奈緒美）めっちゃ すごい （侑哉）超カッコいい,-That was really cool. -Wow. -Really amazing. -Really cool.
29:33,（侑哉）超カッコいい （ｴﾋﾞｱﾝ）鳥肌がバーッて 私 立っちゃった,I got goose bumps!
29:37,（奈緒美） 思っていた以上に すごかった,He was way better than I expected.
29:40,（奈緒美）えっ すごい！ （ﾛｰﾚﾝ）ねー,-It was amazing! -Wasn't it?
29:42,（ｴﾘｯｸ） 悠介 ウクレレも弾いてよ,"Yusuke, will you play the ukulele, too?"
29:48,いきなりっすか？,Seriously? Suddenly?
29:50,（奈緒美）でも やってくれる （侑哉）演奏会だ 今日,-But he'll do it for us. -We're getting a show tonight.
29:52,女の子にモテるよ これ （侑哉）あれモテますよね 絶対 （奈緒美）ねー！,-He'll be popular with the ladies. -Right?
29:55,あれやったら一発やろ,-Definitely. -In one shot.
29:57,（侑哉）披露しないのが ちょっと （ﾛｰﾚﾝ）だけど 何か,-Definitely. -In one shot. -He doesn't show off. -Yeah.
29:59,言わないよね 何か （奈緒美）うん うん…,He doesn't say how good he is.
30:02,でも それがいい 言わないから,-But that's what's nice. -He doesn't say unless we ask.
30:04,（ｴﾘｯｸ）それを こう… （ｴﾋﾞｱﾝ）言わないから,"-But that's what's nice. -He doesn't say unless we ask. -Like he doesn't need to say he's good. -Yeah, totally."
30:06,（ｴﾘｯｸ）自分から… （ｴﾋﾞｱﾝ）僕はできる みたいな （ｴﾘｯｸ）分かる 分かる （ｴﾋﾞｱﾝ）ねっ,"-Like he doesn't need to say he's good. -Yeah, totally."
30:09,（ｴﾋﾞｱﾝ）それカッコいい （侑哉）他人から やれって言われて,-That's what's so cool. -It is cool.
30:12,あそこまで できるみたいな （ｴﾘｯｸ）なあ,That he can play at that level when asked.
30:14,たびたび すいません,Excuse me.
30:17,これが ウクレレ ちっちゃくなりました,My instrument has shrunk.
30:57,（一同）フー すごーい,Amazing!
31:01,ちょっと僕は失礼します （侑哉）すごい,"-Excuse me. -Wow, amazing."
31:03,ずっと聴いときたい めっちゃ すごーい,I can listen forever. It was super amazing.
31:07,サーッて来て サーッて帰る,He glides in and glides out.
31:10,（ｴﾘｯｸ）それがええねん （奈緒美）早い,-He's quick. -That's what's good about him.
31:13,これで急に 悠介 夜ばいとか行ってくれへんかな,I wish Yusuke would then go sneak into the girls' room.
31:17,１日目にですかー？,On the first night?
31:20,イヤですよ そんな悠介,I don't want Yusuke to be like that!
31:22,“さっきのウクレレ聴いたでしょ？” （YOU）やだ やだ！,"-""You heard my ukulele, right?"" -No!"
31:25,（徳井） “さっき ウクレレ聴いてたでしょ”,"You heard my ukulele, right?"
31:27,（YOU）“さっきのウクレレと こっちのウクレレ” “どっちがいい？” （馬場園）こら！,Do you prefer that ukulele or this one?
31:30,“俺のネック握ってよ”って言って （馬場園）バカなんじゃないの？,"-""Hold the neck."" -You're so stupid."
31:34,ねえ お父さん 見て （ﾄﾘﾝﾄﾞﾙ）信じられない,-Look at him. -I can't believe it.
31:36,（笑い声） （山里）アンビリーバブルですね,It's unbelievable.
31:38,トリちゃん ごめんね （ﾄﾘﾝﾄﾞﾙ）信じられない,-I'm sorry Torichan. -I can't believe it.
31:41,ハワイで培った信頼関係が （馬場園）あーあ,The trust you've built in Hawaii...
31:44,（YOU）もう崩れた （ﾄﾘﾝﾄﾞﾙ）信じられない,-it just crumbled. -I can't believe it.
31:46,（馬場園）信じられない （徳井）ハワイで株を上げたのに,All the points I earned in Hawaii...
31:48,あれ 女子が よく言うじゃないですか “あれ 絶対モテるよね” っていうのは,"The girls keep saying, ""He has to be popular with the ladies."""
31:52,カッコいいって言ってるのと 同じことですか？,Is that the same as saying he's hot?
31:55,同じですし もう 楽器ができる時点で もうモテます,It is. It's attractive if you can play an instrument.
32:01,そうなんだ…,Is that how it is?
32:04,チャラチャラしてて 楽器も弾けるんやったら モテそうで信用でけへん ってなるけど,"If you're a flirt who plays an instrument, you might be harder to trust."
32:09,あのピュアっぽい悠介が,"But if you're pure like Yusuke... To say, ""No, I've never had a girlfriend,"""
32:13,“彼女できたことないです” とかって言ってて,"To say, ""No, I've never had a girlfriend,"""
32:16,急にギター持ったら あんな なって,and then to suddenly play the guitar like that...
32:18,聴いてる時の 何かこう エビアンとかフランクとか,"As Avian and Naomi were listening,"
32:22,“すごい 絶対モテるよねー”とか 楽しそうに言ってるんですけど,"they were saying he's definitely popular with the ladies,"
32:25,ローレンだけ 味わうかのように,but Lauren was quiet and enjoying the music.
32:28,（健太郎）ありますよ （山里）えっ ある？,-Definitely. -You think so?
32:29,あります　最初 “弾いてよ”みたいな みんな “ウェーイ”とかなってたけど,"Yeah, in the beginning when everyone was having fun asking him to play,"
32:34,ローレンだけ何かちょっと “えー”みたいな ちょっと何か １人だけ雰囲気 違ったんですよね,only Lauren had a different air about her.
32:38,（山里）ウソでしょ？,No way!
32:40,聴いてて 何か…,"While she was listening, she was like..."
32:42,（山里）あっ やってましたね,She did do that.
32:45,もう取り入れてる,She's already taken him in.
32:47,なってたでしょ？ （YOU）なってました,-She was like that. -She was.
32:50,（山里）表情で語ってましたもんね,She was speaking through expressions.
32:51,え？ 奇跡 起きるんですかね？,So will a miracle happen?
32:54,（健太郎）なくはないと思います （YOU）なくはないね,-It's possible. -It's possible.
32:56,（山里）それは それでだな…,Even that's...
32:58,パジャマが かわいかったですもんね,His pajamas were cute.
33:00,何で あいつ あのパジャマなんやろ？ ねえ めちゃくちゃ パジャマかわいかった,-I wonder why he has those. -Right? They were so cute.
33:03,パジャマごと ずっと見ときたい （ﾄﾘﾝﾄﾞﾙ）眼鏡も かわいかった,"-I wanted to see more of it. -The glasses were cute, too."
33:05,大将が 持たせたんじゃないですか？,Maybe his master gave it to him.
33:08,“テラスハウスに行くなら” （山里）久兵衛の？,His master at Kyubey?
33:10,“俺が若え頃に着てたやつだ”,It's what I used to wear when I was young.
33:12,（馬場園）パジャマを？,Pajamas?
33:13,ちゃんと教え守って着て,That's why he wore them?
33:15,かわいい パジャマ,That's so cute!
33:16,（山里） いやいや “かわいいな”って,That's so cute! But you guys just made all that up!
33:18,勝手に作った話ですよ,But you guys just made all that up!
33:19,まず大前提 久兵衛の人じゃないです,"First of all, he's not from Kyubey."
33:25,明日はプールとか入るの？,Are you going in the pool tomorrow?
33:28,いやー 入りたいな,I want to.
33:30,どう？ その 女の子たちは,What do you think of the girls?
33:33,んー タイプ？,My type?
33:36,（ｴﾘｯｸ） この子ええなーみたいな,Which one seems interesting?
33:38,（侑哉）この子ええなって まあ… （ｴﾘｯｸ）ハハハ…,Which is interesting? Well...
33:41,何だろうなあ いや 何とも言えないですけど 別に,I'm not sure. I don't have an answer.
33:45,じゃあ 一番性格が合うなって 思う子は？,Then which girl's personality fits best with yours right now?
33:48,エビアンです （ｴﾘｯｸ）あー …は一番 合いそうだなと思って ずっと笑ってるじゃないっすか,Avian. I feel like I'd get along with her. She was smiling the whole time.
33:53,（ｴﾘｯｸ）そうやな （悠介）フフッ,You're right.
33:55,そうっすね でも本当に 好かれそうなタイプですよね （侑哉）そう だから一番合うかなって,But definitely... she seems likeable.
34:00,（ｴﾘｯｸ）ああ いいね,Nice.
34:03,いました？,What about you?
34:04,何か すごい ローレンが すごい 何か,"Well, Lauren... I've never met someone like..."
34:08,今まで会ったことのないような タイプの人間やから,"Well, Lauren... I've never met someone like... like her before."
34:14,どんな子なんかなとは思うな,So I'd like to get to know her.
34:18,いた？ 悠介,"What about you, Yusuke?"
34:19,これからっすよ （侑哉）これから （悠介）これから,-It's only the beginning. -Only the beginning.
34:22,ギター使ってけば,You should use your guitar.
34:24,（悠介）ギター使ってけば （侑哉）そう 弾き語りして,-Use my guitar? -Your sidekick.
34:28,まあ そうですね （ｴﾘｯｸ）ヒーローやから 悠介 いや全然 そんなことないっすよ （ｴﾘｯｸ）ハハハ,-Super Yusuke. -Not at all.
34:34,ギターすごい ギターすごい　天才と思った,-His guitar skills were amazing. -It was amazing. He's a genius.
34:37,（奈緒美）本当に すごい （ｴﾋﾞｱﾝ）ねー 本当に,-It was really amazing. -Seriously.
34:39,ずっと聴ける もう目が うわーって キラキラなっちゃった （奈緒美）キラキラ…,-I could listen forever. -He made my eyes sparkle.
34:44,すごかった,He was amazing.
34:45,（ﾛｰﾚﾝ）本当に音楽を感じてる,He really feels the music.
34:48,（ｴﾋﾞｱﾝ）でも 何か 自分を こう… こう 何て言うんだろう （奈緒美）下に…,-But he... How should I put it? -Humble?
34:53,（ｴﾋﾞｱﾝ）そうそう… （奈緒美）下にっていうか こう,He puts himself down. He doesn't...
34:55,“俺は うまいんだ”みたいな そういう感じじゃないから,He doesn't act like he knows he's good.
34:58,そこで また その性格は好きだなと思って （奈緒美）うん いい,I really like that personality.
35:02,（ｴﾋﾞｱﾝ）それは すごいいいなと （奈緒美）終わって すぐどっか行くし,And he disappears quickly after he's done.
35:04,そうそう！ “はい 終わりました”みたいな,"And he disappears quickly after he's done. Yeah, like, ""Okay, I'm done."""
35:07,何か ちゃんとやってる人みたい,He's committed to it.
35:10,真面目,Very serious.
35:12,今のとこ みんな 第一印象は,What are your first impressions?
35:14,すごい… （奈緒美）すごい いい すごい いいと思う みんな いい人,-They're good. Everyone's good. -Everyone's nice.
35:20,寝ますか,Shall we go to sleep?
35:22,（ｴﾋﾞｱﾝ）お疲れさまです （奈緒美）お疲れさまでした （ﾛｰﾚﾝ）お疲れさまでした,"-Good night, everyone. -Good night."
35:27,（ｴﾘｯｸ）オーケー （悠介）寝ますか,-I'm going to sleep. -Okay.
