Kanji,Core,Words,Hiragana,Meaning
五,five,五目,ごもく,mixture of ingredients
五,five,五倍 ,ごばい,five times
五,five,五人組,ごにんくみ,group of five people
五,five,五十肩,ごじゅうかた,stiff shoulder
五,five,五月雨 ,さみだれ,early-summer rain 
五,five,富士五湖,ふじごこ,Five Lakes of Mt. Fuji
名,"name, reputation",名前,なまえ,name
名,"name, reputation",名所,めいしょ,famous place
名,"name, reputation",名物,めいぶつ,famous product
名,"name, reputation",名人,めいじん,"master, expert"
名,"name, reputation",名刺,めいし,business card
名,"name, reputation",名詞,めいし,noun
名,"name, reputation",名作,めいさく,masterpiece
名,"name, reputation",名声,めいせい,"fame, reputation"
名,"name, reputation",名簿,めいぼ,list of names
名,"name, reputation",名画,めいが,famous picture
名,"name, reputation",名案,めいあん,good idea
名,"name, reputation",名札,なふだ,name tag
名,"name, reputation",名指し,なざし,"calling by name, designation"
名,"name, reputation",名古屋,なごや,Nagoya
名,"name, reputation",名高い,なだかい,"famous, noted"
名,"name, reputation",有名,ゆうめい,"famous, fame"
金,"gold, metal, money",金曜日,きにょうび,Friday
金,"gold, metal, money",金ぱく,きんぱく,gold leaf
金,"gold, metal, money",金もうけ,きんもうけ,making money
金,"gold, metal, money",金銭,きんせん,"money, cash"
金,"gold, metal, money",現金,げんきん,cash
金,"gold, metal, money",奨学金,しょうがくきん,scholarship
金,"gold, metal, money",金庫,きんこ,"safe, cashbox, strongbox"
金,"gold, metal, money",代金,だいきん,"price, cost, charge"
金,"gold, metal, money",お金,おかね,money
金,"gold, metal, money",賃金,ちんきん,"wages, pay"
金,"gold, metal, money",預金,よきん,"deposit, bank account"
金,"gold, metal, money",基金,ききん,"fund, foundation"
金,"gold, metal, money",送金,そうきん,remittance
金,"gold, metal, money",貯金,ちょきん,"savings, deposit"
金,"gold, metal, money",料金,りょうきん,"fee, charge"
金,"gold, metal, money",税金,ぜいきん,"tax, duty"
男,man,男,おとこ,"man, male"
男,man,男の子,おとこのこ,boy
男,man,男の人,おとこのひと,man
男,man,男らしい,おとこらしい,before
男,man,男前,おとこまえ,"manly, like a man"
男,man,男性,だんせい,"man, male"
男,man,男子,だんし,"youth, young man"
男,man,男女,だんじょ,men and women
男,man,長男,ちょうなん,eldest son
男,man,山男,やまおとこ,mountain dweller
男,man,美男,びなん,handsome man
男,man,男児,だんじ,"boy, son"
男,man,次男,じなん,second son
男,man,男優,だんゆう,actor (man)
男,man,大男,おおおとこ,"giant, tall man"
男,man,男っぽい,おとこっぽい,"manly, boyish"
外,outside,外,そと,outside
外,outside,海外,かいがい,"foreign, abroad"
外,outside,外国,がいこく,foreign country
外,outside,外交,がいこう,diplomacy
外,outside,外出,がいしゅつ,"going out, leaving (home)"
外,outside,以外,いがい,with the exception
外,outside,意外,いがい,"unexpected, surprising"
外,outside,例外,れいがい,exception
外,outside,案外,あんがい,"unexpectedly, surprisingly"
外,outside,屋外,おくがい,"outdoors, outside"
外,outside,外科,げか,surgery
外,outside,外部,がいぶ,"outside, exterior"
外,outside,外観,がいかん,outward appearance
外,outside,野外,やがい,"outdoors, outside"
外,outside,除外,じょがい,"exception, exclusion"
外,outside,外れる,はずれる,"to miss, remove, disconnected"
四,four,四,し・よん,four
四,four,四つ,よっつ,four
四,four,四人,よにん,four person
四,four,四季,しき ,four seasons 
四,four,四角,しかく ,square
四,four,四日,よっか,"4th day of the month, 4 days"
四,four,四国,しこく ,Shikoku (Japan island)
四,four,四月,しがつ,April
四,four,四方,しほう ,four cardinal directions
四,four,四本 ,よんほん ,four (cyl. object)
四,four,四時,よじ,four o'clock 
四,four,四球,しきゅう ,four balls
四,four,四つ角 ,よつかど,four corners 
四,four,四輪車,よんりんしゃ ,"automobile, car "
四,four,四半期 ,しはんき ,quarter (of a year) 
四,four,四捨五入,ししゃごにゅう ,rounding half up 
先,earlier、ahead、before,先,さき,"point, tip, first, before"
先,earlier、ahead、before,先日,せんじつ,"recently, the other day"
先,earlier、ahead、before,先週,せんしゅう,last week
先,earlier、ahead、before,先月,せんげつ,last month
先,earlier、ahead、before,先生,せんせい,teacher
先,earlier、ahead、before,先輩,せんぱい,"senior, superior"
先,earlier、ahead、before,先祖 ,せんぞ,ancestor
先,earlier、ahead、before,先ず,まず,"first (of all), firstly"
先,earlier、ahead、before,先頭 ,せんとう ,"head, lead"
先,earlier、ahead、before,先端 ,せんたん ,"pointed end, tip"
先,earlier、ahead、before,先ほど,さきほど,a short while ago
先,earlier、ahead、before,真っ先,まっさき,"the head, the foremost"
先,earlier、ahead、before,優先,ゆうせん ,"preference, priority"
先,earlier、ahead、before,勤め先 ,つとめさき,place of work 
先,earlier、ahead、before,先天的,せんてんてき ,"inborn, innate"
先,earlier、ahead、before,先行 ,せんこう ,"going ahead, going first "
川,river,川,かわ,river
川,river,河川,かせん,rivers
川,river,小川 ,おがわ ,"stream, brook, creek "
川,river,川上,かわかみ ,upstream
川,river,川岸 ,かわぎし ,"riverbank, riverside "
川,river,川沿い,かわぞい,along the river
川,river,川幅 ,かわはば ,width of a river 
川,river,山川,さんせん,mountains and rivers
川,river,川瀬,かわせ,rapids
川,river,滝川 ,たきがわ,rapids
川,river,谷川 ,たにかわ,mountain stream
川,river,川端,かわばた,river bank
川,river,川下,かわしも,downstream 
川,river,堀川 ,ほりかわ,canal
川,river,川下り,かわくだり,going downstream 
川,river,川流れ,かわながれ,carried out by the current
東,east,東,ひがし,east
東,east,東方,とうほう,eastward
東,east,東洋,とうよう ,"the East, the Orient"
東,east,東西,とうざい,east and west
東,east,東北 ,とうほく ,north-east
東,east,関東 ,かんとう,Kanto region
東,east,東京 ,とうきょう,Tokyo
東,east,東部 ,とうぶ,eastern part
東,east,南東 ,なんとう ,southeast
東,east,北東 ,ほくとう,northeast
東,east,東経 ,とうけい,east longitude
東,east,東岸 ,とうがん,eastern coast
東,east,東向き,ひがしむき,facing east
東,east,東京発,とうきょうはつ ,departing Tokyo 
東,east,東証 ,とうしょう ,Tokyo Stock Exchange 
東,east,東側 ,ひがしがわ,east side
聞,"hear, listen, ask",聞く,きく,"to hear, to ask, to listen"
聞,"hear, listen, ask",聞こえる,きこえる,"to be heard, to be audible "
聞,"hear, listen, ask",聞かす,きかす,"to let hear, to tell"
聞,"hear, listen, ask",聞き取る,ききとる,"to catch(hear), to follow"
聞,"hear, listen, ask",聞き入る,ききいり,to listen attentively
聞,"hear, listen, ask",聞き出す,ききだす,to get info　out of a person 
聞,"hear, listen, ask",聞き取り,ききとり,listening comprehension
聞,"hear, listen, ask",聞き飽きる,ききあきる,to be tired of hearing 
聞,"hear, listen, ask",聞き手 ,ききて,"hearer, listener"
聞,"hear, listen, ask",風聞,ふうぶん,"hearsay, rumor"
聞,"hear, listen, ask",新聞記事 ,しんぶんきじ ,newspaper story 
聞,"hear, listen, ask",見聞 ,けんぶん ,"information, experience"
聞,"hear, listen, ask",醜聞 ,しゅうぶん ,scandal 
聞,"hear, listen, ask",聴聞,ちょうもん ,"listening, hearing "
聞,"hear, listen, ask",新聞 ,しんぶん,newspaper
聞,"hear, listen, ask",新聞紙 ,しんぶんし ,newsprint
語 ,language,語 ,ご,language
語 ,language,英語 ,えいご,English
語 ,language,言語,げんご,language
語 ,language,物語,ものがたり,"story, tale"
語 ,language,国語,こくご,national language
語 ,language,敬語,けいご,"honorific, term of respect"
語 ,language,語源,ごげん,origin of a word
語 ,language,語彙 ,ごい,vocabulary
語 ,language,単語 ,たんご,"word, vocabulary"
語 ,language,語る,かたる,"to talk about, to speak of"
語 ,language,語学 ,ごがく,study of foreign languages 
語 ,language,用語,ようご,"term, terminology "
語 ,language,語気 ,ごき,"tone, manner of speaking"
語 ,language,俗語 ,ぞくご,colloquialism
語 ,language,日本語 ,にほんご,Japanese
語 ,language,外国語 ,がいこくご,foreign language
九,nine,九,きゅう,nine
九,nine,九つ,ここのつ,nine 
九,nine,九日 ,ここのか,"9th day of the month, 9 days"
九,nine,九月,くがつ,September
九,nine,九人,きゅうにん,9 people
九,nine,九重 ,ここのえ ,ninefold
九,nine,十九 ,じゅうきゅう ,nineteen
九,nine,九九,くく ,multiplication table
九,nine,九分,くぶ ,"nine parts, nine percent"
九,nine,九天 ,きゅうてん ,"sky, heavens, palace "
九,nine,第九 ,だいく ,the ninth 
九,nine,九折 ,きゅうせつ ,many turns (in a road) 
九,nine,九時,くじ,9 o’clock
九,nine,九角形,きゅうかくけい ,nonagon
九,nine,九生 ,きゅうしょう ,nine lives 
九,nine,九州弁,きゅうしゅうべん ,Kyushu dialect 
食,"food, eat",食,しょく,"food, foodstuff"
食,"food, eat",食事,しょくじ,meal
食,"food, eat",食堂,しょくどう ,"dining room, dining hall"
食,"food, eat",食欲 ,しょくよく ,appetite 
食,"food, eat",食品,しょくひん,"food, food products"
食,"food, eat",食料品,しょくりょうひん,"foodstuff, groceries "
食,"food, eat",食べ物 ,たべもの,food 
食,"food, eat",食べる,たべる,to eat
食,"food, eat",食料,しょくりょう ,food 
食,"food, eat",食物 ,しょくもつ ,"food, foodstuff"
食,"food, eat",食卓 ,しょくたく ,dining table 
食,"food, eat",食用 ,しょくよう ,for use as food
食,"food, eat",食費 ,しょくひ ,food expense 
食,"food, eat",食中毒,しょくちゅうどく ,food poisoning 
食,"food, eat",食器,しょっき ,tableware
食,"food, eat",食う,くう,to eat
八,eight,八,はち,eight
八,eight,八つ,やっつ,eight
八,eight,八人,はちにん,8 people
八,eight,八日,ようか,"8th day of the month, 8 days"
八,eight,八月,はちがつ,August
八,eight,お八つ ,おやつ,between-meal snack 
八,eight,八百屋 ,やおや,greengrocer
八,eight,八百長 ,やおちょう ,match fixing
八,eight,八十,はちじゅう ,eighty
八,eight,八つ当たり,やつあたり,venting one's anger 
八,eight,八丁 ,はっちょう,skillfulness 
八,eight,十八番 ,おはこ,one's favourite party trick
八,eight,八方,はっぽう ,all sides
八,eight,十八,じゅうはち ,eighteen 
八,eight,八方美人,はっぽうびじん,everybody's friend
八,eight,八幡 ,はちまん ,Hachiman (God of War) 
水,water,水,みず,water
水,water,水泳 ,すいえい ,swimming 
水,water,水道 ,すいどう ,water supply
水,water,水素,すいそ ,hydrogen
水,water,香水,こうすい ,perfume 
水,water,淡水,たんすい ,fresh water
水,water,水分,すいぶん ,"water, liquid"
水,water,水曜日 ,すいようび ,Wednesday 
水,water,水平,すいへい ,"horizontal, level, even "
水,water,水源,すいげん ,source of river
水,water,海水浴,かいすいよく ,swimming in the ocean
水,water,水筒 ,すいとう ,"flask, water bottle, thermos "
水,water,噴水 ,ふんすい ,water fountain 
水,water,水準,すいじゅん ,"water level, standard "
水,water,下水,げすい ,"drainage, sewerage "
水,water,水蒸気,すいじょうき ,water vapour
天,"heavens, sky",天気 ,てんき,weather
天,"heavens, sky",天才 ,てんさい ,"genius, prodigy"
天,"heavens, sky",天性,てんせい,nature
天,"heavens, sky",天国,てんごく ,"paradise, heaven"
天,"heavens, sky",天体,てんたい ,heavenly body
天,"heavens, sky",天候,てんこう ,weather
天,"heavens, sky",天然,てんねん ,nature
天,"heavens, sky",晴天,せいてん ,fine weather
天,"heavens, sky",雨天,うてん ,rainy weather 
天,"heavens, sky",天災,てんさい ,natural calamity disaster 
天,"heavens, sky",天井,てんじょう ,ceiling
天,"heavens, sky",天辺,てっぺん ,"top, summit"
天,"heavens, sky",楽天的 ,らくてんてき ,optimistic 
天,"heavens, sky",天文学,てんもんがく ,astronomy 
天,"heavens, sky",先天的,せんてんてき ,"inborn, innate, inherent"
天,"heavens, sky",天気予報,てんきよほう ,weather forecast
木,tree,木,き,tree
木,tree,木材,もくざい ,"lumber, timber, wood "
木,tree,定規 ,じょうぎ ,ruler (measuring) 
木,tree,植木 ,うえき ,"garden shrubs, trees"
木,tree,並木,なみき ,roadside tree
木,tree,木綿 ,もめん ,cotton (material) 
木,tree,木星,もくせい ,Jupiter (planet) 
木,tree,木曜日,もくようび ,Thursday 
木,tree,木工,もっこう ,"woodworking, carpenter"
木,tree,庭木,にわき ,garden tree
木,tree,大木,たいぼく ,large tree 
木,tree,樹木 ,じゅもく ,trees and shrubs 
木,tree,枯れ木 ,かれき,withered tree 
木,tree,木々,きぎ ,"trees, every tree"
木,tree,草木,くさき ,"plants, vegetation "
木,tree,木の葉 ,このは,"foliage, leaves of trees "
六,six,六,ろく,six
六,six,六つ,むっつ,six
六,six,六日,むいか ,"6th day of the month, 6 days"
六,six,六月,ろくがつ,June 
六,six,十六日 ,じゅうろくにち ,"16th day of the month, 16 days"
六,six,十六 ,じゅうろく ,sixteen 
六,six,六角形,ろっかっけい,hexagon 
六,six,六角堂,ろっかくどう,hexagonal building 
六,six,六大,ろくだい ,the six elements
六,six,六時,ろくじ ,six o'clock 
六,six,六情 ,ろくじょう ,the six emotions
六,six,一天地六,いってんちろく ,"die, dice "
六,six,六種 ,ろくしゅ ,six kinds 
六,six,六百,ろっぴゃく,six hundred 
六,six,暮れ六つ,くれむつ,around 6pm
六,six,六花,りっか,snow
万,"ten thousand, many",万,まん,ten thousand 
万,"ten thousand, many",一万円,いちまんえん,10 thousand
万,"ten thousand, many",百万,ひゃくまん,1 million
万,"ten thousand, many",万一,まんいち,by some chance
万,"ten thousand, many",万能 ,ばんのう,"all-purpose, utility"
万,"ten thousand, many",万事,ばんじ ,"all, everything "
万,"ten thousand, many",万人,ばんにん ,"all people, everybody "
万,"ten thousand, many",万全,ばんぜん ,"perfection, flawlessness "
万,"ten thousand, many",万物,ばんぶつ ,"all things, all creation "
万,"ten thousand, many",万策 ,ばんさく ,all means 
万,"ten thousand, many",万国,ばんこく ,all countries
万,"ten thousand, many",万難 ,ばんなん ,many obstacles
万,"ten thousand, many",万雷,ばんらい ,heavy thunder
万,"ten thousand, many",万来,ばんらい ,many guests
万,"ten thousand, many",万年 ,まんねん ,ten thousand years
万,"ten thousand, many",万々,まんまん ,"very much, fully "
白,white​,白,しろ,white​
白,white​,白い,しろい,white​
白,white​,白紙,はくし,white/blank paper
白,white​,白書,はくしょ,white paper
白,white​,白人,はくじん,caucasian
白,white​,自白,じはく,"confession, admission"
白,white​,空白,くうはく,"a blank, vacuum"
白,white​,告白,こくはく,"confession, acknowledgement"
白,white​,白状,はくじょう,confession
白,white​,明白,めいはく,"obvious, clear"
白,white​,潔白 ,けっぱく,innocence
白,white​,腕白,わんぱく,"naughty, mischievous"
白,white​,白鳥,はくちょう,swan
白,white​,真っ白 ,真っ白,pure white
白,white​,青白い,あおじろい,pale
白,white​,面白い,おもしろい,intersting
七,seven,七,しち・なな,seven
七,seven,七つ,ななつ,seven
七,seven,七人,しちにん,7 people
七,seven,七日,なのか,"7th day of the month, 7 days"
七,seven,七月,しちがつ,July
七,seven,七十,しちじゅう,seventy
七,seven,十七,じゅうなな,seventeen
七,seven,七夕,たなばた,Star Festival
七,seven,七色,なないろ ,the seven prismatic colors
七,seven,七草,ななくさ,the seven spring flowers 
七,seven,七宝,しっぽう,he seven treasures
七,seven,七味,しちみ ,seven delicious flavors
七,seven,七面鳥,しちめんちょう,turkey
七,seven,十七日,じゅうしちにち ,"17th day of the month, 17 days"
七,seven,北斗七星,ほくとしちせい ,the Big Dipper
七,seven,七不思議,ななふしぎ ,seven wonders 
円,"yen, circle",円,えん,yen
円,"yen, circle",円満,えんまん ,"harmonious, peaceful"
円,"yen, circle",円滑,えんかつ ,"smooth, undisturbed"
円,"yen, circle",円柱,えんちゅう ,"column, shaft"
円,"yen, circle",楕円,だえん,ellipse 
円,"yen, circle",円高,えんだか ,appreciation of the yen
円,"yen, circle",円安,えんやす,cheap yen 
円,"yen, circle",一円,いちえん ,one yen 
円,"yen, circle",円卓,えんたく ,round table 
円,"yen, circle",円形,えんけい ,"round shape, circle"
円,"yen, circle",円周,えんしゅう ,circumference 
円,"yen, circle",円熟,えんじゅく ,"ripeness, mellowness"
円,"yen, circle",円陣,えんじん ,forming a circle
円,"yen, circle",楕円形,だえんけい ,elliptical shape 
円,"yen, circle",千円札,せんえんさつ ,"1,000 yen bill"
円,"yen, circle",円相場,えんそうば ,yen exchange rate 
電,electricity,電話,でんわ,telephone call
電,electricity,電車,でんしゃ,"train, electric train"
電,electricity,電気,でんき,electricity
電,electricity,電子,でんし,electron
電,electricity,電池,でんち,"battery, cell "
電,electricity,電力,でんりょく,electric power 
電,electricity,電柱,でんちゅう,"utility pole, power pole"
電,electricity,停電,ていでん,power outage
電,electricity,電球,でんきゅう,light bulb
電,electricity,電波,でんぱ,"radio wave, reception"
電,electricity,電流,でんりゅう,electric current
電,electricity,電灯,でんとう,electric light
電,electricity,電線,でんせん,electric line
電,electricity,電卓,でんたく,calculator
電,electricity,充電,じゅうでん,charging (electrically)
電,electricity,発電,はつでん,generation (power) 
父,father,父,ちち,father
父,father,父親,ちちおや,father
父,father,祖父,そふ,grandfather
父,father,父母,ふぼ,father and mother
父,father,伯父,おじ,uncle
父,father,親父,おやじ,one's father
父,father,尊父,そんぷ,your father
父,father,お父さん,おとうさん,"father, dad"
父,father,祖父母,そふぼ,grandparents
父,father,父子,ふし,father and child
父,father,義父,ぎふ,father-in-law
父,father,父兄,ふけい ,"guardians, parents "
父,father,父祖,ふそ,ancestors
父,father,父方,ちちかた ,paternal side
父,father,養父母,ようふぼ,adoptive parents 
父,father,お父さま ,おとうさま,father
北,north,北,きた,north
北,north,北方,ほっぽう,"northward, the north"
北,north,北風,きたざぜ,wind from the north
北,north,東北,とうほく,northeast region
北,north,北東,ほくとう,northeast
北,north,南北,なんぼく,north and south
北,north,北上,ほくじょう ,going north
北,north,北海道,ほっかいどう,Hokkaido
北,north,北海,ほっかい ,northern sea
北,north,敗北,はいぼく ,"defeat, to be defeated"
北,north,北側,きたがわ,north side
北,north,北西,ほくせい ,northwest
北,north,真北,まきた,"due north, true north"
北,north,北面,ほくめん ,north face
北,north,北口,きたぐち,north entrance 
北,north,北陸,ほくりく,Hokuriku region
車,"car, vehicle",車,くるま,car
車,"car, vehicle",電車,でんしゃ,"train, electric train "
車,"car, vehicle",列車,れっしゃ ,"train, railway train"
車,"car, vehicle",発車,はっしゃ,departure
車,"car, vehicle",下車,げしゃ,get off a train
車,"car, vehicle",駐車,ちゅうしゃ,parking
車,"car, vehicle",車庫,しゃこ,garage
車,"car, vehicle",駐車場,ちゅうしゃじょう ,parking lot
車,"car, vehicle",車輪,しゃりん,wheel
車,"car, vehicle",車掌,しゃしょう,conductor (train)
車,"car, vehicle",汽車,きしゃ,steam train
車,"car, vehicle",歯車,はぐるま,gear
車,"car, vehicle",停車,ていしゃ,"stopping (train, car)"
車,"car, vehicle",乗車,じょうしゃ ,"boarding (train, bus)"
車,"car, vehicle",自動車,じどうしゃ,car
車,"car, vehicle",自転車,じてんしゃ,bicycle
母,mother,母,はは,mother
母,mother,母親 ,ははおや,mother
母,mother,母子,ぼし,mother and child
母,mother,生母,せいぼ,biological mother
母,mother,母校,ぼこう,alma mater
母,mother,祖母,そぼ,grandmother
母,mother,お母さん ,おかあさん,mother
母,mother,お祖母さん,おばあさん,grandmother
母,mother,父母,ふぼ,father and mother
母,mother,叔母,おば,aunt
母,mother,祖父母,そふぼ,grandparents
母,mother,母乳,ぼにゅう,mother’s milk
母,mother,義母,ぎぼ,mother in law
母,mother,母港 ,ぼこう,home port 
母,mother,保母,ほぼ,childcare worker
母,mother,母国語,ぼこくご,mother tongue
半,half,半,はん,half
半,half,半分,はんぶん ,half
半,half,半島,はんとう,peninsula
半,half,半年,はんとし,half year
半,half,前半,ぜんはん,first half
半,half,大半,たいはん,greater part
半,half,半端 ,はんぱ,"remnant, fragment"
半,half,半ば,なかば,"middle, halfway, midway "
半,half,半球,はんきゅう,hemisphere
半,half,半径,はんけい,radius
半,half,半数,はんすう,half the number
半,half,半減,はんげん,reduction by half
半,half,半額,はんがく,half the amount
半,half,半値,はんね,half price
半,half,半々,はんはん,fifty-fifty
半,half,半袖,はんそで,short sleeves
百,hundred,百,ひゃく,hundred
百,hundred,百姓,ひゃくしょう,"farmer, farming, peasant "
百,hundred,数百,すうひゃく,several hundreds 
百,hundred,百聞,ひゃくぶん,hearing many times
百,hundred,三百,さんびゃく,three hundred
百,hundred,百花,ひゃっか ,all varieties of flowers
百,hundred,百均,ひゃっきん,hundred-yen store
百,hundred,百貨店,ひゃっかてん,department store
百,hundred,百選 ,ひゃくせん,top hundred
百,hundred,八百長,やおちょう,match fixing
百,hundred,百万,ひゃくまん,one million
百,hundred,百景,ひゃっけい,hundred famous views 
百,hundred,百度,ひゃくど,"hundred times, hundred degrees "
百,hundred,百足,むかで,centipede
百,hundred,百態,ひゃくたい ,various phases 
百,hundred,百川,ひゃくせん,"hundred rivers, many rivers"
土,"earth, ground, soil",土,つち,"earth, soil, dirt, clay"
土,"earth, ground, soil",土地,とち,"plot of land, lot"
土,"earth, ground, soil",国土,こくど,"country, territory"
土,"earth, ground, soil",土手,どて,"embankment, bank "
土,"earth, ground, soil",領土,りょうど,"dominion, territory"
土,"earth, ground, soil",土台,どだい ,"foundation, base, basis "
土,"earth, ground, soil",お土産,おみやげ,local specialty
土,"earth, ground, soil",土曜日,どようび,Saturday
土,"earth, ground, soil",風土,ふうど,natural features
土,"earth, ground, soil",粘土,ねんど,clay
土,"earth, ground, soil",本土,ほんど ,mainland
土,"earth, ground, soil",全土,ぜんど,whole nation
土,"earth, ground, soil",土木,どぼく,engineering works
土,"earth, ground, soil",土器,どき,earthenware 
土,"earth, ground, soil",出土,しゅつど,archeological excavation
土,"earth, ground, soil",土建屋,どけんや,general contractor 
西,west,西,にし,west
西,west,西洋,せいよう,"Western countries, west"
西,west,西方,せいほう,westward
西,west,関西,かんさい,Kansai region
西,west,東西,とうざい,east and west 
西,west,西瓜,すいか,watermelon
西,west,西側,にしがわ,west side
西,west,大西洋,たいせいよう ,Atlantic Ocean 
西,west,北西,ほくせい,northwest 
西,west,西風,せいふう,westerly wind
西,west,西南,せいなん,south-west
西,west,西口,にしぐち,west entrance
西,west,西日,にしび,afternoon sun
西,west,西遊,せいゆう ,westward trip
西,west,西部,せいぶ,western part
西,west,西洋人,せいようじん,western people 
読,read,読む,よむ,to read
読,read,読み,よみ,reading
読,read,読書,どくしょ,reading books
読,read,読者,どくしゃ,reader
読,read,購読,購読,buying and reading 
読,read,朗読,ろうどく,reading aloud
読,read,解読,かいどく,"deciphering, decoding "
読,read,読み上げる,よみあげる,"to read out,  to read aloud"
読,read,読本,とくほん,"reading-book, guidebook,reader"
読,read,音読,おんどく,reading aloud 
読,read,読み取る,よみとる,to read and understand
読,read,読みにくい,よみにくい,"hard to read, illegible "
読,read,読み物,よみもの,reading matter
読,read,秒読み,びょうよみ,countdown
読,read,読み方,よみかた,"pronunciation, way of reading"
読,read,読み書き,よみかき,reading and writing 
千,thousand,千,せん,thousand
千,thousand,一千,いっせん,one thousand
千,thousand,三千,さんぜん,three thousand
千,thousand,八千,はっせん,eight thousand
千,thousand,千円,せんえん,1000 yen
千,thousand,何千,なんぜん,many thousands
千,thousand,千里,せんり,long distance
千,thousand,千切り,せんぎり,finely cut strips 
千,thousand,数千,すうせん,several thousand 
千,thousand,千円札,せんえんさつ ,1000 yen bill 
千,thousand,千尋,せんじん,"great depth, bottomless "
千,thousand,千葉県,ちばけん,Chiba prefecture
千,thousand,千倍,せんばい,thousand-fold
千,thousand,食いちぎる,くいちぎる,to bite off 
千,thousand,千生り,せんなり,great collection
千,thousand,千秋楽,せんしゅうらく,concluding festivities
校,school,学校,がっこう,school
校,school,校長,こうちょう ,principal
校,school,校舎,こうしゃ,school building
校,school,小学校,しょうがっこう ,primary school
校,school,中学校,ちゅうがっこう ,junior high school
校,school,高校,こうこう ,senior high school
校,school,高校生,こうこうせい,senior high school student 
校,school,高等学校,こうとうがっこう ,senior high school
校,school,校庭,こうてい ,schoolyard
校,school,登校,とうこう ,attendance (at school)
校,school,母校,ぼこう ,alma mater 
校,school,転校 ,てんこう,changing schools 
校,school,校歌,こうか,school song
校,school,校則,こうそく,school regulations 
校,school,開校,かいこう ,opening a school 
校,school,校門,こうもん ,school gate
右,right,右,みぎ,right
右,right,左右,さゆう,left and right
右,right,右手,みぎて,right hand
右,right,右側,みぎがわ,right side
右,right,右足,みぎあし,right foot
右,right,右上,みぎうえ,upper right
右,right,右折,うせつ,turning to the right
右,right,右左,みぎひだり,right and left
右,right,座右,ざゆう,nearby location
右,right,右腕,みぎうで ,right arm
右,right,右目,みぎめ ,right eye
右,right,右翼,うよく,right wing (politics)
右,right,右端,みぎはし,right end
右,right,右下,みぎした,lower right
右,right,右傾,うけい,leaning to the right 
右,right,右舷,うげん ,starboard
南,south,南,みなみ,south
南,south,南北,なんぼく,north and south
南,south,南部,なんぶ,southern part
南,south,南東,なんとう ,southeast 
南,south,南側,みなみがわ,south side
南,south,西南,せいなん,southwest
南,south,南口,みなみぐち,south exit
南,south,指南,しなん,"instruction, teaching"
南,south,南方,なんぽう,southward
南,south,南海,なんかい,southern sea
南,south,東南,とうなん,south-east
南,south,南下,なんか,going south
南,south,南米,なんべい,South America
南,south,南寄り,なんより,southerly
南,south,南極点,なんきょくてん,the South Pole 
南,south,南半球,みなみはんきゅう ,southern hemisphere 
左,left,左,ひだり,left
左,left,左右,さゆう,left and right
左,left,左利き,ひだりき,left-hander
左,left,左手,ひだりて,left hand
左,left,左側,ひだりがわ,left side
左,left,左腕,さわん,left arm 
左,left,左派,さは,left wing
左,left,左様なら,さようなら,goodbye
左,left,左足,ひだりあし,left foot
左,left,左折,させつ,turning to the left
左,left,左上,ひだりうえ,upper left 
左,left,左目,ひだりめ,left eye 
左,left,左官,さかん,plasterer
左,left,左記,さき,undermentioned 
左,left,左前,ひだりまえ,"left front, going badly"
左,left,左肩,ひだりかた ,left shoulder
友,friend,友,とも,"friend, companion"
友,friend,友人,ゆうじん,friend
友,friend,友情,ゆうじょう,friendship
友,friend,友達,ともだち,"friend, companion"
友,friend,親友,しんゆう,close friend
友,friend,交友,こうゆう,"friend, companion"
友,friend,旧友,きゅうゆう,old friend
友,friend,級友,ゆうこう,classmate
友,friend,友好,ゆうこう,friendship 
友,friend,悪友,あくゆう ,undesirable friend
友,friend,盟友,めいゆう ,sworn friend 
友,friend,戦友,せんゆう ,comrade in arms
友,friend,友愛,ゆうあい ,fraternity
友,friend,類友,るいとも,hobby friend
友,friend,真の友,しんのとも,true friend 
友,friend,遊び友達,あそびともだち,playmate
雨,rain,雨,あめ,rain
雨,rain,風雨,ふうう,wind and rain
雨,rain,大雨,おおあめ,heavy rain
雨,rain,小雨,こさめ,light rain
雨,rain,梅雨,つゆ,rainy season
雨,rain,雨戸,あまど,sliding storm shutter
雨,rain,雨天,うてん,rainy weather
雨,rain,雨水,あまみず,rain water
雨,rain,雨具,あまぐ,rain gear
雨,rain,雨季,うき,rainy season
雨,rain,雨量,うりょう,amount of rainfall 
雨,rain,雨曇,あまぐもり,overcast weather
雨,rain,雨降り,あめふり,"rainfall, rainy weather"
雨,rain,雨宿り,あまやどり,taking shelter from rain
雨,rain,雨漏り,あまもり,roof leak
雨,rain,雨垂れ,あまだれ,raindrops
火,"fire, blaze, flame",火,ひ,"fire, blaze, flame"
火,"fire, blaze, flame",火災,かさい,"fire, conflagration"
火,"fire, blaze, flame",火山,かざん,volcano
火,"fire, blaze, flame",火花,ひばな,spark
火,"fire, blaze, flame",花火,はなび,fireworks
火,"fire, blaze, flame",火薬,かやく,gun powder
火,"fire, blaze, flame",火力,かりょく,"thermal power, heating power"
火,"fire, blaze, flame",火曜日,かようび,tuesday
火,"fire, blaze, flame",火遊び,ひあそび,playing with fire
火,"fire, blaze, flame",火の手,ひのて,"fire, blaze, flame, attack"
火,"fire, blaze, flame",火の気,ひのけ,source of fire
火,"fire, blaze, flame",火元,ひもと,origin of fire
火,"fire, blaze, flame",火器,かき,firearm
