Time,Script,Translation
19:51,タコさんウィンナーの話があって その後自分で作った,"I think at the very beginning of the series, there was a story about octopus and sausage, and then I made a video of my own."
19:55,動画の 動画に影響された,I was influenced by the video.
19:59,そうそうそう影響された わかる,"Yeah, yeah, yeah, yeah."
20:01,前に住んでたルームメイトが 深夜食堂かな,"I had a roommate once. Midnight Diner, I think."
20:06,深夜食堂が好きすぎて 中国にも深夜食堂があるんだね,"I love Midnight Diner so much, I didn't know they had it in China."
20:10,知らなかったんだけど 中国バージョン,I didn't know they had a Chinese version.
20:12,そう 中国バージョンの深夜食堂 があるの,"Yes, there is a Chinese version of the Midnight Diner."
20:17,それはなんだろう 人が全然もう中国人が出演してる,I wonder what it's about. It's got Chinese people in it.
20:20,そう 中国でやってる深夜食堂 脚本とかは似たような感じで,"Yes, Midnight Diner in China. The script is similar."
20:29,たぶん名前も同じタイトルも 結構ドラマがあった,I think it has the same name and the same title. There were many dramas.
20:33,舞台は北京かな わかんない,"It's set in Beijing, I don't know."
20:37,でも舞台は小料理屋 小さい 小料理屋,"But it's set in a small restaurant, a small restaurant."
20:40,そう 小料理屋みたいな感じだった やっぱ そうなんだ,"Yes, it was like a small restaurant. I knew it."
20:48,亭主の息子とかも出てきて 亭主の息子,"The husband's son came out, and the husband's son."
20:52,息子がお客さんと みたいな 多いよねグルメ番組,The husband's son with the guests. There are a lot of gourmet shows.
20:58,確かにね みんなやっぱり食に興味がある,That's true. People are interested in food.
21:03,からかな そうだね,That's true.
21:06,お疲れ様でした,Thank you for your hard work.
21:07,この動画に出てきた表現を,I want to know more about the expressions in this video.
21:11,もっと知りたい,I'd like to know more.
21:12,例文を作って欲しいという方は,Please let me know in the comments if you'd like me to make some example sentences.
21:15,ぜひコメントで教えてください,Please let me know in the comments!
21:17,今回のゲストのケンさんは,"My guest this time, Ken-san"
21:19,youtubeもやってるし,He also has a youtube channel
21:22,italkiで日本語を教えています,He also teaches Japanese at italki.
21:26,ケンさんのページも,Please check out his page
21:27,チェックしてみてください,Please check out his page!
21:28,じゃあ今日はこの辺で,"Well, that's it for today."
21:37,バイバイ,Bye bye!
3s,今日をさゆりです いつもは日本語のことについて,I'm Sayuri today. I usually talk about Japanese language.
8s,話しているんですけど今日は 私の趣味というかハイキング,"I usually talk about Japanese, but today I'd like to talk about my hobby, hiking."
15s,をしながら 話したいと思います,"I'd like to talk about my hobby, hiking."
19s,その間ゆうすけさんとまた話しました で、,"In the meantime, I talked with Yusuke again."
23s,ゆうすけさんのアイディアで自撮りしながら撮ったらいいん,It was Yusuke's idea to take a selfie while shooting.
28s,じゃないかと言われていま すごく恥ずかしいんですけど,"I'm very embarrassed, but I'm walking while taking a selfie."
33s,自撮りしながら歩いてます はい、,I'm walking around taking selfies.
37s,私が住んでるところは人が少なくて 歩いている人も,"Where I live, there are not many people walking around."
44s,あんまりいません すれ違う人たちは,There are not many people walking around.
48s,みんな 健康に気を使っているおじいちゃん,The people I pass are all old men and women who are taking care of their health.
52s,おばあちゃんが多いです だから,The people I pass are all health-conscious grandparents.
56s,こういう ハイキング,This kind of hiking.
1:00,ハイキングの道？ で若い人,Hiking trails? When I meet young people
1:03,に合うと すごく親近感を感じます,I feel very close to them.
1:09,ハイキング私の趣味の一つであ るんですけど（ひとつなんですけど）,Hiking is one of my hobbies.
1:14,そうですね、始めたのは多分 20代,I think I started hiking in my early 20s.
1:19,前半くらいですかね,I probably started in my early twenties.
1:22,それまでは 全然運動とか 興味なくって,"Before that, I wasn't interested in exercise at all."
1:26,でも ある日 ある頃？突然、日本で山、山ガール,"But one day, around that time? Suddenly, there was a mountain girl boom in Japan."
1:34,ブームが起こったんですね その時にその山で着るような服,"At that time, I thought the clothes they wore in the mountains were cute."
1:40,が可愛いなぁとか思って 初めはファッションから入りました,"I thought the clothes they wore in the mountains were cute, so I started with fashion."
1:45,よくある話ですね,It's a common story.
1:47,でも 何だろう こうやってハイキングをしているうちに,"But I don't know, as I was hiking like this."
1:56,すごく好きになりました なんかいざ,I've come to really like it.
2:01,こうやってカメラに向かって話そうって 思うと何を話したらいいか,I don't know what to say when I think about talking to the camera like this.
2:05,わからなくなるんですけど とにかく私は歩くのが好きです,"I don't know what to say, but anyway, I like to walk."
2:11,わたしは家で日本語を教えている ので,I teach Japanese at home.
2:15,運動不足になることが多いですね なので、こうやって,I often don't get enough exercise.
2:20,時間があれば 近くの,So when I have time
2:23,山にきて はい、運動します,I come to the nearby mountains to exercise.
2:27,お金もかからないし最高の趣味 だと思います,It doesn't cost much and I think it's a great hobby.
2:32,今歩いている場所は 屋島といって,The place where I'm walking now is called Yashima.
2:36,島っていう名前がついてるんですけど,"It's called Yashima, but it's not an island."
2:40,島じゃないです,It's not an island.
2:41,この上には屋島寺というお寺があります,There is a temple up there called Yashima Temple.
2:46,山の中にお寺があります,There is a temple in the mountains.
2:50,昔の人は大変でしたね 車がないから こうやって,"In the old days, people had a hard time getting around without cars."
2:57,山に登って お参り？,So they climbed up the mountain to pay their respects?
3:01,をしてたんですかね,I guess they climbed the mountain like this to pay their respects.
3:04,この山はイノシシが出るみたいです,There seems to be wild boar in this mountain.
3:13,こんな感じでイノシシが出没しています,This is how wild boars appear in the mountains.
3:18,もしイノシンに出会ってしまったら 何もせず放っておきましょうエサ やり厳禁,"If you encounter a wild boar, leave it alone and don't feed it."
3:26,餌やりをしてはいけないということ ですね,This means that you should not feed them.
3:28,ゆっくりと後退し静かにその場 を立ち去りましょう,Back away slowly and leave the area quietly.
3:33,後退っていうのは後ろに下がるという 意味です,Backing away means moving backwards.
3:36,はい 決して威嚇したり,"Yes, never threaten them."
3:41,追い払おうとしないでください 威嚇するっていうのは,Never try to intimidate them or chase them away.
3:45,こんな顔をして「う”ーーー」とかいうことです,"To threaten means to make a face like this and say, ""Woooo!"
3:49,すいません、雑な説明で。,I'm sorry for the confusing explanation.
3:50,はい 今季節は秋なのでお地蔵さんたちも赤いニット帽をかぶっています,"Yes, it's autumn, so the Jizo-san are wearing red knit hats."
4:03,もう紅葉も終わりかけなんですけど 赤と黄色の,"The autumn leaves are almost over, but there are red and yellow leaves."
4:12,そうですね葉っぱがあります,"Yes, there are leaves."
4:17,こういう枯れ葉もたくさん落ちています,There are also a lot of dead leaves on the ground.
4:24,結構この道は整備されていてとても 歩きやすいです,This path is well maintained and very easy to walk.
4:29,結構友達と ハイキングすることがあるんですけど,"I often go hiking with my friends, but"
4:35,こうやって 一人で歩くのも好きです,But I also like to walk alone like this.
4:39,これ言ったっけ？覚えてないね。笑,Did I tell you this? I can't remember. lol
4:44,頂上まで200m らしいです,It's 200 meters to the top.
4:48,なんだっけアプリ 自転車とかハイキングのアプリで,It's an app for biking and hiking.
4:55,どのぐらい登ったか見れるんですけど、、今ちょうど1.3 km 25分たったところです,"You can see how far you've climbed, but it's just 1.3 km and 25 minutes."
5:08,それなり 疲れているといえば,I'm tired to a point.
5:14,疲れているし まだ全然余裕って言えば余裕です,"If I say I'm tired, I'm tired; if I say I'm not tired, I'm not tired."
5:22,日本にはこういった 看板がたくさんありますね,There are many signs like this in Japan.
5:26,急な上り坂、滑りやすいので注意して,"Steep uphill, slippery, please be careful"
5:31,通行してください,Please pass carefully
5:33,ホウキもあります これはたぶん ボランティアの人たちが,"There is also a broom, which is probably used by volunteers"
5:39,こういう枯葉を 掃除してくれているんだと思います,I think these are volunteers cleaning up the dead leaves.
5:44,本当にありがたいですね,I really appreciate it!
5:46,何か面白そうなものを見つけました,I found something interesting.
5:51,屋島登山番付表表ですね,It's a Yashima climbing chart.
5:56,これは 11月末のデータです,This is data from the end of November.
6:02,一番多い人22476回？？？ 登ったことがあるそうです,The person who has climbed 22476 times? He's climbed the mountain 22476 times.
6:15,面白いことに 大横綱 横綱、大関、関脇など相撲と 同じ名前になってます,"Interestingly, they have the same names as sumo wrestlers... yokozuna, ozeki and sekiwake."
6:30,もうすぐお寺につきそうです,We're almost at the temple.
6:34,結構急な階段を登って,Climb up the steep stairs.
6:44,もうすぐお寺が見えます。,You'll see the temple soon.
6:48,わー、みて,"Wow, look!"
6:52,見えますか？趣のあるお寺ですね,Do you see it? It's a very quaint temple.
7:03,ここは南門だと思います,I think this is the south gate.
7:21,すぐそこ屋島寺って書いてて、も 屋島寺には到着したんですけど,"It says ""Yashima Temple"" right there, too. We've arrived at Yashima Temple."
7:26,ここから 怖い名前、血の池、やばいね,"From here, the scary name, Pool of Blood."
7:32,読み方わからない〜,I don't know how to read it.
7:35,読み方が分からないんですけどそういう見る場所もあります,"I don't know how to read it, but there's a place to look like that."
8:07,ここは狸がたくさんいます。見せますね,There are a lot of raccoon dogs here. I'll show you.
8:18,狸パラダイス。たぬぱら,Raccoon paradise. Tanupara
8:33,すごい、背が低い鳥居ですね,"Wow, that's a very short torii gate."
8:52,この鳥の音が聞こえますか？,Can you hear the sound of this bird?
9:17,真っ赤な門ですね。,That's a bright red gate.
9:48,これが噂の池です でも,"This is the rumored pond, but"
9:51,血の色じゃないです ちょっと,It's not the color of blood. A little
9:54,汚いけど,It's dirty.
10:14,ここにはたくさん展望台があるんですけど これも展望台の一つです,There are many observatories here. This is one of them.
10:23,そうですね 今日は晴れていて気持ちがいい,"Yes, it's sunny and nice today."
10:26,です 気温は多分10度ぐらいですかね,The temperature is probably about 10 degrees Celsius.
10:30,ここから見えるのは、はいっ 違う山が見えます,"What you can see from here is, yes, a different mountain."
10:38,五剣山、八栗山ともいいます,It's also called Mount Gokenzan or Mount Yaguri.
10:44,はい この山ですね,"Yes, this is the mountain."
10:47,ちょっと削れてるんですけどあそこは,"It's a bit chipped, but that's a quarry."
10:53,採石場といって 石を取る場所です,"It's a quarry, a place to extract stones."
11:02,今日は、まあまあ晴れ 快晴じゃないんですけどまあまあ,"It's not a beautiful day, but it's okay."
11:09,晴れているので 他の島も,"You can see the other islands, too."
11:14,見えますね こっちを見ると,You can see the other islands.
11:21,町ですね,It's a town.
11:22,いかがでしたかこういう動画が好きですか？,Do you like this kind of video?
11:31,もし好きだったらコメントかライクボタン（高評価ボタン）で教えてください,"If you like it, please let me know in the comments or by using the like button."
11:36,はいじゃあ今日はこのへんでばいばい,"So that's it for today, bye!"
11:40,今気づいたんですけどバックあいちゃってた、恥ずかしい。じゃあねー,"I just realized that my back is open, I'm so embarrassed. See you later!"
